"","EntrezID","GeneSymbol","GeneMappingID","ConfidenceCategory","Group","Pathway","Allnet.count","Ntwrk.all","NtwrkCount.Proteasome","Ntwrk.Proteasome","NtwrkCount.NF-kappa B signaling pathway","Ntwrk.NF-kappa B signaling pathway","NtwrkCount.Toll-like receptor signaling pathway","Ntwrk.Toll-like receptor signaling pathway","Total_Path_Hits.net.count"
"292",1968,"EIF2S3",87,"MedConf","Novel","RNA transport",30,"RPL27, RPS27A, RPL4, RPLP2, RPL3, RPL24, RPL31, RPL26L1, RPL3L, RPL32, EIF4G1, EIF4B, EIF3A, EIF3J, EIF3B, EIF2S1, EIF2S2, EIF4H, EIF1, RPL37, EIF4G2, EIF2B3, RPL36AL, EIF4A1, RPS2, RPL23A, EIF3I, RPS8, RPL19, EIF2AK2",0,NA,0,NA,0,NA,0
"293",8661,"EIF3A",162,"HighConf","Novel","RNA transport",30,"EIF3J, EIF3B, EIF2S1, EIF2S2, EIF4H, EIF1, RPL37, EIF4G2, RPL36AL, EIF4A1, RPS2, RPL23A, EIF3I, PTBP1, RPS8, RPL19, EIF2S3, RPL27, RPS27A, RPL4, RPLP2, RPL3, RPL24, RPL31, RPL26L1, RPL3L, RPL32, COPS5, EIF4G1, EIF4B",0,NA,0,NA,0,NA,0
"294",8662,"EIF3B",182,"MedConf","Novel","RNA transport",30,"EIF2S1, EIF2S2, EIF4H, ATL3, EIF1, RPL37, RPL36AL, EIF4A1, RPS2, RPL23A, EIF3I, RPS8, RPL19, EIF2S3, RPL27, RPS27A, RPL4, RPLP2, RPL3, RPL24, RPL31, RPL26L1, RPL3L, RPL32, COPS5, EIF4G1, EIF4B, EIF3A, MSH2, EIF3J",0,NA,0,NA,0,NA,0
"295",8668,"EIF3I",78,"MedConf","Novel","RNA transport",36,"RPS8, RPL19, EIF2S3, RPL27, RPS27A, RPL4, RPLP2, RPL3, RPL24, RPL31, RPL26L1, RPL3L, RPL32, COPS5, EIF4G1, EIF4B, EIF3A, EIF3J, EIF3B, SRRM1, EIF2S1, EIF2S2, EIF4H, TRA2B, EIF1, RPL37, PAAF1, RPL36AL, EIF4A1, PSMC4, PSMD7, YBX1, RPS2, RPL23A, WIPI2, SLC3A2",2,"PSMD7, PSMC4",0,NA,0,NA,2
"296",8669,"EIF3J",164,"MedConf","Novel","RNA transport",29,"EIF3B, EIF2S1, EIF2S2, CSNK2A2, EIF4H, EIF1, RPL37, RPL36AL, EIF4A1, RPS2, RPL23A, EIF3I, RPS8, RPL19, EIF2S3, RPL27, RPS27A, RPL4, RPLP2, RPL3, RPL24, RPL31, RPL26L1, RPL3L, RPL32, COPS5, EIF4G1, EIF4B, EIF3A",0,NA,1,"CSNK2A2",0,NA,1
"297",1973,"EIF4A1",9,"MedConf","Novel","RNA transport",37,"PSMC4, RPS2, RPL23A, EIF3I, PTBP1, RPS8, RPL19, EIF2S3, RPL27, RPS27A, RPL4, RPLP2, RPL3, RPL24, RPL31, RPL26L1, RPL3L, RPL32, NFYB, HSPA5, EIF4G1, EIF4B, EIF3A, EIF3J, EIF3B, EIF2S1, EIF2S2, EIF4H, LAGE3, MAX, EIF1, RPL37, EIF4G2, EIF4E3, CNOT11, RPL36AL, PARN",1,"PSMC4",0,NA,0,NA,1
"298",1975,"EIF4B",161,"MedConf","Novel","RNA transport, PI3K-Akt signaling pathway",35,"EIF3A, EIF3J, EIF3B, EIF2S1, EIF2S2, SFN, EIF4H, CFL1, KBTBD7, RPL37, EIF4G2, CNOT11, DOHH, RPL36AL, PARN, DDX39A, EIF4A1, RPS2, RPL23A, EIF3I, RPS8, RPL19, EIF2S3, RPL27, RPS27A, RPL4, RPLP2, RPL3, RPL24, RPL31, RPL26L1, RPL3L, RPL32, EIF4G1, ADPRHL1",0,NA,0,NA,0,NA,0
"299",317649,"EIF4E3",518,"MedConf","Novel",NA,4,"TBC1D4, EIF4A1, EIF4G1, EIF4G2",0,NA,0,NA,0,NA,0
"300",1981,"EIF4G1",158,"HighConf","Novel","RNA transport",41,"EIF4B, EIF3A, EIF3J, EIF3B, EIF2S1, EIF2S2, POLE, EIF4H, PABPC4, DCTN4, MAX, EIF1, UBC, RPL37, EIF4G2, EIF4E3, CNOT11, RPL36AL, PARN, EIF4A1, PSMC4, RPS2, RPL23A, EIF3I, PTBP1, RPS8, RPL19, EIF2S3, RPL27, RPS27A, RPL4, RPLP2, RPL3, RPL24, RPL31, RPL26L1, RPL3L, RPL32, UBB, PUS7, KIAA0020",1,"PSMC4",0,NA,0,NA,1
"301",1982,"EIF4G2",441,"HighConf","Novel","RNA transport",12,"EIF4E3, POLDIP3, EIF4A1, PTBP1, EIF2S3, EIF4G1, EIF4B, EIF3A, EIF2S1, EIF2S2, EIF4H, EIF1",0,NA,0,NA,0,NA,0
"302",7458,"EIF4H",238,"MedConf","Novel",NA,31,"TRA2B, RPL37, EIF4G2, RPL36AL, EIF4A1, LDHB, RPS2, RPL23A, EIF3I, RPS8, RPL19, EIF2S3, RPL27, RPS27A, RPL4, RPLP2, RPL3, RPL24, RPL31, RPL26L1, RPL3L, RPL32, EIF4G1, EIF4B, EIF3A, EIF3J, EIF3B, EIF2S1, EIF2S2, SYNCRIP, SRSF3",0,NA,0,NA,0,NA,0
"303",2005,"ELK4",928,"HighConf","Novel","MAPK signaling pathway",2,"MAPK13, TBPL2",0,NA,0,NA,1,"MAPK13",1
"304",8178,"ELL",381,"MedConf","Novel",NA,16,"UBC, SP1, TCEB3B, PEX2, WDR61, THOC7, XAB2, RPS27A, UBB, CDK12, POLR2J, POLR2F, IKBKAP, POU2F1, USPL1, EAF1",0,NA,0,NA,0,NA,0
"305",91748,"ELMSAN1",432,"HighConf","Novel",NA,13,"TRERF1, PHF21A, HDAC4, MTA2, CHD4, HDAC2, SIN3A, PHF12, SIN3B, MBD3, MORF4L1, ZMYM3, DNTTIP1",0,NA,0,NA,0,NA,0
"306",133121,"ENPP6",707,"MedConf","Novel","Ether lipid metabolism",5,"LPCAT4, PLA2G4A, PLA2G4D, PLA2G6, JMJD7-PLA2G4B",0,NA,0,NA,0,NA,0
"307",2029,"ENSA",733,"HighConf","Novel",NA,2,"MASTL, PPP2CB",0,NA,0,NA,0,NA,0
"308",9583,"ENTPD4",953,"HighConf","Novel",NA,9,"ITPA, NT5C, PDE6H, HPRT1, PDE6A, PDE1B, PDE3B, AMPD1, PDE5A",0,NA,0,NA,0,NA,0
"309",2034,"EPAS1",243,"HighConf","Novel",NA,13,"SMAD4, EPO, JUN, PTK6, UBC, ARNT, SLC2A1, KLF4, RPS27A, UBB, BHLHE40, POLR2J, POLR2F",0,NA,0,NA,1,"JUN",1
"310",284656,"EPHA10",908,"MedConf","Novel",NA,2,"EFNA2, EPHA6",0,NA,0,NA,0,NA,0
"311",285220,"EPHA6",645,"MedConf","Novel",NA,2,"EPHA10, EFNA2",0,NA,0,NA,0,NA,0
"312",29924,"EPN1",534,"MedConf","Novel",NA,29,"TACR1, CHRM2, SNX9, ACTR2, RPS27A, UBB, CLTC, SYT1, RAB5A, EGFR, SCARB2, PIK3C2A, FGFR3, ITSN2, UBC, PDGFRA, CSF1R, CLTA, ADRB2, RET, LDLR, SNX18, AAK1, CFTR, DNM1, TF, WNT5A, AGFG1, APOB",0,NA,0,NA,0,NA,0
"313",2056,"EPO",318,"MedConf","Novel","PI3K-Akt signaling pathway, Cytokine-cytokine receptor interaction, Hematopoietic cell lineage",15,"JUN, RAP1A, ARNT, IL21R, GH2, PRL, THPO, IL3RA, IL12RB2, IL27RA, CNTFR, CREB1, COPS5, STAT1, EPAS1",0,NA,0,NA,2,"STAT1, JUN",2
"314",2059,"EPS8",824,"MedConf","Novel",NA,4,"CDC42, ABI1, RAB5A, EGFR",0,NA,0,NA,0,NA,0
"315",23085,"ERC1",365,"HighConf","NF-kappa B signaling pathway","NF-kappa B signaling pathway",14,"PHKB, ATG13, CDK14, PYDC1, ADPRHL2, CCNL2, CCND2, CCND3, IKBKB, MAP3K3, MAP3K7, RELA, CDK12, KBTBD7",0,NA,0,NA,3,"RELA, MAP3K7, IKBKB",3
"316",54845,"ESRP1",952,"MedConf","Novel",NA,4,"HNRNPM, HNRNPH1, POLR2J, POLR2F",0,NA,0,NA,0,NA,0
"317",23265,"EXOC7",397,"MedConf","Novel",NA,3,"RAB14, ASAP1, CDC42",0,NA,0,NA,0,NA,0
"318",54512,"EXOSC4",36,"MedConf","Novel",NA,28,"RPS2, PSMA1, RPL23A, PSMA4, RPL19, RPL27, RPL4, RPLP2, RPL3, RPL24, RPL31, RPL26L1, RPL3L, RPL32, DIEXF, RRP9, NOC4L, RPL37, UTP18, CXCL8, BMS1, RPL36AL, NOP14, PARN, PSMA3, EXOSC5, PSMA6, PSMA5",5,"PSMA6, PSMA5, PSMA4, PSMA3, PSMA1",0,NA,1,"CXCL8",6
"319",56915,"EXOSC5",14,"MedConf","Novel",NA,30,"PSMA2, PSMA6, PSMA5, EXOSC4, RPS2, PSMA1, RPL23A, PSMA4, RPL19, RPL27, RPL4, RPLP2, RPL3, RPL24, RPL31, RPL26L1, RPL3L, RPL32, DIEXF, RRP9, LRP1, NOC4L, RPL37, UTP18, CXCL8, BMS1, RPL36AL, NOP14, PARN, PSMA3",6,"PSMA6, PSMA5, PSMA4, PSMA3, PSMA2, PSMA1",0,NA,1,"CXCL8",7
"320",2132,"EXT2",539,"HighConf","Novel",NA,2,"GPC2, AGRN",0,NA,0,NA,0,NA,0
"321",2145,"EZH1",393,"MedConf","Novel",NA,4,"SUZ12, SCML2, HDAC2, PHC2",0,NA,0,NA,0,NA,0
"322",139231,"FAM199X",858,"MedConf","Novel",NA,2,"WDR5, PDPK1",0,NA,0,NA,0,NA,0
"323",2243,"FGA",306,"MedConf","Novel",NA,27,"MIS12, ITGAM, RAP1A, LGALS3BP, SYK, ITGA5, ITGAV, TGFB2, BRAF, KRAS, ECM1, PF4, ITIH4, SERPING1, CLEC3B, SERPINA4, TOR4A, SERPINA3, TLR4, SERPIND1, IGF2, LY96, ALDOA, PEBP1, ITGB1, A2M, VCL",0,NA,1,"SYK",2,"TLR4, LY96",3
"324",2255,"FGF10",555,"MedConf","Novel","PI3K-Akt signaling pathway, Regulation of actin cytoskeleton, MAPK signaling pathway, Rap1 signaling pathway, Ras signaling pathway",14,"KRAS, FLT4, FGFBP2, FGFBP3, RPS27A, UBB, NGFR, EGFR, FGFR3, PDGFRB, UBC, PDGFRA, CSF1R, FGF9",0,NA,0,NA,0,NA,0
"325",2257,"FGF12",658,"MedConf","Novel","PI3K-Akt signaling pathway, Regulation of actin cytoskeleton, MAPK signaling pathway, Rap1 signaling pathway, Ras signaling pathway",7,"FLT4, NGFR, EGFR, FGFR3, PDGFRB, PDGFRA, CSF1R",0,NA,0,NA,0,NA,0
"326",2253,"FGF8",659,"MedConf","Novel","PI3K-Akt signaling pathway, Regulation of actin cytoskeleton, MAPK signaling pathway, Rap1 signaling pathway, Ras signaling pathway",8,"FLT4, NGFR, EGFR, FGFR3, PDGFRB, PDGFRA, CSF1R, FLG",0,NA,0,NA,0,NA,0
"327",2254,"FGF9",516,"MedConf","Novel","PI3K-Akt signaling pathway, Regulation of actin cytoskeleton, MAPK signaling pathway, Rap1 signaling pathway, Ras signaling pathway",13,"FGF10, KRAS, FLT4, KLB, RPS27A, UBB, NGFR, EGFR, FGFR3, PDGFRB, UBC, PDGFRA, CSF1R",0,NA,0,NA,0,NA,0
"328",83888,"FGFBP2",934,"MedConf","Novel",NA,1,"FGF10",0,NA,0,NA,0,NA,0
"329",143282,"FGFBP3",935,"HighConf","Novel",NA,1,"FGF10",0,NA,0,NA,0,NA,0
"330",2261,"FGFR3",347,"HighConf","Novel","PI3K-Akt signaling pathway, Regulation of actin cytoskeleton, MAPK signaling pathway, Rap1 signaling pathway, Ras signaling pathway",11,"SH3GLB1, EFNA2, FGF9, EPN1, FGF10, KRAS, FGF12, FGF8, SH3GLB2, SHC2, PIK3R3",0,NA,0,NA,1,"PIK3R3",1
"331",2274,"FHL2",390,"HighConf","Novel","Osteoclast differentiation",2,"NCOA6, TAF1",0,NA,0,NA,0,NA,0
"332",2312,"FLG",501,"MedConf","Novel",NA,2,"FGF8, USP1",0,NA,0,NA,0,NA,0
"333",2324,"FLT4",664,"MedConf","Novel","PI3K-Akt signaling pathway, Cytokine-cytokine receptor interaction, Rap1 signaling pathway, Focal adhesion, Ras signaling pathway",13,"ITGA1, SHC2, NRP2, PIK3R3, PXN, ITGB1, ITGA5, EFNA2, FGF9, FGF10, COL1A2, FGF12, FGF8",0,NA,0,NA,1,"PIK3R3",1
"334",114793,"FMNL2",976,"MedConf","Novel",NA,2,"CDC42, PFN1",0,NA,0,NA,0,NA,0
"335",8928,"FOXH1",989,"MedConf","Novel",NA,1,"SMAD4",0,NA,0,NA,0,NA,0
"336",2359,"FPR3",589,"MedConf","Novel","Neuroactive ligand-receptor interaction",31,"NPBWR2, NMS, HCAR2, OPRM1, RLN3, TAS2R50, S1PR2, GNG3, GNG10, C5, GNAI3, AGT, DRD2, CXCL8, CXCR5, CHRM2, CCR8, CXCR3, CXCR4, BDKRB1, TAS2R7, NPY, SSTR4, NMUR2, MTNR1B, CXCL13, PF4, PNOC, CXCL11, HTR1A, PTGDR2",0,NA,0,NA,2,"CXCL8, CXCL11",2
"337",53822,"FXYD7",1048,"HighConf","Novel",NA,3,"ATP1B3, ATP1A3, ATP1B2",0,NA,0,NA,0,NA,0
"338",84248,"FYTTD1",330,"MedConf","Novel",NA,20,"CHTOP, PCF11, NXT1, POLDIP3, LUZP4, RANBP2, THOC1, DDX39A, THOC7, PAPOLA, RAE1, NUP43, SRSF1, NXF1, SRRM1, SRSF2, SRSF3, THOC2, NUP155, NUP188",0,NA,0,NA,0,NA,0
"339",9908,"G3BP2",233,"MedConf","Novel",NA,4,"PABPC4, YARS, PRPF8, RPL3L",0,NA,0,NA,0,NA,0
"340",2538,"G6PC",975,"MedConf","Novel","PI3K-Akt signaling pathway",6,"CREB1, ALDOA, HK2, DERA, CEBPD, TKTL2",0,NA,0,NA,0,NA,0
"341",9846,"GAB2",748,"MedConf","Novel","Osteoclast differentiation, Ras signaling pathway, Fc epsilon RI signaling pathway, Sphingolipid signaling pathway",15,"CD28, LAT2, CCND3, PIK3R3, A2M, EGFR, RAP1A, PDGFRB, PDGFRA, SYK, RET, PDPK1, CSF2, IL3, IL3RA",0,NA,1,"SYK",1,"PIK3R3",2
"342",11345,"GABARAPL2",545,"MedConf","Novel","NOD-like receptor signaling pathway",8,"GABRA6, GABRB2, GABRB3, GABRA5, GABRA2, GABRE, WIPI2, CHMP2A",0,NA,0,NA,0,NA,0
"343",2555,"GABRA2",551,"MedConf","Novel","Neuroactive ligand-receptor interaction",10,"GABRE, CLCN2, CFTR, DNM1, GABARAPL2, TTYH3, GABRA6, GABRB2, GABRB3, GABRA5",0,NA,0,NA,0,NA,0
"344",2558,"GABRA5",550,"MedConf","Novel","Neuroactive ligand-receptor interaction",10,"GABRA2, GABRE, CLCN2, CFTR, DNM1, GABARAPL2, TTYH3, GABRA6, GABRB2, GABRB3",0,NA,0,NA,0,NA,0
"345",2559,"GABRA6",547,"MedConf","Novel","Neuroactive ligand-receptor interaction",10,"GABRB2, GABRB3, GABRA5, GABRA2, GABRE, CLCN2, CFTR, DNM1, GABARAPL2, TTYH3",0,NA,0,NA,0,NA,0
"346",2561,"GABRB2",548,"HighConf","Novel","Neuroactive ligand-receptor interaction, Serotonergic synapse",9,"GABRB3, GABRA5, GABRA2, GABRE, CLCN2, CFTR, GABARAPL2, TTYH3, GABRA6",0,NA,0,NA,0,NA,0
"347",2562,"GABRB3",549,"MedConf","Novel","Neuroactive ligand-receptor interaction, Serotonergic synapse",9,"GABRA5, GABRA2, GABRE, CLCN2, CFTR, GABARAPL2, TTYH3, GABRA6, GABRB2",0,NA,0,NA,0,NA,0
"348",2564,"GABRE",882,"MedConf","Novel","Neuroactive ligand-receptor interaction",9,"CLCN2, CFTR, GABARAPL2, TTYH3, GABRA6, GABRB2, GABRB3, GABRA5, GABRA2",0,NA,0,NA,0,NA,0
"349",2597,"GAPDH",202,"MedConf","Novel",NA,8,"SYNCRIP, CFL1, MAX, DERA, TKTL2, PSMD3, ALDOA, AKR1A1",1,"PSMD3",0,NA,0,NA,1
"350",2625,"GATA3",983,"MedConf","Novel",NA,4,"STAT1, SMAD4, RBPJ, ZFPM1",0,NA,0,NA,1,"STAT1",1
"351",2634,"GBP2",746,"HighConf","Novel","NOD-like receptor signaling pathway",13,"IRF9, TRIM10, TRIM48, OASL, ISG15, NCAM1, ICAM1, HLA-DQA2, MT2A, EGR1, TRIM45, TRIM35, IRF6",0,NA,1,"ICAM1",0,NA,1
"352",2646,"GCKR",924,"MedConf","Novel",NA,5,"RANBP2, RAE1, NUP43, NUP155, NUP188",0,NA,0,NA,0,NA,0
"353",9615,"GDA",165,"MedConf","Novel",NA,2,"ABAT, HPRT1",0,NA,0,NA,0,NA,0
"354",2689,"GH2",515,"MedConf","Novel","PI3K-Akt signaling pathway, Cytokine-cytokine receptor interaction, Neuroactive ligand-receptor interaction",10,"PRL, THPO, IL3RA, IL12RB2, IL27RA, CNTFR, PTPN6, EPO, IL21R, SOCS2",0,NA,0,NA,0,NA,0
"355",2691,"GHRH",599,"HighConf","Novel",NA,18,"PTGER2, GPR15, HTR6, PTGIR, DRD5, P2RY11, VIPR1, MC2R, CALCR, RLN2, GPBAR1, HRH2, GNG3, GNG10, ADRB2, INSL3, SCT, RLN3",0,NA,0,NA,0,NA,0
"356",51738,"GHRL",991,"HighConf","Novel","cAMP signaling pathway",5,"DRD2, ADRB2, CHRM2, HTR1A, HCAR2",0,NA,0,NA,0,NA,0
"357",28964,"GIT1",863,"MedConf","Novel","Regulation of actin cytoskeleton",3,"PXN, CDC42, ARHGEF6",0,NA,0,NA,0,NA,0
"358",51053,"GMNN",335,"MedConf","Novel",NA,27,"MCM8, PSMF1, UBC, PSMC4, PSMA3, PSMD7, PSMC1, PSMA6, PSMD11, PSMB1, PSMD3, PSMA5, PSMB4, PSMC2, PSMD6, PSMD1, PSMD2, PSMC5, PSMD12, PSMB5, PSMA7, PSMB2, PSMB9, PSMA1, PSMA4, RPS27A, UBB",23,"PSMF1, PSMD7, PSMD6, PSMD3, PSMD2, PSMD12, PSMD11, PSMD1, PSMC5, PSMC4, PSMC2, PSMC1, PSMB9, PSMB5, PSMB4, PSMB2, PSMB1, PSMA7, PSMA6, PSMA5, PSMA4, PSMA3, PSMA1",0,NA,0,NA,23
"359",2767,"GNA11",172,"MedConf","Novel","Insulin secretion, Long-term depression, GnRH signaling pathway",34,"ADRBK1, GNG3, GNG10, GNAI3, AGT, PLA2G4A, PLA2G4D, GNAO1, KALRN, TACR1, CHRM2, EDN1, BDKRB1, NMUR2, NMS, P2RY11, MLNR, S1PR2, GNRH2, GNA15, PROK1, AVPR1A, TACR3, TRH, LTB4R, GPR4, UTS2B, KISS1, TRPC6, PLA2G6, JMJD7-PLA2G4B, XCL2, PAPOLA, PIK3R3",0,NA,0,NA,1,"PIK3R3",1
"360",2769,"GNA15",622,"MedConf","Novel","Relaxin signaling pathway",33,"PROK1, AVPR1A, TACR3, TRH, LTB4R, GPR4, UTS2B, KISS1, TRPC6, GNAT2, XCL2, PIK3R3, GNA11, ADRBK1, GNG3, GNG10, GNAI3, AGT, CXCL8, MAP2K6, PLA2G4A, GNAO1, KALRN, TACR1, CHRM2, EDN1, BDKRB1, NMUR2, NMS, P2RY11, MLNR, S1PR2, GNRH2",0,NA,0,NA,3,"PIK3R3, MAP2K6, CXCL8",3
"361",2773,"GNAI3",421,"MedConf","Novel","Leukocyte transendothelial migration, Rap1 signaling pathway, Chemokine signaling pathway, cAMP signaling pathway, Relaxin signaling pathway, Renin secretion, Serotonergic synapse, Long-term depression, Sphingolipid signaling pathway",50,"AGT, DRD2, CXCL8, ADRB2, PLA2G4A, PLA2G4D, GNAO1, CXCR5, CHRM2, CCR8, EDN1, CXCR3, CXCR4, BDKRB1, TAS2R7, NPY, SSTR4, NMUR2, CX3CR1, MTNR1B, CXCL13, PF4, PNOC, CXCL11, HTR1A, PTGDR2, FPR3, NPBWR2, NMS, HCAR2, OPRM1, RLN3, TAS2R50, S1PR2, GNA15, JMJD7-PLA2G4B, GNAT2, RGS20, RGS9, PSMD3, CACNA1C, PIK3R3, PXN, MAPK13, GNA11, CDC42, GNG3, EGFR, GNG10, C5",1,"PSMD3",0,NA,4,"PIK3R3, MAPK13, CXCL8, CXCL11",5
"362",2775,"GNAO1",526,"MedConf","Novel","Rap1 signaling pathway, Relaxin signaling pathway, Serotonergic synapse, Long-term depression",25,"CHRM2, EDN1, CXCR3, CXCR4, PF4, HTR1A, OPRM1, PDE6A, S1PR2, GNA15, JMJD7-PLA2G4B, GNAT2, CACNA1C, PIK3R3, PXN, MAPK13, GNA11, CDC42, GNG3, GNG10, GNAI3, DRD2, PLA2G4A, PLA2G4D, WNT5A",0,NA,0,NA,2,"PIK3R3, MAPK13",2
"363",2780,"GNAT2",749,"HighConf","Novel",NA,11,"RRH, RGS9, GNG3, GNG10, PDE6H, GNAI3, WNT5A, GNAO1, OPRM1, PDE6A, GNA15",0,NA,0,NA,0,NA,0
"364",10399,"GNB2L1",337,"MedConf","Novel",NA,14,"TNFRSF1A, SMPD2, PRKD1, PRPF31, RPS2, HSP90B1, RIPK1, IKBKB, RPL19, RPL4, HNRNPH1, IK, STAT1, HSD17B4",0,NA,1,"TNFRSF1A",3,"STAT1, RIPK1, IKBKB",4
"365",2790,"GNG10",331,"MedConf","Novel","PI3K-Akt signaling pathway, Chemokine signaling pathway, Ras signaling pathway, Relaxin signaling pathway, Serotonergic synapse",75,"C5, GNAI3, AGT, DRD2, CXCL8, ADRB2, PDPK1, INSL3, WNT5A, GNAO1, KALRN, CXCR5, TACR1, CHRM2, CCR8, EDN1, CXCR3, CXCR4, BDKRB1, TAS2R7, NPY, SSTR4, NMUR2, MTNR1B, CXCL13, PF4, PNOC, CXCL11, HTR1A, PTGDR2, FPR3, NPBWR2, NMS, HCAR2, SCT, OPRM1, RLN3, TAS2R50, GHRH, PTGER2, GPR15, HTR6, PTGIR, DRD5, P2RY11, VIPR1, MC2R, CALCR, RLN2, PDE6A, MLNR, S1PR2, GNRH2, GNA15, PROK1, AVPR1A, TACR3, TRH, LTB4R, GPR4, UTS2B, KISS1, GNAT2, GPBAR1, XCL2, RRH, CACNA1C, PIK3R3, MAPK13, GNA11, CCT2, ADRBK1, HRH2, CACNA2D2, GNG3",0,NA,0,NA,4,"PIK3R3, MAPK13, CXCL8, CXCL11",4
"366",2785,"GNG3",274,"MedConf","Novel","PI3K-Akt signaling pathway, Chemokine signaling pathway, Ras signaling pathway, Relaxin signaling pathway, Serotonergic synapse",75,"GNG10, C5, GNAI3, AGT, DRD2, CXCL8, ADRB2, PDPK1, INSL3, WNT5A, GNAO1, KALRN, CXCR5, TACR1, CHRM2, CCR8, EDN1, CXCR3, CXCR4, BDKRB1, TAS2R7, NPY, SSTR4, NMUR2, MTNR1B, CXCL13, PF4, PNOC, CXCL11, HTR1A, PTGDR2, FPR3, NPBWR2, NMS, HCAR2, SCT, OPRM1, RLN3, TAS2R50, GHRH, PTGER2, GPR15, HTR6, PTGIR, DRD5, P2RY11, VIPR1, MC2R, CALCR, RLN2, PDE6A, MLNR, S1PR2, GNRH2, GNA15, PROK1, AVPR1A, TACR3, TRH, LTB4R, GPR4, UTS2B, KISS1, GNAT2, GPBAR1, XCL2, RRH, CACNA1C, PIK3R3, MAPK13, GNA11, CCT2, ADRBK1, HRH2, CACNA2D2",0,NA,0,NA,4,"PIK3R3, MAPK13, CXCL8, CXCL11",4
"367",2797,"GNRH2",621,"MedConf","Novel","GnRH signaling pathway",24,"GNA15, PROK1, AVPR1A, TACR3, TRH, LTB4R, GPR4, UTS2B, KISS1, XCL2, PIK3R3, GNA11, ADRBK1, GNG3, GNG10, AGT, KALRN, TACR1, EDN1, BDKRB1, NMUR2, NMS, P2RY11, MLNR",0,NA,0,NA,1,"PIK3R3",1
"368",9570,"GOSR2",358,"MedConf","Novel",NA,20,"VTI1A, COG6, TMED3, CLTA, DYNC1I1, NAPB, DYNC2LI1, ANK2, STX1B, BET1L, BET1L, DYNC1H1, STX18, DCTN4, STX17, DYNC1I2, TMED10, DYNLL1, COPB1, ARCN1",0,NA,0,NA,0,NA,0
"369",2811,"GP1BA",467,"MedConf","Novel","Hematopoietic cell lineage",3,"SERPIND1, PIK3R3, ITGAM",0,NA,0,NA,1,"PIK3R3",1
"370",150763,"GPAT2",995,"MedConf","Novel",NA,1,"LPCAT4",0,NA,0,NA,0,NA,0
"371",151306,"GPBAR1",892,"HighConf","Novel",NA,18,"HRH2, GNG3, GNG10, ADRB2, INSL3, SCT, RLN3, GHRH, PTGER2, GPR15, HTR6, PTGIR, DRD5, P2RY11, VIPR1, MC2R, CALCR, RLN2",0,NA,0,NA,0,NA,0
"372",221914,"GPC2",542,"MedConf","Novel",NA,10,"AGRN, BGN, CSPG5, LRP10, HS3ST4, HPSE2, LRP1, APOB, EXT2, B3GAT3",0,NA,0,NA,0,NA,0
"373",27238,"GPKOW",333,"MedConf","Novel",NA,35,"PCF11, PRPF8, PRPF31, HNRNPA2B1, YBX1, CCAR1, PAPOLA, XAB2, HNRNPM, RBM10, PTBP1, SNW1, SF3B2, SF3B1, SRSF1, CDC5L, PLRG1, LSM6, EFTUD2, HNRNPH1, BCAS2, SF3B6, SRRM1, SRSF2, PRPF38A, SRSF3, POLR2J, POLR2F, CD2BP2, SNRPD3, PHF5A, SNRPC, TRA2B, LSM4, PPIH",0,NA,0,NA,0,NA,0
"374",2838,"GPR15",601,"MedConf","Novel",NA,18,"HTR6, PTGIR, DRD5, P2RY11, VIPR1, MC2R, CALCR, RLN2, GPBAR1, HRH2, GNG3, GNG10, ADRB2, INSL3, SCT, RLN3, GHRH, PTGER2",0,NA,0,NA,0,NA,0
"375",2828,"GPR4",628,"MedConf","Novel",NA,24,"UTS2B, KISS1, XCL2, PIK3R3, GNA11, ADRBK1, GNG3, GNG10, AGT, KALRN, TACR1, EDN1, BDKRB1, NMUR2, NMS, P2RY11, MLNR, GNRH2, GNA15, PROK1, AVPR1A, TACR3, TRH, LTB4R",0,NA,0,NA,1,"PIK3R3",1
"376",2875,"GPT",523,"MedConf","Novel",NA,3,"AGXT, IDH3A, CFL1",0,NA,0,NA,0,NA,0
"377",2876,"GPX1",704,"MedConf","Novel","Thyroid hormone synthesis",7,"ALOX15, GSTO1, GSTA1, GSTP1, MGST1, GSTA3, ALOX5",0,NA,0,NA,0,NA,0
"378",2878,"GPX3",703,"MedConf","Novel","Thyroid hormone synthesis",7,"ALOX15, GSTO1, GSTA1, GSTP1, MGST1, GSTA3, ALOX5",0,NA,0,NA,0,NA,0
"379",2879,"GPX4",68,"HighConf","Novel",NA,8,"ALDOA, GSTO1, GSTA1, GSTP1, MGST1, GSTA3, OTUD5, HSPE1",0,NA,0,NA,0,NA,0
"380",2906,"GRIN2D",561,"MedConf","Novel","cAMP signaling pathway, Neuroactive ligand-receptor interaction",5,"GRIN3A, SHISA6, PTK2B, KRAS, GRIN3B",0,NA,0,NA,0,NA,0
"381",116443,"GRIN3A",563,"MedConf","Novel","cAMP signaling pathway, Neuroactive ligand-receptor interaction",4,"SHISA6, PTK2B, GRIN3B, GRIN2D",0,NA,0,NA,0,NA,0
"382",116444,"GRIN3B",557,"MedConf","Novel","cAMP signaling pathway, Neuroactive ligand-receptor interaction",4,"GRIN2D, GRIN3A, SHISA6, PTK2B",0,NA,0,NA,0,NA,0
