"","EntrezID","GeneSymbol","ConfidenceCategory","TRIAGEhit","Pathway","InteractingGenes","NetworkGenePathways"
"2155",12267,"C3ar1","HighConf","Yes",NA,"P2ry13, Lpar1, P2ry12, Cxcl10, Ccr7, S1pr1, Cnr2, Fpr2, S1pr2, P2ry14, Rgs14, Hcar2, Cxcr6, Ccl9, Ccr1, Npy, Cxcl9, Lpar5, Ccr1l1, Gpr18, Ccr5, Adcy7, C3, App, Cxcr4, Gnb1, Rgs19, C5ar1, Anxa1, Cxcr3, Ccl5","Chemokine signaling pathway (13), Cytokine-cytokine receptor interaction (11), Rap1 signaling pathway (4), Toll-like receptor signaling pathway (3), PI3K-Akt signaling pathway (3), Phospholipase D signaling pathway (3), cAMP signaling pathway (3), Regulation of lipolysis in adipocytes (2), Apelin signaling pathway (2), Cholinergic synapse (2), Relaxin signaling pathway (2), Platelet activation (2), Longevity regulating pathway (2), Endocytosis (2), Cytosolic DNA-sensing pathway (2), TNF signaling pathway (2), Sphingolipid signaling pathway (2), Oocyte meiosis (1), Purine metabolism (1), Longevity regulating pathway - multiple species (1), Progesterone-mediated oocyte maturation (1), Oxytocin signaling pathway (1), GnRH signaling pathway (1), Endocrine resistance (1), Adipocytokine signaling pathway (1), NOD-like receptor signaling pathway (1), Axon guidance (1), Dopaminergic synapse (1), Ras signaling pathway (1), FoxO signaling pathway (1), IL-17 signaling pathway (1), RIG-I-like receptor signaling pathway (1)"
"2162",12273,"C5ar1","HighConf","Yes",NA,"Adcy7, Lpar5, Gpr18, Cxcr3, Cxcl9, Ccr1l1, C3ar1, P2ry13, Lpar1, P2ry12, Cxcl10, Ccr7, S1pr1, Cnr2, Fpr2, S1pr2, P2ry14, Rgs14, Hcar2, Cxcr6, Ccl9, C3, Cxcr4, App, Anxa1, Ccr1, Gnb1, Rgs19, Npy, Ccr5, Ccl5","Chemokine signaling pathway (13), Cytokine-cytokine receptor interaction (11), Rap1 signaling pathway (4), cAMP signaling pathway (3), Toll-like receptor signaling pathway (3), PI3K-Akt signaling pathway (3), Phospholipase D signaling pathway (3), Regulation of lipolysis in adipocytes (2), Endocytosis (2), Cytosolic DNA-sensing pathway (2), TNF signaling pathway (2), Apelin signaling pathway (2), Cholinergic synapse (2), Relaxin signaling pathway (2), Sphingolipid signaling pathway (2), Platelet activation (2), Longevity regulating pathway (2), Adipocytokine signaling pathway (1), NOD-like receptor signaling pathway (1), Axon guidance (1), Dopaminergic synapse (1), Ras signaling pathway (1), FoxO signaling pathway (1), IL-17 signaling pathway (1), RIG-I-like receptor signaling pathway (1), Oocyte meiosis (1), Purine metabolism (1), Longevity regulating pathway - multiple species (1), Progesterone-mediated oocyte maturation (1), Oxytocin signaling pathway (1), GnRH signaling pathway (1), Endocrine resistance (1)"
"2175",12283,"Cab39","HighConf","Yes","AMPK signaling pathway, mTOR signaling pathway","Stk11, Stk26, Prkab1, Prkag1, Prkag2, Prkab2, Stradb, Cab39l","Longevity regulating pathway (9), AMPK signaling pathway (7), Tight junction (5), Adipocytokine signaling pathway (5), FoxO signaling pathway (5), Glucagon signaling pathway (4), Apelin signaling pathway (4), Circadian rhythm (4), Longevity regulating pathway - multiple species (4), Insulin signaling pathway (4), Insulin resistance (4), Oxytocin signaling pathway (4), mTOR signaling pathway (3), PI3K-Akt signaling pathway (1), Autophagy - animal (1)"
"2176",69008,"Cab39l","HighConf","Yes","AMPK signaling pathway, mTOR signaling pathway","Cab39, Prkab1, Stk11, Prkab2, Prkag2, Stradb, Prkag1","Longevity regulating pathway (9), AMPK signaling pathway (7), Tight junction (5), Adipocytokine signaling pathway (5), FoxO signaling pathway (5), Glucagon signaling pathway (4), Apelin signaling pathway (4), Circadian rhythm (4), Longevity regulating pathway - multiple species (4), Insulin signaling pathway (4), Insulin resistance (4), Oxytocin signaling pathway (4), mTOR signaling pathway (3), PI3K-Akt signaling pathway (1), Autophagy - animal (1)"
"2184",12286,"Cacna1a","HighConf","Yes","MAPK signaling pathway, Cholinergic synapse, Dopaminergic synapse","Gnb1, Gnb5, Cacnb1, Gng12, Rasgrp2, Cacnb2, Catsper2, Micu2, Rasgrp3, Mcu","Ras signaling pathway (5), MAPK signaling pathway (5), Chemokine signaling pathway (4), Dopaminergic synapse (3), Apelin signaling pathway (3), Cholinergic synapse (3), PI3K-Akt signaling pathway (3), Relaxin signaling pathway (3), Rap1 signaling pathway (2), Oxytocin signaling pathway (2), NOD-like receptor signaling pathway (1), Cellular senescence (1), B cell receptor signaling pathway (1), Platelet activation (1), Regulation of actin cytoskeleton (1)"
"2190",239556,"Cacna1i","MedConf","Yes","MAPK signaling pathway","Rasgrp2, Rasgrp3","Rap1 signaling pathway (2), Ras signaling pathway (2), MAPK signaling pathway (2), B cell receptor signaling pathway (1), Platelet activation (1), Chemokine signaling pathway (1)"
"2192",319734,"Cacna2d4","HighConf","Yes","MAPK signaling pathway, Oxytocin signaling pathway","Rasgrp3, Ppp2r5d, Camk2d, Prkaca, Prkx, Ppp2r1a, Rasgrp2, Ppp1cc, Ppp2ca, Ppp2r5a, Camk2g","Dopaminergic synapse (8), Oocyte meiosis (8), cAMP signaling pathway (4), Oxytocin signaling pathway (4), PI3K-Akt signaling pathway (4), Sphingolipid signaling pathway (4), AMPK signaling pathway (4), Glucagon signaling pathway (3), Wnt signaling pathway (3), Cholinergic synapse (3), GnRH signaling pathway (3), Platelet activation (3), Ras signaling pathway (3), MAPK signaling pathway (3), Tight junction (3), Axon guidance (2), HIF-1 signaling pathway (2), ErbB signaling pathway (2), Neurotrophin signaling pathway (2), Necroptosis (2), Rap1 signaling pathway (2), Chemokine signaling pathway (2), Insulin signaling pathway (2), Longevity regulating pathway (2), Autophagy - animal (2), Focal adhesion (1), Regulation of actin cytoskeleton (1), Insulin resistance (1), Cellular senescence (1), Hedgehog signaling pathway (1), Regulation of lipolysis in adipocytes (1), Vasopressin-regulated water reabsorption (1), Apelin signaling pathway (1), Relaxin signaling pathway (1), Longevity regulating pathway - multiple species (1), Progesterone-mediated oocyte maturation (1), Endocrine resistance (1), Thyroid hormone signaling pathway (1), Autophagy - other (1), B cell receptor signaling pathway (1)"
"2193",12295,"Cacnb1","HighConf","Yes","MAPK signaling pathway, Oxytocin signaling pathway","Prkx, Camk2g, Rasgrp2, Camk2d, Cacnb2, Catsper2, Micu2, Rasgrp3, Mcu, Prkaca, Ppp2r1a, Cacna1a, Ppp2r5d, Ppp2r5a, Ppp1cc, Ppp2ca","Dopaminergic synapse (9), Oocyte meiosis (8), Oxytocin signaling pathway (5), MAPK signaling pathway (5), cAMP signaling pathway (4), PI3K-Akt signaling pathway (4), Sphingolipid signaling pathway (4), AMPK signaling pathway (4), Cholinergic synapse (4), Platelet activation (3), Tight junction (3), Glucagon signaling pathway (3), Wnt signaling pathway (3), GnRH signaling pathway (3), Ras signaling pathway (3), Insulin signaling pathway (2), Cellular senescence (2), Longevity regulating pathway (2), Autophagy - animal (2), Chemokine signaling pathway (2), Rap1 signaling pathway (2), Axon guidance (2), HIF-1 signaling pathway (2), ErbB signaling pathway (2), Neurotrophin signaling pathway (2), Necroptosis (2), Focal adhesion (1), Regulation of actin cytoskeleton (1), Insulin resistance (1), Hedgehog signaling pathway (1), Regulation of lipolysis in adipocytes (1), Vasopressin-regulated water reabsorption (1), Apelin signaling pathway (1), Relaxin signaling pathway (1), Longevity regulating pathway - multiple species (1), Progesterone-mediated oocyte maturation (1), Endocrine resistance (1), Thyroid hormone signaling pathway (1), Autophagy - other (1), NOD-like receptor signaling pathway (1), B cell receptor signaling pathway (1)"
"2194",12296,"Cacnb2","HighConf","Yes","MAPK signaling pathway, Oxytocin signaling pathway","Catsper2, Micu2, Rasgrp3, Mcu, Ppp2r5d, Prkaca, Cacna1a, Ppp2ca, Cacnb1, Rasgrp2, Ppp2r5a, Camk2g, Ppp1cc, Camk2d, Prkx, Ppp2r1a","Dopaminergic synapse (9), Oocyte meiosis (8), Oxytocin signaling pathway (5), MAPK signaling pathway (5), Cholinergic synapse (4), cAMP signaling pathway (4), PI3K-Akt signaling pathway (4), Sphingolipid signaling pathway (4), AMPK signaling pathway (4), Glucagon signaling pathway (3), Wnt signaling pathway (3), GnRH signaling pathway (3), Platelet activation (3), Ras signaling pathway (3), Tight junction (3), Axon guidance (2), HIF-1 signaling pathway (2), ErbB signaling pathway (2), Neurotrophin signaling pathway (2), Necroptosis (2), Rap1 signaling pathway (2), Chemokine signaling pathway (2), Insulin signaling pathway (2), Cellular senescence (2), Longevity regulating pathway (2), Autophagy - animal (2), Focal adhesion (1), Regulation of actin cytoskeleton (1), Insulin resistance (1), Hedgehog signaling pathway (1), Regulation of lipolysis in adipocytes (1), Vasopressin-regulated water reabsorption (1), Apelin signaling pathway (1), Relaxin signaling pathway (1), Longevity regulating pathway - multiple species (1), Progesterone-mediated oocyte maturation (1), Endocrine resistance (1), Thyroid hormone signaling pathway (1), Autophagy - other (1), NOD-like receptor signaling pathway (1), B cell receptor signaling pathway (1)"
"2201",12301,"Cacybp","HighConf","Yes","Wnt signaling pathway","Apc","Wnt signaling pathway (1), Signaling pathways regulating pluripotency of stem cells (1), Regulation of actin cytoskeleton (1)"
"2230",108058,"Camk2d","HighConf","Yes","Necroptosis, Neurotrophin signaling pathway, ErbB signaling pathway, GnRH signaling pathway, Oxytocin signaling pathway, HIF-1 signaling pathway, cAMP signaling pathway, Oocyte meiosis, Cholinergic synapse, Wnt signaling pathway, Axon guidance, Glucagon signaling pathway, Dopaminergic synapse","Flnb, Cacna2d4, Cacnb2, Creb5, Creb3l2, Creb3, Stat1, Rras, Camk2g, Plcb3, Ppp1cc, Raf1, Cacnb1, Pik3c3, Dlg4, Scn1b, Plcg1","cAMP signaling pathway (7), Oxytocin signaling pathway (7), Dopaminergic synapse (6), MAPK signaling pathway (6), Glucagon signaling pathway (5), Cholinergic synapse (5), Relaxin signaling pathway (5), Axon guidance (4), Apelin signaling pathway (4), Rap1 signaling pathway (4), Phospholipase D signaling pathway (4), Thyroid hormone signaling pathway (4), Insulin resistance (4), PI3K-Akt signaling pathway (4), GnRH signaling pathway (3), ErbB signaling pathway (3), Neurotrophin signaling pathway (3), AGE-RAGE signaling pathway in diabetic complications (3), Inositol phosphate metabolism (3), Phosphatidylinositol signaling system (3), Chemokine signaling pathway (3), Autophagy - animal (3), Regulation of actin cytoskeleton (3), Ras signaling pathway (3), Cellular senescence (3), Focal adhesion (3), Vasopressin-regulated water reabsorption (3), Longevity regulating pathway (3), TNF signaling pathway (3), AMPK signaling pathway (3), Wnt signaling pathway (2), Oocyte meiosis (2), HIF-1 signaling pathway (2), Necroptosis (2), Platelet activation (2), Sphingolipid signaling pathway (2), NOD-like receptor signaling pathway (2), Insulin signaling pathway (2), Th1 and Th2 cell differentiation (2), Th17 cell differentiation (2), Jak-STAT signaling pathway (2), Prolactin signaling pathway (2), EGFR tyrosine kinase inhibitor resistance (2), VEGF signaling pathway (2), Fc gamma R-mediated phagocytosis (2), Natural killer cell mediated cytotoxicity (2), Fc epsilon RI signaling pathway (2), T cell receptor signaling pathway (2), Autophagy - other (1), Mitophagy - animal (1), Toll-like receptor signaling pathway (1), Osteoclast differentiation (1), NF-kappa B signaling pathway (1), Signaling pathways regulating pluripotency of stem cells (1), Progesterone-mediated oocyte maturation (1), mTOR signaling pathway (1), Endocrine resistance (1), B cell receptor signaling pathway (1), Apoptosis (1), FoxO signaling pathway (1)"
"2231",12325,"Camk2g","HighConf","Yes","Necroptosis, Neurotrophin signaling pathway, ErbB signaling pathway, GnRH signaling pathway, Oxytocin signaling pathway, HIF-1 signaling pathway, cAMP signaling pathway, Oocyte meiosis, Cholinergic synapse, Wnt signaling pathway, Axon guidance, Glucagon signaling pathway, Dopaminergic synapse","Camk2d, Flnb, Cacna2d4, Cacnb2, Creb5, Creb3l2, Creb3, Cacnb1, Raf1, Ppp1cc, Scn1b, Rras, Stat1, Plcg1, Pik3c3, Plcb3, Dlg4","Oxytocin signaling pathway (7), cAMP signaling pathway (7), Dopaminergic synapse (6), MAPK signaling pathway (6), Glucagon signaling pathway (5), Cholinergic synapse (5), Relaxin signaling pathway (5), Apelin signaling pathway (4), Rap1 signaling pathway (4), Phospholipase D signaling pathway (4), Thyroid hormone signaling pathway (4), Axon guidance (4), Insulin resistance (4), PI3K-Akt signaling pathway (4), GnRH signaling pathway (3), AGE-RAGE signaling pathway in diabetic complications (3), Inositol phosphate metabolism (3), Phosphatidylinositol signaling system (3), Chemokine signaling pathway (3), Autophagy - animal (3), Regulation of actin cytoskeleton (3), Ras signaling pathway (3), Cellular senescence (3), Focal adhesion (3), ErbB signaling pathway (3), Neurotrophin signaling pathway (3), Vasopressin-regulated water reabsorption (3), Longevity regulating pathway (3), TNF signaling pathway (3), AMPK signaling pathway (3), Wnt signaling pathway (2), Platelet activation (2), Sphingolipid signaling pathway (2), NOD-like receptor signaling pathway (2), Oocyte meiosis (2), Insulin signaling pathway (2), Th1 and Th2 cell differentiation (2), Th17 cell differentiation (2), Jak-STAT signaling pathway (2), Necroptosis (2), Prolactin signaling pathway (2), EGFR tyrosine kinase inhibitor resistance (2), HIF-1 signaling pathway (2), VEGF signaling pathway (2), Fc gamma R-mediated phagocytosis (2), Natural killer cell mediated cytotoxicity (2), Fc epsilon RI signaling pathway (2), T cell receptor signaling pathway (2), Autophagy - other (1), Mitophagy - animal (1), Toll-like receptor signaling pathway (1), Osteoclast differentiation (1), NF-kappa B signaling pathway (1), Signaling pathways regulating pluripotency of stem cells (1), Progesterone-mediated oocyte maturation (1), mTOR signaling pathway (1), Endocrine resistance (1), B cell receptor signaling pathway (1), Apoptosis (1), FoxO signaling pathway (1)"
"2236",207565,"Camkk2","HighConf","Yes","Autophagy - animal, AMPK signaling pathway, Longevity regulating pathway, Adipocytokine signaling pathway, Oxytocin signaling pathway","Prkab2, Prkab1, Prkag2, Prkag1","Longevity regulating pathway (8), Glucagon signaling pathway (4), Apelin signaling pathway (4), Circadian rhythm (4), Longevity regulating pathway - multiple species (4), Insulin signaling pathway (4), Tight junction (4), Insulin resistance (4), Oxytocin signaling pathway (4), Adipocytokine signaling pathway (4), FoxO signaling pathway (4), AMPK signaling pathway (4)"
"2249",12331,"Cap1","MedConf","Yes",NA,"Abl1","Axon guidance (1), Ras signaling pathway (1), ErbB signaling pathway (1), Cell cycle (1), Neurotrophin signaling pathway (1)"
"2256",12334,"Capn2","MedConf","Yes","Cellular senescence, Necroptosis, Apoptosis, Focal adhesion","Bak1, Cast","Apoptosis (2), Apoptosis - multiple species (1), Platinum drug resistance (1)"
"2266",12340,"Capza1","HighConf","Yes","Endocytosis","Fam21, A230046K03Rik, Ccdc53, App, Capza2","Endocytosis (4)"
"2267",12343,"Capza2","HighConf","Yes","Endocytosis","Capza1, App","Endocytosis (1)"
"2285",332579,"Card9","HighConf","Yes","NOD-like receptor signaling pathway",NA,NA
"2301",12362,"Casp1","HighConf","Yes","NOD-like receptor signaling pathway, Necroptosis, Cytosolic DNA-sensing pathway","Pycard, Il18, Naip5, Naip6, Casp4, Nfkb1, Nlrc4, Rela, Aim2, Nfkb2","NOD-like receptor signaling pathway (9), Cytosolic DNA-sensing pathway (5), NF-kappa B signaling pathway (3), MAPK signaling pathway (3), Osteoclast differentiation (3), cAMP signaling pathway (2), PI3K-Akt signaling pathway (2), Th1 and Th2 cell differentiation (2), HIF-1 signaling pathway (2), Relaxin signaling pathway (2), Th17 cell differentiation (2), IL-17 signaling pathway (2), Insulin resistance (2), AGE-RAGE signaling pathway in diabetic complications (2), Ras signaling pathway (2), Adipocytokine signaling pathway (2), Sphingolipid signaling pathway (2), B cell receptor signaling pathway (2), Longevity regulating pathway (2), TNF signaling pathway (2), Apoptosis (2), T cell receptor signaling pathway (2), Neurotrophin signaling pathway (2), Toll-like receptor signaling pathway (2), Prolactin signaling pathway (2), Cellular senescence (2), Chemokine signaling pathway (2), RIG-I-like receptor signaling pathway (2), Mitophagy - animal (1), Cytokine-cytokine receptor interaction (1), Necroptosis (1)"
"2303",12366,"Casp2","HighConf","Yes","Apoptosis","Ywhae, Casp3","Apoptosis (2), p53 signaling pathway (1), IL-17 signaling pathway (1), Natural killer cell mediated cytotoxicity (1), AGE-RAGE signaling pathway in diabetic complications (1), Apoptosis - multiple species (1), Platinum drug resistance (1), TNF signaling pathway (1), MAPK signaling pathway (1), Oocyte meiosis (1), PI3K-Akt signaling pathway (1), Cell cycle (1), Neurotrophin signaling pathway (1)"
"2304",12367,"Casp3","HighConf","Yes","MAPK signaling pathway, Apoptosis, TNF signaling pathway, Platinum drug resistance, Apoptosis - multiple species, AGE-RAGE signaling pathway in diabetic complications, Natural killer cell mediated cytotoxicity, IL-17 signaling pathway, p53 signaling pathway","Casp9, Rock1, Birc3, Birc2, Lats2, Sav1, Parp1, Tnfrsf1a, Apaf1, Dbnl, Mob1a, Casp2, Mob1b, Dffa, Stk26, Apc, Casp8, Cdkn1a, Map3k1, Kpnb1, Ywhae, Mdm2, Stk3","Apoptosis (15), Platinum drug resistance (7), Apoptosis - multiple species (6), p53 signaling pathway (5), Necroptosis (5), Ubiquitin mediated proteolysis (4), PI3K-Akt signaling pathway (4), TNF signaling pathway (4), NF-kappa B signaling pathway (4), MAPK signaling pathway (3), Cell cycle (3), NOD-like receptor signaling pathway (3), Focal adhesion (3), Regulation of actin cytoskeleton (2), Tight junction (2), Neurotrophin signaling pathway (2), RIG-I-like receptor signaling pathway (2), Endocrine resistance (2), Thyroid hormone signaling pathway (2), FoxO signaling pathway (2), Cellular senescence (2), Oxytocin signaling pathway (2), Sphingolipid signaling pathway (2), Wnt signaling pathway (1), Signaling pathways regulating pluripotency of stem cells (1), GnRH signaling pathway (1), Endocytosis (1), IL-17 signaling pathway (1), Toll-like receptor signaling pathway (1), Oocyte meiosis (1), HIF-1 signaling pathway (1), Jak-STAT signaling pathway (1), ErbB signaling pathway (1), Cytokine-cytokine receptor interaction (1), mTOR signaling pathway (1), Insulin resistance (1), Adipocytokine signaling pathway (1), Osteoclast differentiation (1), Axon guidance (1), cAMP signaling pathway (1), Platelet activation (1), Chemokine signaling pathway (1), VEGF signaling pathway (1)"
"2305",12363,"Casp4","HighConf","Yes","NOD-like receptor signaling pathway","Casp1","Cytosolic DNA-sensing pathway (1), Necroptosis (1), NOD-like receptor signaling pathway (1)"
"2307",12369,"Casp7","HighConf","Yes","Apoptosis, TNF signaling pathway, Apoptosis - multiple species","Clspn, Dffa, Casp9, Apaf1, Birc2, Birc3, Parp1, Casp8, Ptk2","Apoptosis (12), Apoptosis - multiple species (5), Platinum drug resistance (5), Necroptosis (4), p53 signaling pathway (3), NF-kappa B signaling pathway (3), Focal adhesion (3), TNF signaling pathway (3), NOD-like receptor signaling pathway (3), Ubiquitin mediated proteolysis (2), PI3K-Akt signaling pathway (2), VEGF signaling pathway (2), Thyroid hormone signaling pathway (1), Axon guidance (1), Regulation of actin cytoskeleton (1), Endocrine resistance (1), ErbB signaling pathway (1), Chemokine signaling pathway (1), IL-17 signaling pathway (1), Toll-like receptor signaling pathway (1), RIG-I-like receptor signaling pathway (1)"
"2308",12370,"Casp8","HighConf","Yes","RIG-I-like receptor signaling pathway, NOD-like receptor signaling pathway, Necroptosis, Toll-like receptor signaling pathway, Apoptosis, TNF signaling pathway, Platinum drug resistance, Apoptosis - multiple species, IL-17 signaling pathway, p53 signaling pathway","Fas, Traf2, Mavs, Casp3, Cflar, Atg5, Tnfrsf10b, Casp7, Tnfsf10, Vim, Nod1, Fadd, Bid","Apoptosis (13), Necroptosis (7), TNF signaling pathway (6), NOD-like receptor signaling pathway (5), Natural killer cell mediated cytotoxicity (5), Apoptosis - multiple species (4), Platinum drug resistance (4), RIG-I-like receptor signaling pathway (4), IL-17 signaling pathway (3), p53 signaling pathway (3), Cytokine-cytokine receptor interaction (3), MAPK signaling pathway (3), Sphingolipid signaling pathway (2), Longevity regulating pathway (2), Autophagy - animal (2), NF-kappa B signaling pathway (2), Toll-like receptor signaling pathway (1), FoxO signaling pathway (1), Longevity regulating pathway - multiple species (1), Autophagy - other (1), Mitophagy - animal (1), AGE-RAGE signaling pathway in diabetic complications (1), Cytosolic DNA-sensing pathway (1), Adipocytokine signaling pathway (1), Osteoclast differentiation (1)"
"2310",12371,"Casp9","HighConf","Yes","Apoptosis, Thyroid hormone signaling pathway, Platinum drug resistance, Apoptosis - multiple species, VEGF signaling pathway, p53 signaling pathway, PI3K-Akt signaling pathway","Birc3, Birc2, Apaf1, Akt3, Pik3cd, Pik3ca, Casp7, Pik3r2, Pik3r5, Akt2, Casp3, Pik3r1, Akt1, Pdpk1","Apoptosis (18), Longevity regulating pathway (14), Platinum drug resistance (12), TNF signaling pathway (11), Focal adhesion (10), PI3K-Akt signaling pathway (9), AGE-RAGE signaling pathway in diabetic complications (8), Insulin signaling pathway (8), mTOR signaling pathway (8), Insulin resistance (8), Fc epsilon RI signaling pathway (8), Sphingolipid signaling pathway (8), Thyroid hormone signaling pathway (8), T cell receptor signaling pathway (8), Neurotrophin signaling pathway (8), FoxO signaling pathway (8), AMPK signaling pathway (8), Autophagy - animal (8), Cholinergic synapse (8), Phospholipase D signaling pathway (8), Platelet activation (8), Regulation of lipolysis in adipocytes (7), EGFR tyrosine kinase inhibitor resistance (7), cAMP signaling pathway (7), Rap1 signaling pathway (7), HIF-1 signaling pathway (7), Relaxin signaling pathway (7), Signaling pathways regulating pluripotency of stem cells (7), Longevity regulating pathway - multiple species (7), VEGF signaling pathway (7), Progesterone-mediated oocyte maturation (7), Fc gamma R-mediated phagocytosis (7), Endocrine resistance (7), Ras signaling pathway (7), Jak-STAT signaling pathway (7), ErbB signaling pathway (7), B cell receptor signaling pathway (7), Toll-like receptor signaling pathway (7), Prolactin signaling pathway (7), Cellular senescence (7), Chemokine signaling pathway (7), Osteoclast differentiation (7), Natural killer cell mediated cytotoxicity (5), Apoptosis - multiple species (5), MAPK signaling pathway (4), Axon guidance (4), Regulation of actin cytoskeleton (4), Phosphatidylinositol signaling system (4), Apelin signaling pathway (4), Dopaminergic synapse (3), Glucagon signaling pathway (3), Adipocytokine signaling pathway (3), p53 signaling pathway (2), Inositol phosphate metabolism (2), NF-kappa B signaling pathway (2), Ubiquitin mediated proteolysis (2), Necroptosis (2), NOD-like receptor signaling pathway (2), IL-17 signaling pathway (1), Oxytocin signaling pathway (1)"
"2313",12380,"Cast","HighConf","Yes",NA,"Capn2","Focal adhesion (1), Apoptosis (1), Necroptosis (1), Cellular senescence (1)"
"2317",212670,"Catsper2","MedConf","Yes",NA,"Micu2, Mcu, Cacnb2, Cacna1a, Cacnb1","MAPK signaling pathway (3), Oxytocin signaling pathway (2), Dopaminergic synapse (1), Cholinergic synapse (1), NOD-like receptor signaling pathway (1), Cellular senescence (1)"
"2327",208650,"Cblb","HighConf","Yes","Endocytosis, T cell receptor signaling pathway, ErbB signaling pathway, Ubiquitin mediated proteolysis, Insulin signaling pathway","Il10ra, Sos1, Sh3kbp1, Met, Vav2, Kdr, Lck, Ifnar2, Tyk2, Il7r, Ifngr1, Pik3cd, Pik3ca, Sh3glb1, Il2ra, Itpr1, Il15ra, Pik3r2, Csf3r, Jak1, Btk, Pik3r5, Itpr2, Il10rb, Crkl, Pik3ap1, Il3ra, Il12rb1, Sh3glb2, Il4ra, Abl1, Plcg1, Insr, Cd79b, Ifnar1, Bcr, Jak2, Il13ra1, Src, Pik3r1, Crk, Shc1, Myd88, Flt1, Fyn","Jak-STAT signaling pathway (21), PI3K-Akt signaling pathway (20), Cytokine-cytokine receptor interaction (16), Focal adhesion (14), Natural killer cell mediated cytotoxicity (13), Ras signaling pathway (12), EGFR tyrosine kinase inhibitor resistance (12), Rap1 signaling pathway (12), Osteoclast differentiation (12), ErbB signaling pathway (11), Chemokine signaling pathway (11), Neurotrophin signaling pathway (10), Phospholipase D signaling pathway (10), Longevity regulating pathway (10), Platelet activation (10), Axon guidance (9), Th1 and Th2 cell differentiation (9), Th17 cell differentiation (9), Fc epsilon RI signaling pathway (9), T cell receptor signaling pathway (9), Insulin signaling pathway (9), Cholinergic synapse (9), B cell receptor signaling pathway (9), Regulation of actin cytoskeleton (9), HIF-1 signaling pathway (8), Fc gamma R-mediated phagocytosis (8), Prolactin signaling pathway (8), VEGF signaling pathway (7), Phosphatidylinositol signaling system (7), FoxO signaling pathway (7), Toll-like receptor signaling pathway (7), NOD-like receptor signaling pathway (7), Relaxin signaling pathway (7), Endocrine resistance (7), Apoptosis (7), AGE-RAGE signaling pathway in diabetic complications (6), Thyroid hormone signaling pathway (6), mTOR signaling pathway (6), Signaling pathways regulating pluripotency of stem cells (6), Necroptosis (6), Cellular senescence (6), Autophagy - animal (6), Regulation of lipolysis in adipocytes (5), Longevity regulating pathway - multiple species (5), Insulin resistance (5), AMPK signaling pathway (5), Sphingolipid signaling pathway (5), cAMP signaling pathway (5), Endocytosis (5), NF-kappa B signaling pathway (4), Progesterone-mediated oocyte maturation (4), Platinum drug resistance (4), TNF signaling pathway (4), Oxytocin signaling pathway (4), GnRH signaling pathway (4), Inositol phosphate metabolism (3), MAPK signaling pathway (3), Apelin signaling pathway (3), Dopaminergic synapse (2), Glucagon signaling pathway (2), Oocyte meiosis (2), Cell cycle (1), Adipocytokine signaling pathway (1), Tight junction (1), Mitophagy - animal (1)"
"2338",12416,"Cbx2","HighConf","Yes",NA,"Eed, Rnf2, Phc2, Cbx8, Cbx4, Asxl1, Pcgf2, Bmi1, Suz12, Brca1, Cbx6, Pcgf6, Aebp2, Pcgf3, Pcgf5, Mapk14, Yy1, H3f3b, Bre, Anapc10, Mapkapk2, Anapc5, Anapc7, Cdc23","Signaling pathways regulating pluripotency of stem cells (6), Progesterone-mediated oocyte maturation (5), Ubiquitin mediated proteolysis (5), Oocyte meiosis (4), Cell cycle (4), VEGF signaling pathway (2), IL-17 signaling pathway (2), Neurotrophin signaling pathway (2), Cellular senescence (2), MAPK signaling pathway (2), Homologous recombination (2), Dopaminergic synapse (1), Th1 and Th2 cell differentiation (1), Rap1 signaling pathway (1), Relaxin signaling pathway (1), Th17 cell differentiation (1), GnRH signaling pathway (1), Platelet activation (1), Fc epsilon RI signaling pathway (1), Endocrine resistance (1), AGE-RAGE signaling pathway in diabetic complications (1), Sphingolipid signaling pathway (1), TNF signaling pathway (1), T cell receptor signaling pathway (1), Toll-like receptor signaling pathway (1), FoxO signaling pathway (1), Prolactin signaling pathway (1), NOD-like receptor signaling pathway (1), Osteoclast differentiation (1), RIG-I-like receptor signaling pathway (1), PI3K-Akt signaling pathway (1), Fanconi anemia pathway (1), Platinum drug resistance (1)"
