"","EntrezID","GeneSymbol","GeneMappingID","ConfidenceCategory","Group","Pathway","Allnet.count","Ntwrk.all","NtwrkCount.Proteasome","Ntwrk.Proteasome","NtwrkCount.Toll-like receptor signaling pathway","Ntwrk.Toll-like receptor signaling pathway","NtwrkCount.Spliceosome","Ntwrk.Spliceosome","Total_Path_Hits.net.count"
"121",1052,"CEBPD",404,"MedConf","Novel",NA,16,"TTR, EGR2, G6PC, MED8, SP1, MED10, MED14, KLF4, RELA, MED21, MED19, MED26, MAX, UBC, MED7, CREB1",0,NA,1,"RELA",0,NA,1
"122",64946,"CENPH",330,"MedConf","Novel",NA,14,"ITGB3BP, RANGAP1, CENPO, CENPP, RANBP2, KIF18A, CDCA8, RAD21, UBC, BUB1B, MIS12, NUP43, BIRC5, PLK1",0,NA,0,NA,0,NA,0
"123",79172,"CENPO",423,"HighConf","Novel",NA,13,"CENPP, RANBP2, KIF18A, CDCA8, RAD21, CENPH, NUP43, PLK1, RANGAP1, BIRC5, BUB1B, MIS12, ITGB3BP",0,NA,0,NA,0,NA,0
"124",401541,"CENPP",424,"MedConf","Novel",NA,13,"RANBP2, KIF18A, CDCA8, CENPH, BUB1B, PLK1, NUP43, RANGAP1, RAD21, BIRC5, ITGB3BP, CENPO, MIS12",0,NA,0,NA,0,NA,0
"125",22995,"CEP152",410,"MedConf","Novel",NA,9,"DYNLL1, DYNC1I2, PRKAR2B, CEP250, TUBA4A, TUBA1A, YWHAG, PLK1, DYNC1H1",0,NA,0,NA,0,NA,0
"126",11190,"CEP250",689,"MedConf","Novel",NA,10,"CEP152, TUBA4A, PLK1, DYNC1I2, DYNLL1, UBC, PRKAR2B, DYNC1H1, YWHAG, TUBA1A",0,NA,0,NA,0,NA,0
"127",10390,"CEPT1",578,"HighConf","Novel","Ether lipid metabolism",10,"LPCAT4, PPAP2A, PAFAH2, DGKZ, DGKE, PLA2G6, PLA2G4D, JMJD7-PLA2G4B, PAFAH1B3, PLA2G4A",0,NA,0,NA,0,NA,0
"128",204219,"CERS3",587,"MedConf","Novel","Sphingolipid signaling pathway",3,"SGPP2, SMPD2, PPAP2A",0,NA,0,NA,0,NA,0
"129",1072,"CFL1",275,"HighConf","Novel","Regulation of actin cytoskeleton, Fc gamma R-mediated phagocytosis",5,"CFL2, SSH3, UBC, ACTA2, PFN1",0,NA,0,NA,0,NA,0
"130",1073,"CFL2",305,"MedConf","Novel","Regulation of actin cytoskeleton, Fc gamma R-mediated phagocytosis",3,"SSH3, CFL1, UBC",0,NA,0,NA,0,NA,0
"131",8837,"CFLAR",234,"HighConf","Novel","NF-kappa B signaling pathway, TNF signaling pathway, Apoptosis",4,"TICAM1, MAX, UBC, RIPK1",0,NA,2,"TICAM1, RIPK1",0,NA,2
"132",1080,"CFTR",225,"MedConf","Novel","cAMP signaling pathway",9,"ADRB2, PRKX, AGT, PRKAR2B, EDN1, VCP, DNAJA1, STUB1, UBC",0,NA,0,NA,0,NA,0
"133",1108,"CHD4",62,"MedConf","Novel",NA,12,"MTA2, MORF4L1, KAT2B, PHF12, MBD3, PHF21A, ZFPM1, MBD2, UBC, HDAC2, SIN3A, HDAC4",0,NA,0,NA,0,NA,0
"134",27243,"CHMP2A",196,"MedConf","Novel",NA,6,"VPS36, TSG101, VPS37C, UBB, UBC, RPS27A",0,NA,0,NA,0,NA,0
"135",1129,"CHRM2",534,"MedConf","Novel","PI3K-Akt signaling pathway, Regulation of actin cytoskeleton, cAMP signaling pathway, Neuroactive ligand-receptor interaction",31,"NPBWR2, RGS20, FPR3, NMS, BDKRB1, SSTR4, MTNR1B, GNA15, GNG3, C5, OPRM1, DRD2, GNAI3, AGT, NPY, PTGDR2, HCAR2, NMUR2, GNG10, CCR8, CXCR3, S1PR2, CXCL8, PNOC, HTR1A, CXCR5, GNAO1, CXCL11, GNA11, CXCR4, CXCL13",0,NA,2,"CXCL8, CXCL11",0,NA,2
"136",1137,"CHRNA4",840,"HighConf","Novel","Neuroactive ligand-receptor interaction",3,"CHRNA5, CHRND, CHRNB4",0,NA,0,NA,0,NA,0
"137",1138,"CHRNA5",487,"MedConf","Novel","Neuroactive ligand-receptor interaction",4,"CHRNB4, CHRNA4, UBC, CHRND",0,NA,0,NA,0,NA,0
"138",1143,"CHRNB4",602,"MedConf","Novel","Neuroactive ligand-receptor interaction",3,"CHRNA4, CHRNA5, CHRND",0,NA,0,NA,0,NA,0
"139",1144,"CHRND",367,"MedConf","Novel","Neuroactive ligand-receptor interaction",3,"CHRNA5, CHRNB4, CHRNA4",0,NA,0,NA,0,NA,0
"140",26097,"CHTOP",685,"HighConf","Novel",NA,4,"THOC1, UBC, THOC2, THOC7",0,NA,0,NA,2,"THOC2, THOC1",2
"141",1164,"CKS2",609,"MedConf","Novel",NA,2,"CCNB2, UBC",0,NA,0,NA,0,NA,0
"142",5010,"CLDN11",853,"MedConf","Novel","Leukocyte transendothelial migration",6,"CLDN15, MPDZ, CLDN6, CLDN2, CLDN14, CLDN19",0,NA,0,NA,0,NA,0
"143",23562,"CLDN14",558,"HighConf","Novel","Leukocyte transendothelial migration",6,"CLDN2, CLDN6, CLDN15, CLDN11, CLDN19, MPDZ",0,NA,0,NA,0,NA,0
"144",24146,"CLDN15",561,"MedConf","Novel","Leukocyte transendothelial migration",6,"CLDN11, CLDN14, CLDN6, CLDN2, CLDN19, MPDZ",0,NA,0,NA,0,NA,0
"145",149461,"CLDN19",398,"MedConf","Novel","Leukocyte transendothelial migration",6,"MPDZ, CLDN14, CLDN2, CLDN6, CLDN15, CLDN11",0,NA,0,NA,0,NA,0
"146",9075,"CLDN2",559,"MedConf","Novel","Leukocyte transendothelial migration",6,"CLDN6, CLDN15, CLDN11, CLDN19, CLDN14, MPDZ",0,NA,0,NA,0,NA,0
"147",9074,"CLDN6",560,"MedConf","Novel","Leukocyte transendothelial migration",6,"CLDN15, CLDN11, CLDN2, CLDN19, CLDN14, MPDZ",0,NA,0,NA,0,NA,0
"148",64581,"CLEC7A",731,"MedConf","Novel","Phagosome",1,"SYK",0,NA,0,NA,0,NA,0
"149",9685,"CLINT1",661,"MedConf","Novel",NA,2,"UBC, CLTC",0,NA,0,NA,0,NA,0
"150",1195,"CLK1",817,"MedConf","Novel",NA,1,"SRSF1",0,NA,0,NA,1,"SRSF1",1
"151",1211,"CLTA",346,"MedConf","Novel","Endocrine and other factor-regulated calcium reabsorption",9,"EPN1, ARHGAP5, ASAP1, KIF4A, UBC, CLTC, EGFR, GOSR2, ASAP2",0,NA,0,NA,0,NA,0
"152",1213,"CLTC",265,"MedConf","Novel","Endocrine and other factor-regulated calcium reabsorption",8,"CLTA, SNX9, EPN1, CLINT1, WNT5A, UBC, MAP3K7, IKBKB",0,NA,2,"MAP3K7, IKBKB",0,NA,2
"153",255919,"CNEP1R1",758,"MedConf","Novel",NA,4,"PPP2R5A, PPP2CB, PPP4R2, PPP4C",0,NA,0,NA,0,NA,0
"154",1259,"CNGA1",548,"MedConf","Novel","cAMP signaling pathway",2,"GUCY2D, PDE6A",0,NA,0,NA,0,NA,0
"155",55571,"CNOT11",704,"MedConf","Novel",NA,4,"EIF4G1, EIF4B, UBC, EIF4A1",0,NA,0,NA,0,NA,0
"156",1271,"CNTFR",389,"MedConf","Novel","Cytokine-cytokine receptor interaction, Jak-STAT signaling pathway",12,"IL22, IL3, IFNA16, PRL, CSF2, IFNA14, IFNA13, IL19, GH2, IL12A, EPO, SOCS2",0,NA,4,"IL12A, IFNA16, IFNA14, IFNA13",0,NA,4
"157",6900,"CNTN2",379,"HighConf","Novel",NA,4,"NCAM1, IKBKB, KAT2B, UBC",0,NA,1,"IKBKB",0,NA,1
"158",1300,"COL10A1",595,"MedConf","Novel",NA,9,"COL20A1, COL23A1, LEPRE1, COL4A2, COL1A2, P4HB, COL4A3, COL6A1, COL17A1",0,NA,0,NA,0,NA,0
"159",1308,"COL17A1",103,"HighConf","Novel",NA,7,"COL1A2, COL4A2, COL6A1, COL4A3, COL10A1, COL20A1, COL23A1",0,NA,0,NA,0,NA,0
"160",1278,"COL1A2",444,"HighConf","Novel","PI3K-Akt signaling pathway, Focal adhesion, AGE-RAGE signaling pathway in diabetic complications, Relaxin signaling pathway, ECM-receptor interaction, Platelet activation",19,"ITGA1, EDN1, COL4A2, COL6A1, COL4A3, COL10A1, COL20A1, COL23A1, LEPRE1, ITGA5, COL17A1, ITGB1, MAX, SP1, ITGAV, JUN, FLT4, SMAD4, P4HB",0,NA,1,"JUN",0,NA,1
"161",57642,"COL20A1",596,"MedConf","Novel",NA,7,"COL23A1, COL1A2, COL4A3, COL10A1, COL4A2, COL17A1, COL6A1",0,NA,0,NA,0,NA,0
"162",91522,"COL23A1",720,"HighConf","Novel",NA,8,"ITGB1, COL6A1, COL4A3, COL20A1, COL10A1, COL17A1, COL1A2, COL4A2",0,NA,0,NA,0,NA,0
"163",1284,"COL4A2",515,"MedConf","Novel","PI3K-Akt signaling pathway, Focal adhesion, AGE-RAGE signaling pathway in diabetic complications, Relaxin signaling pathway, ECM-receptor interaction",11,"COL6A1, COL4A3, COL10A1, COL20A1, COL23A1, COL1A2, ITGAV, ITGB1, COL17A1, ITGA1, ITGA5",0,NA,0,NA,0,NA,0
"164",1285,"COL4A3",576,"MedConf","Novel","PI3K-Akt signaling pathway, Focal adhesion, AGE-RAGE signaling pathway in diabetic complications, Relaxin signaling pathway, ECM-receptor interaction",11,"COL10A1, COL20A1, COL23A1, ITGB1, COL4A2, ITGA1, COL6A1, ITGAV, COL1A2, COL17A1, ITGA5",0,NA,0,NA,0,NA,0
"165",1291,"COL6A1",575,"MedConf","Novel","PI3K-Akt signaling pathway, Focal adhesion, ECM-receptor interaction",11,"COL4A3, COL10A1, COL20A1, COL23A1, ITGB1, ITGA1, ITGAV, COL4A2, COL17A1, COL1A2, ITGA5",0,NA,0,NA,0,NA,0
"166",9318,"COPS2",187,"MedConf","Novel",NA,11,"SIN3B, COPS7A, PSMC5, JUN, COPS5, PSMA6, PSMC1, COPS6, UBC, SIN3A, LAT",3,"PSMC5, PSMC1, PSMA6",1,"JUN",0,NA,4
"167",10987,"COPS5",135,"MedConf","Novel",NA,19,"EIF3A, EIF3J, COPS2, TOP2A, SMAD4, EPO, CREB1, ARNT, EDN1, COPS7A, LAT, IKBKB, JUN, EIF3B, PSMD12, UBC, PSMA6, EIF3I, COPS6",2,"PSMD12, PSMA6",2,"JUN, IKBKB",0,NA,4
"168",10980,"COPS6",125,"MedConf","Novel",NA,7,"COPS5, COPS2, RAE1, KLHL8, COPS7A, UBC, LAT",0,NA,0,NA,0,NA,0
"169",50813,"COPS7A",647,"HighConf","Novel",NA,5,"COPS2, COPS6, LAT, UBC, COPS5",0,NA,0,NA,0,NA,0
"170",1385,"CREB1",302,"HighConf","Novel","PI3K-Akt signaling pathway, Thyroid hormone synthesis, TNF signaling pathway, cAMP signaling pathway, Osteoclast differentiation, Relaxin signaling pathway, Vasopressin-regulated water reabsorption, Renin secretion, Insulin secretion, Adrenergic signaling in cardiomyocytes, Dopaminergic synapse",17,"ARNT, MAPK13, PRKX, CEBPD, NR1D1, PRKAR2B, EDN1, RORA, G6PC, RET, JUN, UBC, COPS5, ESRRA, HDAC2, EPO, RBPJ",0,NA,2,"MAPK13, JUN",0,NA,2
"171",10488,"CREB3",778,"MedConf","Novel","PI3K-Akt signaling pathway, Thyroid hormone synthesis, TNF signaling pathway, cAMP signaling pathway, Relaxin signaling pathway, Vasopressin-regulated water reabsorption, Insulin secretion, Adrenergic signaling in cardiomyocytes, Dopaminergic synapse",2,"HCFC1, PRKX",0,NA,0,NA,0,NA,0
"172",1436,"CSF1R",393,"HighConf","Novel","PI3K-Akt signaling pathway, Cytokine-cytokine receptor interaction, Rap1 signaling pathway, Osteoclast differentiation, Ras signaling pathway, Hematopoietic cell lineage",13,"EPN1, EFNA2, FGF9, SH3GLB2, FGF12, FGF8, FGF10, SHC2, ITGAV, SPI1, RPS27A, SH3GLB1, UBC",0,NA,0,NA,0,NA,0
"173",1437,"CSF2",717,"MedConf","Novel","Cytokine-cytokine receptor interaction, TNF signaling pathway, Hematopoietic cell lineage, Fc epsilon RI signaling pathway, T cell receptor signaling pathway, Jak-STAT signaling pathway",13,"STAT1, ITGB1, IL12RB2, IL21R, IL3RA, IKBKB, JUN, SYK, IL3, RELA, CNTFR, GAB2, HDAC2",0,NA,4,"STAT1, RELA, JUN, IKBKB",0,NA,4
"174",53944,"CSNK1G1",695,"MedConf","Novel",NA,6,"WNT3A, YWHAG, YWHAH, SFN, GSK3A, UBC",0,NA,0,NA,0,NA,0
"175",1459,"CSNK2A2",194,"HighConf","Novel","NF-kappa B signaling pathway, Mitophagy - animal",5,"HADHA, RRP1, TOP2A, UBC, MAF1",0,NA,0,NA,0,NA,0
"176",10675,"CSPG5",863,"MedConf","Novel",NA,2,"GPC2, AGRN",0,NA,0,NA,0,NA,0
"177",1490,"CTGF",775,"MedConf","Novel",NA,3,"YAP1, ITGAM, NCOA6",0,NA,0,NA,0,NA,0
"178",1500,"CTNND1",370,"HighConf","Novel","Rap1 signaling pathway, Leukocyte transendothelial migration",12,"IGF2, CDH18, CABLES1, PLEKHA7, RAP1A, EGFR, RET, PIP5K1C, CDH5, CDC42, VCL, UBC",0,NA,0,NA,0,NA,0
"179",1509,"CTSD",664,"MedConf","Novel","Sphingolipid signaling pathway, Apoptosis",1,"UBC",0,NA,0,NA,0,NA,0
"180",83992,"CTTNBP2",756,"MedConf","Novel",NA,2,"CCT2, PPP2CB",0,NA,0,NA,0,NA,0
"181",1524,"CX3CR1",9,"MedConf","Novel","Cytokine-cytokine receptor interaction, Chemokine signaling pathway",10,"CCL7, GNAI3, ADRBK1, CXCL13, CCL13, CXCL8, CXCL11, XCL2, PF4, GRK4",0,NA,2,"CXCL8, CXCL11",0,NA,2
"182",6373,"CXCL11",509,"MedConf","Toll-like receptor signaling pathway","Toll-like receptor signaling pathway, Cytokine-cytokine receptor interaction, Chemokine signaling pathway",29,"HTR1A, SSTR4, PTGDR2, S1PR2, HCAR2, CHRM2, NPBWR2, RGS20, FPR3, NMS, BDKRB1, PF4, NPY, PNOC, CXCR4, CXCL8, OPRM1, CXCL13, MAP2K6, CX3CR1, CCR8, MTNR1B, DRD2, NMUR2, GNAI3, CXCR5, AGT, C5, CXCR3",0,NA,2,"MAP2K6, CXCL8",0,NA,2
"183",10563,"CXCL13",435,"MedConf","Novel","Cytokine-cytokine receptor interaction, Chemokine signaling pathway",27,"CXCL8, MTNR1B, CXCR3, NPY, DRD2, PNOC, CXCL11, HTR1A, SSTR4, PTGDR2, S1PR2, HCAR2, CHRM2, NPBWR2, RGS20, FPR3, NMS, BDKRB1, CXCR4, AGT, CCR8, OPRM1, CXCR5, C5, NMUR2, CX3CR1, GNAI3",0,NA,2,"CXCL8, CXCL11",0,NA,2
"184",3576,"CXCL8",440,"MedConf","Toll-like receptor signaling pathway","NF-kappa B signaling pathway, Toll-like receptor signaling pathway, Cytokine-cytokine receptor interaction, NOD-like receptor signaling pathway, Chemokine signaling pathway, AGE-RAGE signaling pathway in diabetic complications, RIG-I-like receptor signaling pathway, Phospholipase D signaling pathway",41,"MTNR1B, CXCR3, NPY, DRD2, PNOC, CXCL11, HTR1A, SSTR4, PTGDR2, S1PR2, HCAR2, CHRM2, NPBWR2, RGS20, FPR3, NMS, BDKRB1, PARN, OPRM1, UBB, C5, CXCL13, CXCR4, EGFR, RELA, EHMT1, RPS27A, GNA15, UBC, JUN, CCR8, GNAI3, ADRBK1, RAB5A, EXOSC4, DNM1, EXOSC5, CXCR5, AGT, CX3CR1, NMUR2",0,NA,3,"RELA, JUN, CXCL11",0,NA,3
"185",2833,"CXCR3",456,"MedConf","Novel","Cytokine-cytokine receptor interaction, Chemokine signaling pathway",34,"NPY, DRD2, PNOC, CXCL11, HTR1A, SSTR4, PTGDR2, S1PR2, HCAR2, CHRM2, NPBWR2, RGS20, FPR3, NMS, BDKRB1, XCL2, PF4, GRK4, NMUR2, OPRM1, CXCL8, AGT, CXCR5, CCR8, CCL13, CCL7, MTNR1B, DNM1, GNAO1, CXCL13, CXCR4, GNAI3, ADRBK1, C5",0,NA,2,"CXCL8, CXCL11",0,NA,2
"186",7852,"CXCR4",365,"HighConf","Novel","Cytokine-cytokine receptor interaction, Leukocyte transendothelial migration, Chemokine signaling pathway",42,"ADRB2, C5, NMUR2, DNM1, AGT, ADRBK1, TLR2, CXCR5, CXCL13, CCL13, CXCL8, MTNR1B, CXCR3, EDN1, NPY, DRD2, PNOC, CXCL11, HTR1A, SSTR4, PTGDR2, S1PR2, HCAR2, CHRM2, NPBWR2, RGS20, FPR3, NMS, BDKRB1, XCL2, PF4, GRK4, GNAO1, CDC42, CCR8, ARNT, GNAI3, STAT1, CCL7, UBC, OPRM1, PXN",0,NA,4,"TLR2, STAT1, CXCL8, CXCL11",0,NA,4
"187",643,"CXCR5",431,"MedConf","Novel","Cytokine-cytokine receptor interaction, Chemokine signaling pathway",32,"CXCL13, CCL13, CXCL8, MTNR1B, CXCR3, NPY, DRD2, PNOC, CXCL11, HTR1A, SSTR4, PTGDR2, S1PR2, HCAR2, CHRM2, NPBWR2, RGS20, FPR3, NMS, BDKRB1, XCL2, PF4, GRK4, AGT, ADRBK1, CCR8, GNAI3, CCL7, CXCR4, NMUR2, C5, OPRM1",0,NA,2,"CXCL8, CXCL11",0,NA,2
"188",1540,"CYLD",638,"HighConf","Novel","Osteoclast differentiation, RIG-I-like receptor signaling pathway",7,"RIPK1, TNFRSF1A, TUBA1A, UBB, STAT1, RPS27A, UBC",0,NA,2,"STAT1, RIPK1",0,NA,2
"189",1548,"CYP2A6",522,"MedConf","Novel",NA,10,"CYP3A5, GSTA1, GRAMD3, REEP2, GSTA3, MGST1, GTSE1, BIRC5, GSTP1, GSTO1",0,NA,0,NA,0,NA,0
"190",1577,"CYP3A5",523,"MedConf","Novel",NA,6,"GSTA1, GSTA3, MGST1, GSTP1, CYP2A6, GSTO1",0,NA,0,NA,0,NA,0
"191",1603,"DAD1",271,"HighConf","Novel",NA,3,"SEC61A1, PCNA, UBC",0,NA,0,NA,0,NA,0
"192",1633,"DCK",490,"MedConf","Novel",NA,6,"AK7, PDE1B, AMPD1, NT5C, AK4, UBC",0,NA,0,NA,0,NA,0
"193",51164,"DCTN4",349,"MedConf","Novel","Vasopressin-regulated water reabsorption",7,"DYNC1H1, RILP, DYNLL1, DYNC1I2, DYNC2LI1, UBC, DYNC1I1",0,NA,0,NA,0,NA,0
"194",1654,"DDX3X",626,"MedConf","Novel","RIG-I-like receptor signaling pathway",5,"UBC, EIF3B, EIF4G1, PRPF8, EIF2S1",0,NA,0,NA,1,"PRPF8",1
"195",51428,"DDX41",707,"MedConf","Novel",NA,3,"RPS27A, UBB, UBC",0,NA,0,NA,0,NA,0
"196",51071,"DERA",593,"MedConf","Novel",NA,5,"TKTL2, G6PC, GAPDH, ALDOA, PGAM2",0,NA,0,NA,0,NA,0
"197",84649,"DGAT2",574,"MedConf","Novel",NA,3,"PPAP2A, DGKZ, DGKE",0,NA,0,NA,0,NA,0
"198",8526,"DGKE",878,"MedConf","Novel","Phospholipase D signaling pathway",2,"DGAT2, CEPT1",0,NA,0,NA,0,NA,0
"199",8525,"DGKZ",877,"MedConf","Novel","Phospholipase D signaling pathway",2,"DGAT2, CEPT1",0,NA,0,NA,0,NA,0
"200",56616,"DIABLO",185,"MedConf","Novel","Apoptosis",4,"USP13, BIRC5, UBC, BCL2L1",0,NA,0,NA,0,NA,0
"201",1745,"DLX1",816,"MedConf","Novel",NA,1,"SMAD4",0,NA,0,NA,0,NA,0
"202",146754,"DNAH2",601,"MedConf","Novel",NA,6,"CCDC114, DYNLT3, DYNC1I1, DNAI2, DYNLL1, DYNC1H1",0,NA,0,NA,0,NA,0
"203",64446,"DNAI2",328,"MedConf","Novel",NA,6,"DYNC1I1, DYNLT3, DYNC1H1, DYNLL1, DNAH2, CCDC114",0,NA,0,NA,0,NA,0
"204",3301,"DNAJA1",2,"MedConf","Novel",NA,3,"PARK2, CFTR, UBC",0,NA,0,NA,0,NA,0
"205",10049,"DNAJB6",285,"MedConf","Novel",NA,6,"HSPH1, PRNP, HSPB2, UBB, HDAC4, UBC",0,NA,0,NA,0,NA,0
"206",1759,"DNM1",408,"MedConf","Novel","Phospholipase D signaling pathway, Endocrine and other factor-regulated calcium reabsorption",14,"AGT, CXCL8, CXCR3, EDN1, GABRA5, GABRA6, GABRA2, HCLS1, SNX9, EPN1, UBC, EGFR, CXCR4, JAG1",0,NA,1,"CXCL8",0,NA,1
"207",10059,"DNM1L",620,"HighConf","Novel","TNF signaling pathway, NOD-like receptor signaling pathway",3,"PGAM5, BCL2L1, UBC",0,NA,0,NA,0,NA,0
"208",1791,"DNTT",694,"MedConf","Novel","Hematopoietic cell lineage",2,"MAX, UBC",0,NA,0,NA,0,NA,0
"209",116092,"DNTTIP1",745,"MedConf","Novel",NA,1,"HDAC2",0,NA,0,NA,0,NA,0
"210",55619,"DOCK10",810,"MedConf","Novel",NA,1,"CDC42",0,NA,0,NA,0,NA,0
"211",1813,"DRD2",480,"MedConf","Novel","Rap1 signaling pathway, cAMP signaling pathway, Neuroactive ligand-receptor interaction, Dopaminergic synapse",34,"PNOC, CXCL11, HTR1A, SSTR4, PTGDR2, S1PR2, HCAR2, CHRM2, NPBWR2, RGS20, FPR3, NMS, BDKRB1, SLC6A3, CXCL13, C5, GNAO1, AGT, PPP2R5E, CXCR4, CXCL8, GNG10, CCR8, NMUR2, OPRM1, GNAI3, MTNR1B, CXCR3, CXCR5, NPY, GNG3, PPP2R5A, PPP2CB, ADRBK1",0,NA,2,"CXCL8, CXCL11",0,NA,2
"212",1816,"DRD5",721,"MedConf","Novel","cAMP signaling pathway, Neuroactive ligand-receptor interaction, Dopaminergic synapse",11,"PTGIR, HTR6, GPBAR1, SCT, CALCR, PTGER2, HRH2, MC2R, ADRB2, GHRH, VIPR1",0,NA,0,NA,0,NA,0
"213",1840,"DTX1",646,"HighConf","Novel","Notch signaling pathway",4,"RPS27A, NCSTN, UBB, UBC",0,NA,0,NA,0,NA,0
"214",11221,"DUSP10",303,"MedConf","Novel","MAPK signaling pathway",1,"MAPK13",0,NA,1,"MAPK13",0,NA,1
"215",1847,"DUSP5",680,"HighConf","Novel","MAPK signaling pathway",2,"MAPK13, UBC",0,NA,1,"MAPK13",0,NA,1
"216",1848,"DUSP6",151,"HighConf","Novel","MAPK signaling pathway",1,"MAPK13",0,NA,1,"MAPK13",0,NA,1
"217",1849,"DUSP7",850,"MedConf","Novel","MAPK signaling pathway",1,"MAPK13",0,NA,1,"MAPK13",0,NA,1
"218",1778,"DYNC1H1",361,"MedConf","Novel","Vasopressin-regulated water reabsorption, Phagosome",21,"RILP, CEP152, DYNLL1, DYNC1I2, PRKAR2B, DNAH2, CEP250, CCDC114, DYNC2LI1, CDC5L, YWHAG, DYNLT3, UBC, TUBA4A, DYNC1I1, YARS, DCTN4, DNAI2, SAP30BP, PLK1, TUBA1A",0,NA,0,NA,1,"CDC5L",1
"219",1780,"DYNC1I1",329,"MedConf","Novel","Vasopressin-regulated water reabsorption, Phagosome",12,"DCTN4, DYNLT3, DYNC1H1, RILP, DYNLL1, DYNC1I2, DNAH2, CCDC114, DYNC2LI1, TUBA4A, DNAI2, TUBA1A",0,NA,0,NA,0,NA,0
"220",1781,"DYNC1I2",450,"MedConf","Novel","Vasopressin-regulated water reabsorption, Phagosome",15,"PRKAR2B, CEP250, DYNC2LI1, DYNLT3, TUBA4A, DCTN4, DYNLL1, PLK1, YWHAG, RILP, CEP152, DYNC1H1, UBC, DYNC1I1, TUBA1A",0,NA,0,NA,0,NA,0
"221",51626,"DYNC2LI1",828,"MedConf","Novel","Vasopressin-regulated water reabsorption",6,"DYNC1I2, RILP, DYNC1H1, DCTN4, DYNC1I1, DYNLL1",0,NA,0,NA,0,NA,0
"222",8655,"DYNLL1",420,"MedConf","Novel","Vasopressin-regulated water reabsorption",20,"DYNC1I2, PRKAR2B, DNAH2, CEP250, CCDC114, DYNC2LI1, TUBA4A, GNB2L1, DYNLT3, DCTN4, TUBA1A, UBC, YWHAG, DYNC1I1, CEP152, DNAI2, RILP, TRAF3IP3, PLK1, DYNC1H1",0,NA,0,NA,0,NA,0
"223",6990,"DYNLT3",360,"MedConf","Novel",NA,7,"DYNC1H1, DYNLL1, DYNC1I2, DNAH2, CCDC114, DYNC1I1, DNAI2",0,NA,0,NA,0,NA,0
"224",1871,"E2F3",183,"MedConf","Novel","Cell cycle",14,"ACACB, SUZ12, SPI1, MYBL2, CCND2, CCNE1, MAX, SNW1, RBPJ, SP1, CCND3, KAT2B, MCM8, MSH2",0,NA,0,NA,1,"SNW1",1
"225",10148,"EBI3",451,"MedConf","Novel",NA,3,"IL27RA, IL12A, STAT1",0,NA,2,"STAT1, IL12A",0,NA,2
"226",1896,"EDA",363,"MedConf","Novel","Cytokine-cytokine receptor interaction",1,"EDAR",0,NA,0,NA,0,NA,0
"227",10913,"EDAR",838,"MedConf","Novel","Cytokine-cytokine receptor interaction",1,"EDA",0,NA,0,NA,0,NA,0
"228",1906,"EDN1",468,"MedConf","Novel","TNF signaling pathway, AGE-RAGE signaling pathway in diabetic complications, Relaxin signaling pathway",33,"TACR1, TACR3, GNA11, KALRN, AVPR1A, NMS, BDKRB1, KISS1, PROK1, TRH, LTB4R, MLNR, UTS2B, GPR4, XCL2, GNRH2, JUN, GNAO1, ARNT, COPS5, CREB1, DNM1, CXCR4, GNA15, COL1A2, ADRBK1, GNAI3, CFTR, AGT, PRKAR2B, NMUR2, ADRB2, EGFR",0,NA,1,"JUN",0,NA,1
"229",29904,"EEF2K",278,"MedConf","Novel",NA,3,"MAPK13, RAE1, UBC",0,NA,1,"MAPK13",0,NA,1
"230",1943,"EFNA2",415,"MedConf","Novel","PI3K-Akt signaling pathway, Rap1 signaling pathway, Ras signaling pathway",8,"EPHA6, PDGFRB, NGFR, FLT4, FGFR3, PDGFRA, CSF1R, EGFR",0,NA,0,NA,0,NA,0
"231",9343,"EFTUD2",144,"MedConf","Spliceosome","Spliceosome",29,"SF3B6, SRRM1, CD2BP2, POLR2F, POLR2J, HNRNPA2B1, HNRNPH1, PTBP1, SRSF2, YBX1, PHF5A, SRSF1, SRSF3, CCAR1, HNRNPM, PAPOLA, BCAS2, IK, PCF11, CDC5L, SF3B1, SNW1, PRPF8, UBC, SF3B2, XAB2, SNRPD3, RPS2, RPL19",0,NA,0,NA,14,"XAB2, SRSF3, SRSF2, SRSF1, SNW1, SNRPD3, SF3B6, SF3B2, SF3B1, PRPF8, PHF5A, HNRNPM, CDC5L, BCAS2",14
"232",1956,"EGFR",46,"MedConf","Novel","PI3K-Akt signaling pathway, Cytokine-cytokine receptor interaction, Regulation of actin cytoskeleton, MAPK signaling pathway, Rap1 signaling pathway, Focal adhesion, Ras signaling pathway, Relaxin signaling pathway, GnRH signaling pathway, Phospholipase D signaling pathway",50,"SFN, RPS27A, HSPA5, PXN, GAPDH, KRAS, GAB2, STAT1, SH3GLB1, CDC42, TUBA1A, RAB5A, HNRNPH1, PDGFRB, PTK2B, TSG101, GNAI3, CLTA, CTNND1, PIK3R3, SHC2, EPN1, DNM1, EFNA2, TLR2, LRIG1, FGF9, CXCL8, ITGA1, EDN1, PLSCR1, ZFYVE28, SH3GLB2, ABI1, ADAM12, CAV3, FGF12, FGF8, FGF10, CAMLG, PTPN2, LAMP1, PTPN6, TFF3, NRG4, ITGB1, UBB, UBC, EPS8, STUB1",0,NA,4,"TLR2, STAT1, PIK3R3, CXCL8",0,NA,4
