"","EntrezID","GeneSymbol","GeneMappingID","ConfidenceCategory","Group","Pathway","Allnet.count","Ntwrk.all","NtwrkCount.Toll-like receptor signaling pathway","Ntwrk.Toll-like receptor signaling pathway","NtwrkCount.NA","Ntwrk.NA","NtwrkCount.NA","Ntwrk.NA","Total_Path_Hits.net.count"
"131",1629,"DBT",89,"MedConf","Novel",NA,3,"DLD, ACADSB, IVD",0,NA,0,"",0,"",0
"132",1633,"DCK",351,"MedConf","Novel",NA,5,"AK7, PDE1B, NT5M, AMPD1, AK4",0,NA,0,"",0,"",0
"133",1654,"DDX3X",515,"MedConf","Novel","RIG-I-like receptor signaling pathway",2,"EIF2S1, EIF4G1",0,NA,0,"",0,"",0
"134",51428,"DDX41",444,"HighConf","Novel",NA,1,"UBB",0,NA,0,"",0,"",0
"135",51071,"DERA",419,"MedConf","Novel",NA,6,"TKTL2, LDHAL6B, G6PC, LDHB, ALDOA, PDHA1",0,NA,0,"",0,"",0
"136",51009,"DERL2",429,"HighConf","Novel","Protein processing in endoplasmic reticulum",1,"VCP",0,NA,0,"",0,"",0
"137",8526,"DGKE",626,"MedConf","Novel","Phospholipase D signaling pathway",1,"CEPT1",0,NA,0,"",0,"",0
"138",8525,"DGKZ",625,"MedConf","Novel","Phospholipase D signaling pathway",1,"CEPT1",0,NA,0,"",0,"",0
"139",1738,"DLD",197,"MedConf","Novel","Citrate cycle (TCA cycle)",6,"PDHA1, IDH3B, ACADSB, IVD, SLC25A21, DBT",0,NA,0,"",0,"",0
"140",1745,"DLX1",564,"MedConf","Novel",NA,1,"SMAD4",0,NA,0,"",0,"",0
"141",146754,"DNAH2",424,"MedConf","Novel",NA,5,"CCDC114, DYNC1H1, DYNLT3, DYNC1I1, DNAI2",0,NA,0,"",0,"",0
"142",64446,"DNAI2",249,"MedConf","Novel",NA,5,"DYNC1I1, DYNLT3, DYNC1H1, DNAH2, CCDC114",0,NA,0,"",0,"",0
"143",3301,"DNAJA1",2,"MedConf","Novel","Protein processing in endoplasmic reticulum",1,"PARK2",0,NA,0,"",0,"",0
"144",10049,"DNAJB6",218,"MedConf","Novel",NA,2,"HSPH1, UBB",0,NA,0,"",0,"",0
"145",1759,"DNM1",304,"MedConf","Novel","Endocrine and other factor-regulated calcium reabsorption, Phospholipase D signaling pathway",8,"CXCR3, EDN1, GABRA5, HCLS1, JAG1, CXCR4, SNX9, EGFR",0,NA,0,"",0,"",0
"146",10059,"DNM1L",507,"HighConf","Novel","TNF signaling pathway, NOD-like receptor signaling pathway",2,"PGAM5, BCL2L1",0,NA,0,"",0,"",0
"147",1791,"DNTT",512,"MedConf","Novel",NA,1,"MAX",0,NA,0,"",0,"",0
"148",55619,"DOCK10",556,"MedConf","Novel",NA,1,"CDC42",0,NA,0,"",0,"",0
"149",57171,"DOLPP1",573,"MedConf","Novel",NA,1,"DAD1",0,NA,0,"",0,"",0
"150",1813,"DRD2",346,"MedConf","Novel","Rap1 signaling pathway, cAMP signaling pathway, Dopaminergic synapse",26,"DRD3, CXCL11, HTR1A, SSTR4, PTGDR2, HCAR2, RGS20, FPR3, NMS, BDKRB1, SLC6A3, PPP2CB, CCR8, GNAI3, CXCR3, CXCR4, GNAO1, NMUR2, GNG3, PPP2R5E, PPP2R5A, CXCL13, OPRM1, MTNR1B, C5, GNG10",1,"CXCL11",0,"",0,"",1
"151",1814,"DRD3",347,"MedConf","Novel","Dopaminergic synapse",22,"CXCL11, HTR1A, SSTR4, PTGDR2, HCAR2, RGS20, FPR3, NMS, BDKRB1, CXCR4, NMUR2, CXCR3, GNG10, GNG3, GNAI3, CCR8, OPRM1, MTNR1B, DRD2, GNAO1, CXCL13, C5",1,"CXCL11",0,"",0,"",1
"152",1816,"DRD5",461,"HighConf","Novel","cAMP signaling pathway, Dopaminergic synapse",9,"PTGER2, VIPR1, ADRB2, HRH2, PTGIR, GHRH, GPBAR1, HTR6, SCT",0,NA,0,"",0,"",0
"153",1838,"DTNB",543,"HighConf","Novel",NA,1,"P4HB",0,NA,0,"",0,"",0
"154",1840,"DTX1",436,"MedConf","Novel","Notch signaling pathway",2,"UBB, NCSTN",0,NA,0,"",0,"",0
"155",11221,"DUSP10",232,"MedConf","Novel","MAPK signaling pathway",1,"MAPK13",1,"MAPK13",0,"",0,"",1
"156",1847,"DUSP5",602,"MedConf","Novel","MAPK signaling pathway",1,"MAPK13",1,"MAPK13",0,"",0,"",1
"157",1848,"DUSP6",118,"HighConf","Novel","MAPK signaling pathway",1,"MAPK13",1,"MAPK13",0,"",0,"",1
"158",1778,"DYNC1H1",271,"MedConf","Novel","Phagosome",17,"RILP, CEP152, DYNC1I2, PRKAR2B, DNAH2, CEP250, CCDC114, DYNC2LI1, YWHAG, TUBA1A, DYNLT3, SAP30BP, DNAI2, PLK1, YARS, DYNC1I1, CDC5L",0,NA,0,"",0,"",0
"159",1780,"DYNC1I1",250,"MedConf","Novel","Phagosome",9,"DYNLT3, DYNC1H1, RILP, DYNC1I2, DNAH2, CCDC114, DYNC2LI1, DNAI2, TUBA1A",0,NA,0,"",0,"",0
"160",1781,"DYNC1I2",331,"MedConf","Novel","Phagosome",11,"PRKAR2B, CEP250, DYNC2LI1, DYNC1I1, RILP, YWHAG, CEP152, DYNC1H1, PLK1, DYNLT3, TUBA1A",0,NA,0,"",0,"",0
"161",51626,"DYNC2LI1",586,"MedConf","Novel",NA,4,"DYNC1I2, DYNC1H1, DYNC1I1, RILP",0,NA,0,"",0,"",0
"162",6990,"DYNLT3",270,"MedConf","Novel",NA,6,"DYNC1H1, DYNC1I2, DNAH2, CCDC114, DYNC1I1, DNAI2",0,NA,0,"",0,"",0
"163",1871,"E2F3",142,"MedConf","Novel",NA,11,"SUZ12, SPI1, MYBL2, CCND3, MAX, SP1, CCND2, CCNE1, RBPJ, MCM8, SNW1",0,NA,0,"",0,"",0
"164",10148,"EBI3",537,"MedConf","Novel",NA,2,"STAT1, IL12A",2,"STAT1, IL12A",0,"",0,"",2
"165",1906,"EDN1",339,"HighConf","Novel","TNF signaling pathway, Relaxin signaling pathway, AGE-RAGE signaling pathway in diabetic complications",25,"TACR1, AVPR1A, NMS, BDKRB1, KISS1, PROK1, TRH, LTB4R, UTS2B, XCL2, GNRH2, GNAI3, GNAO1, PRKAR2B, CXCR4, GNA15, COL1A2, ADRB2, ARNT, NMUR2, EGFR, CREB1, JUN, COPS5, DNM1",1,"JUN",0,"",0,"",1
"166",29904,"EEF2K",211,"MedConf","Novel",NA,1,"MAPK13",1,"MAPK13",0,"",0,"",1
"167",1943,"EFNA2",309,"MedConf","Novel","PI3K-Akt signaling pathway, Rap1 signaling pathway, Ras signaling pathway",7,"EPHA6, FLT4, NGFR, PDGFRB, FGFR3, CSF1R, EGFR",0,NA,0,"",0,"",0
"168",9343,"EFTUD2",113,"MedConf","Novel","Spliceosome",24,"SF3B6, SRRM1, POLR2F, POLR2J, HNRNPA2B1, HNRNPH1, PTBP1, SRSF2, YBX1, PHF5A, SRSF1, SRSF3, CCAR1, HNRNPM, PAPOLA, IK, PCF11, SNW1, CDC5L, RPS2, SNRPD3, SF3B2, RPL19, SF3B1",0,NA,0,"",0,"",0
"169",1956,"EGFR",42,"MedConf","Novel","PI3K-Akt signaling pathway, Rap1 signaling pathway, MAPK signaling pathway, Ras signaling pathway, Regulation of actin cytoskeleton, Relaxin signaling pathway, Cytokine-cytokine receptor interaction, GnRH signaling pathway, Focal adhesion, Phospholipase D signaling pathway, Estrogen signaling pathway",37,"SFN, HSPA5, PXN, KRAS, GAB2, STAT1, SH3GLB1, CDC42, TUBA1A, HNRNPH1, PDGFRB, PTK2B, GNAI3, CLTA, CTNND1, PIK3R3, DNM1, EFNA2, TLR2, FGF9, EDN1, TSG101, ABI1, ADAM12, CAV3, FGF8, FGF10, CAMLG, PLSCR1, ZFYVE28, SH3GLB2, TFF3, NRG4, STUB1, ITGB1, EPS8, UBB",3,"TLR2, STAT1, PIK3R3",0,"",0,"",3
"170",1958,"EGR1",287,"HighConf","Novel","AGE-RAGE signaling pathway in diabetic complications, Apelin signaling pathway",6,"IRF6, GBP2, OASL, JUN, IRF9, SP1",1,"JUN",0,"",0,"",1
"171",1959,"EGR2",427,"HighConf","Novel",NA,9,"MED21, MED19, MED8, PPARGC1A, CEBPD, MED10, NCOA3, MED26, RELA",1,"RELA",0,"",0,"",1
"172",79813,"EHMT1",438,"HighConf","Novel",NA,3,"PLOD3, UBB, RELA",1,"RELA",0,"",0,"",1
"173",10209,"EIF1",138,"HighConf","Novel","RNA transport",10,"EIF2S3, EIF4G1, EIF4A1, EIF4G2, EIF2S2, EIF2S1, EIF3I, EIF3J, EIF3A, RPS2",0,NA,0,"",0,"",0
"174",8891,"EIF2B3",516,"MedConf","Novel","RNA transport",3,"EIF2S3, EIF2S2, EIF2S1",0,NA,0,"",0,"",0
"175",1965,"EIF2S1",80,"HighConf","Novel","RNA transport, Protein processing in endoplasmic reticulum, Apoptosis",25,"RPL37, RPL27, RPL26L1, RPL3L, EIF3I, EIF3A, EIF3J, EIF2S2, EIF1, EIF2S3, EIF4B, EIF4G1, EIF4A1, EIF4G2, DDX3X, EIF2B3, RPS2, RPLP2, RPL4, MAX, RPL31, RPL24, RPL32, RPS8, RPL19",0,NA,0,"",0,"",0
"176",8894,"EIF2S2",137,"HighConf","Novel","RNA transport",23,"EIF1, EIF2S3, EIF4B, EIF4G1, EIF4A1, EIF4G2, EIF2B3, EIF3J, RPL32, EIF3I, EIF3A, RPS2, RPL27, RPL31, RPLP2, EIF2S1, RPL37, RPL19, RPL3L, RPL26L1, RPL4, RPL24, RPS8",0,NA,0,"",0,"",0
"177",1968,"EIF2S3",139,"MedConf","Novel","RNA transport",23,"EIF4B, EIF4G1, EIF4A1, EIF4G2, EIF2B3, RPL32, EIF3A, RPL31, EIF3J, RPL3L, EIF2S1, RPLP2, EIF1, RPL19, RPL27, RPL26L1, EIF2S2, RPS2, RPL4, EIF3I, RPL37, RPL24, RPS8",0,NA,0,"",0,"",0
"178",8661,"EIF3A",128,"HighConf","Novel","RNA transport",24,"EIF3J, EIF2S2, EIF1, EIF2S3, EIF4B, EIF4G1, PTBP1, EIF4A1, EIF4G2, RPL32, EIF3I, RPS2, RPL31, RPL4, RPS8, COPS5, RPL26L1, RPLP2, RPL19, RPL3L, RPL27, RPL24, EIF2S1, RPL37",0,NA,0,"",0,"",0
"179",8668,"EIF3I",88,"MedConf","Novel","RNA transport",22,"COPS5, EIF3A, EIF3J, EIF2S2, EIF1, EIF2S3, EIF4B, EIF4G1, EIF4A1, RPL37, RPLP2, RPL26L1, RPL19, RPL24, RPL31, RPL27, RPL4, RPS8, RPS2, RPL32, EIF2S1, RPL3L",0,NA,0,"",0,"",0
"180",8669,"EIF3J",129,"MedConf","Novel","RNA transport",22,"EIF2S2, EIF1, EIF2S3, EIF4B, EIF4G1, EIF4A1, RPL32, RPL4, RPS2, RPL37, RPS8, COPS5, EIF3I, RPL31, RPL27, RPL19, EIF3A, RPLP2, RPL3L, EIF2S1, RPL24, RPL26L1",0,NA,0,"",0,"",0
"181",1973,"EIF4A1",281,"MedConf","Novel","RNA transport",27,"EIF4G2, CNOT11, EIF4E3, RPS2, RPL27, RPL37, EIF3A, RPLP2, RPL32, RPL24, MAX, RPS8, EIF2S3, PSMC4, RPL3L, EIF3J, EIF1, RPL26L1, EIF2S2, EIF2S1, RPL4, RPL31, RPL19, EIF3I, EIF4B, PTBP1, EIF4G1",0,NA,0,"",0,"",0
"182",1975,"EIF4B",156,"MedConf","Novel","RNA transport, PI3K-Akt signaling pathway",22,"EIF4G1, EIF4A1, EIF4G2, CNOT11, EIF3A, EIF3I, RPLP2, EIF2S1, RPL26L1, RPL3L, RPL37, RPS8, EIF2S2, RPL27, RPL31, RPL19, EIF3J, RPL24, EIF2S3, RPL4, RPL32, RPS2",0,NA,0,"",0,"",0
"183",317649,"EIF4E3",561,"MedConf","Novel",NA,3,"EIF4G2, EIF4A1, EIF4G1",0,NA,0,"",0,"",0
"184",1981,"EIF4G1",171,"HighConf","Novel","RNA transport",49,"PTBP1, EIF4A1, EIF4G2, PSMF1, DDX3X, CNOT11, EIF4E3, EIF4B, RPL31, PSMD12, RPL27, EIF3A, RPL24, PSMC5, PSMA1, EIF2S1, PSMD3, RPL19, RPL26L1, PSMA7, PSMA6, PSMB1, EIF2S3, PSMC4, EIF3I, PSMA5, PSMD7, PSMC1, PSMD1, RPS8, PSMD6, RPLP2, PSMB4, EIF2S2, UBB, EIF1, EIF3J, PSMB2, RPL4, RPL3L, PSMA4, PSMD11, RPS2, PSMC2, RPL32, RPL37, PSMD2, PSMA3, MAX",0,NA,0,"",0,"",0
"185",1982,"EIF4G2",282,"MedConf","Novel","RNA transport",10,"EIF4E3, EIF4B, EIF2S1, EIF1, EIF4A1, EIF3A, EIF2S2, EIF4G1, PTBP1, EIF2S3",0,NA,0,"",0,"",0
"186",2000,"ELF4",599,"HighConf","Novel",NA,1,"RUNX1",0,NA,0,"",0,"",0
"187",2005,"ELK4",601,"HighConf","Novel","MAPK signaling pathway",2,"TBPL2, MAPK13",1,"MAPK13",0,"",0,"",1
"188",91748,"ELMSAN1",490,"HighConf","Novel",NA,1,"HDAC2",0,NA,0,"",0,"",0
"189",133121,"ENPP6",621,"MedConf","Novel","Ether lipid metabolism",4,"PLA2G4D, LPCAT4, JMJD7-PLA2G4B, PLA2G4A",0,NA,0,"",0,"",0
"190",9583,"ENTPD4",617,"HighConf","Novel",NA,8,"NT5M, PDE5A, HPRT1, PDE1B, AMPD1, PDE6H, ITPA, PDE6A",0,NA,0,"",0,"",0
"191",2034,"EPAS1",214,"MedConf","Novel",NA,6,"ARNT, SLC2A1, UBB, SP1, SMAD4, EPO",0,NA,0,"",0,"",0
"192",285220,"EPHA6",613,"MedConf","Novel",NA,1,"EFNA2",0,NA,0,"",0,"",0
"193",2056,"EPO",193,"MedConf","Novel","PI3K-Akt signaling pathway, Cytokine-cytokine receptor interaction",9,"EPAS1, CREB1, ARNT, IL21R, IL3RA, STAT1, RAP1A, COPS5, JUN",2,"STAT1, JUN",0,"",0,"",2
"194",2059,"EPS8",7,"HighConf","Novel",NA,3,"EGFR, CDC42, ABI1",0,NA,0,"",0,"",0
"195",23085,"ERC1",359,"HighConf","Novel","NF-kappa B signaling pathway",5,"PYDC1, IKBKB, MAP3K3, MAP3K7, RELA",3,"RELA, MAP3K7, IKBKB",0,"",0,"",3
"196",2101,"ESRRA",95,"MedConf","Novel",NA,6,"CREB1, NR4A1, NR1D1, ALAS1, PPARGC1A, NR0B2",0,NA,0,"",0,"",0
"197",23265,"EXOC7",550,"MedConf","Novel",NA,1,"CDC42",0,NA,0,"",0,"",0
"198",5394,"EXOSC10",133,"MedConf","Novel",NA,3,"PAPOLA, SUV39H2, SUV39H1",0,NA,0,"",0,"",0
"199",2178,"FANCE",440,"MedConf","Novel",NA,2,"UBB, FANCG",0,NA,0,"",0,"",0
"200",2189,"FANCG",229,"MedConf","Novel",NA,2,"FANCE, UBB",0,NA,0,"",0,"",0
"201",55294,"FBXW7",100,"HighConf","Novel",NA,3,"CCNE1, JUN, UBB",1,"JUN",0,"",0,"",1
"202",2243,"FGA",176,"MedConf","Novel","Platelet activation",7,"ITGAM, ITGA5, TTR, SEMG1, ITGAV, ITGB1, MIS12",0,NA,0,"",0,"",0
"203",2255,"FGF10",466,"MedConf","Novel","PI3K-Akt signaling pathway, Rap1 signaling pathway, MAPK signaling pathway, Ras signaling pathway, Regulation of actin cytoskeleton",7,"NGFR, PDGFRB, EGFR, FGF9, CSF1R, FLT4, FGFR3",0,NA,0,"",0,"",0
"204",2253,"FGF8",465,"MedConf","Novel","PI3K-Akt signaling pathway, Rap1 signaling pathway, MAPK signaling pathway, Ras signaling pathway, Regulation of actin cytoskeleton",6,"EGFR, FLT4, FGFR3, CSF1R, NGFR, PDGFRB",0,NA,0,"",0,"",0
"205",2254,"FGF9",322,"MedConf","Novel","PI3K-Akt signaling pathway, Rap1 signaling pathway, MAPK signaling pathway, Ras signaling pathway, Regulation of actin cytoskeleton",7,"FGF10, FLT4, EGFR, PDGFRB, CSF1R, NGFR, FGFR3",0,NA,0,"",0,"",0
"206",2261,"FGFR3",62,"HighConf","Novel","PI3K-Akt signaling pathway, Rap1 signaling pathway, MAPK signaling pathway, Ras signaling pathway, Regulation of actin cytoskeleton",6,"SH3GLB1, EFNA2, FGF9, FGF8, FGF10, SH3GLB2",0,NA,0,"",0,"",0
"207",2274,"FHL2",524,"HighConf","Novel","Osteoclast differentiation",2,"NCOA6, TAF1",0,NA,0,"",0,"",0
"208",2324,"FLT4",289,"MedConf","Novel","PI3K-Akt signaling pathway, Rap1 signaling pathway, Ras signaling pathway, Cytokine-cytokine receptor interaction, Focal adhesion",10,"EFNA2, FGF9, ITGA5, COL1A2, FGF8, FGF10, NRP2, PIK3R3, PXN, ITGB1",1,"PIK3R3",0,"",0,"",1
"209",8928,"FOXH1",462,"MedConf","Novel",NA,2,"SMAD1, SMAD4",0,NA,0,"",0,"",0
"210",2359,"FPR3",383,"MedConf","Novel",NA,19,"NMS, BDKRB1, OPRM1, SSTR4, CCR8, CXCR4, C5, GNAI3, HTR1A, PTGDR2, MTNR1B, CXCR3, NMUR2, DRD2, CXCL13, HCAR2, RGS20, DRD3, CXCL11",1,"CXCL11",0,"",0,"",1
"211",53822,"FXYD7",622,"HighConf","Novel",NA,3,"ATP1B2, ATP1A3, ATP1B3",0,NA,0,"",0,"",0
"212",84248,"FYTTD1",546,"MedConf","Novel",NA,1,"NXF1",0,NA,0,"",0,"",0
"213",2538,"G6PC",578,"MedConf","Novel","PI3K-Akt signaling pathway, Glucagon signaling pathway",5,"ALDOA, TKTL2, DERA, CREB1, CEBPD",0,NA,0,"",0,"",0
"214",9846,"GAB2",120,"MedConf","Novel","Ras signaling pathway, Osteoclast differentiation, Sphingolipid signaling pathway, Phospholipase D signaling pathway",8,"A2M, RAP1A, PDPK1, PIK3R3, IL3RA, IL3, EGFR, CCND3",1,"PIK3R3",0,"",0,"",1
"215",11345,"GABARAPL2",315,"MedConf","Novel","NOD-like receptor signaling pathway, Mitophagy - animal, Apelin signaling pathway",3,"GABRB2, GABRA5, GABRB3",0,NA,0,"",0,"",0
"216",2558,"GABRA5",390,"MedConf","Novel",NA,4,"GABRB3, GABARAPL2, DNM1, GABRB2",0,NA,0,"",0,"",0
"217",2561,"GABRB2",345,"HighConf","Novel","Serotonergic synapse",3,"GABRA5, GABRB3, GABARAPL2",0,NA,0,"",0,"",0
"218",2562,"GABRB3",614,"MedConf","Novel","Serotonergic synapse",3,"GABARAPL2, GABRA5, GABRB2",0,NA,0,"",0,"",0
"219",2625,"GATA3",482,"MedConf","Novel","Th17 cell differentiation",3,"SMAD4, RBPJ, STAT1",1,"STAT1",0,"",0,"",1
"220",2634,"GBP2",423,"MedConf","Novel","NOD-like receptor signaling pathway",7,"NCAM1, EGR1, IRF6, IRF9, MT2A, ICAM1, OASL",0,NA,0,"",0,"",0
"221",2646,"GCKR",205,"MedConf","Novel",NA,4,"NUP43, RANBP2, NUP155, NUP188",0,NA,0,"",0,"",0
"222",2689,"GH2",606,"MedConf","Novel","PI3K-Akt signaling pathway, Cytokine-cytokine receptor interaction",2,"IL3RA, IL21R",0,NA,0,"",0,"",0
"223",2691,"GHRH",341,"HighConf","Novel",NA,9,"GPBAR1, HTR6, PTGER2, DRD5, PTGIR, VIPR1, SCT, HRH2, ADRB2",0,NA,0,"",0,"",0
"224",51659,"GINS2",536,"HighConf","Novel",NA,3,"SSU72, MCM8, RBBP6",0,NA,0,"",0,"",0
"225",28964,"GIT1",223,"MedConf","Novel","Regulation of actin cytoskeleton",3,"ARHGEF6, CDC42, PXN",0,NA,0,"",0,"",0
"226",51053,"GMNN",441,"MedConf","Novel",NA,23,"UBB, PSMA4, PSMC4, PSMB2, PSMB1, PSMD6, PSMC2, PSMA1, PSMD2, PSMA7, PSMD3, PSMA5, PSMD11, PSMB4, PSMA6, PSMC1, PSMC5, PSMA3, PSMD7, PSMD1, PSMF1, PSMD12, MCM8",0,NA,0,"",0,"",0
"227",2769,"GNA15",316,"MedConf","Novel","Relaxin signaling pathway",19,"EDN1, TACR1, PLA2G4A, GNAT2, AVPR1A, NMS, BDKRB1, KISS1, PROK1, TRH, LTB4R, UTS2B, XCL2, GNRH2, TRPC6, NMUR2, GNG3, GNAO1, GNAI3",0,NA,0,"",0,"",0
"228",2773,"GNAI3",236,"MedConf","Novel","Rap1 signaling pathway, Leukocyte transendothelial migration, Chemokine signaling pathway, Serotonergic synapse, cAMP signaling pathway, Dopaminergic synapse, Relaxin signaling pathway, Renin secretion, Long-term depression, cGMP-PKG signaling pathway, Adrenergic signaling in cardiomyocytes, Sphingolipid signaling pathway, Platelet activation, Apelin signaling pathway, Estrogen signaling pathway",40,"GNAO1, CXCR4, PIK3R3, RGS9, ADRB2, C5, MAPK13, NMUR2, PRKX, CACNA1C, GNA15, CXCL13, MTNR1B, GNG10, CXCR3, EDN1, DRD2, DRD3, PLA2G4A, GNAT2, CXCL11, HTR1A, SSTR4, PTGDR2, HCAR2, RGS20, FPR3, NMS, BDKRB1, PLA2G4D, JMJD7-PLA2G4B, PDE1B, PF4, CCR8, GNG3, CX3CR1, EGFR, CDC42, PXN, OPRM1",3,"PIK3R3, MAPK13, CXCL11",0,"",0,"",3
"229",2775,"GNAO1",242,"MedConf","Novel","Rap1 signaling pathway, Serotonergic synapse, Dopaminergic synapse, Relaxin signaling pathway, Long-term depression, Estrogen signaling pathway",21,"CXCR4, PIK3R3, MAPK13, PRKX, CACNA1C, GNA15, CXCR3, EDN1, DRD2, DRD3, PLA2G4A, GNAT2, HTR1A, PLA2G4D, JMJD7-PLA2G4B, PDE6A, PF4, PXN, OPRM1, GNAI3, CDC42",2,"PIK3R3, MAPK13",0,"",0,"",2
"230",2780,"GNAT2",355,"HighConf","Novel",NA,8,"PDE6H, PDE6A, GNA15, OPRM1, GNAO1, GNAI3, RGS9, GNG3",0,NA,0,"",0,"",0
"231",10399,"GNB2L1",75,"MedConf","Novel",NA,11,"RPL32, RPL19, STAT1, TNFRSF1A, SMPD2, IK, ITGB1, UBB, RPS2, RPS8, RPL4",1,"STAT1",0,"",0,"",1
"232",2790,"GNG10",333,"MedConf","Novel","PI3K-Akt signaling pathway, Chemokine signaling pathway, Ras signaling pathway, Serotonergic synapse, Dopaminergic synapse, Relaxin signaling pathway, Apelin signaling pathway",11,"DRD2, DRD3, HTR1A, CACNA1C, PIK3R3, GNG3, MAPK13, MTNR1B, OPRM1, GNAI3, PRKX",2,"PIK3R3, MAPK13",0,"",0,"",2
"233",2785,"GNG3",235,"MedConf","Novel","PI3K-Akt signaling pathway, Chemokine signaling pathway, Ras signaling pathway, Serotonergic synapse, Dopaminergic synapse, Relaxin signaling pathway, Apelin signaling pathway",13,"GNAI3, PIK3R3, MAPK13, PRKX, CACNA1C, GNA15, MTNR1B, GNG10, DRD2, DRD3, GNAT2, HTR1A, OPRM1",2,"PIK3R3, MAPK13",0,"",0,"",2
"234",2797,"GNRH2",603,"MedConf","Novel","GnRH signaling pathway",13,"KISS1, BDKRB1, UTS2B, PROK1, XCL2, TRH, TACR1, NMUR2, NMS, LTB4R, EDN1, AVPR1A, GNA15",0,NA,0,"",0,"",0
"235",2806,"GOT2",349,"MedConf","Novel",NA,5,"LDHB, LDHAL6B, IL4I1, PC, IDH3B",0,NA,0,"",0,"",0
"236",151306,"GPBAR1",386,"HighConf","Novel",NA,9,"HTR6, PTGER2, DRD5, PTGIR, HRH2, SCT, ADRB2, GHRH, VIPR1",0,NA,0,"",0,"",0
"237",2878,"GPX3",379,"MedConf","Novel","Thyroid hormone synthesis",5,"GSTA3, ALOX15, GSTO1, MGST1, GSTP1",0,NA,0,"",0,"",0
"238",65983,"GRAMD3",387,"MedConf","Novel",NA,4,"REEP2, BIRC5, GTSE1, CYP2A6",0,NA,0,"",0,"",0
"239",116444,"GRIN3B",610,"MedConf","Novel","cAMP signaling pathway",1,"PRKX",0,NA,0,"",0,"",0
"240",2868,"GRK4",450,"MedConf","Novel","Chemokine signaling pathway",6,"CCR8, OPRM1, ADRB2, CXCR3, CXCR4, CX3CR1",0,NA,0,"",0,"",0
"241",2931,"GSK3A",569,"MedConf","Novel","Chemokine signaling pathway, Dopaminergic synapse",4,"WNT3A, PDPK1, PPP2R5A, GSKIP",0,NA,0,"",0,"",0
"242",51527,"GSKIP",196,"MedConf","Novel",NA,1,"GSK3A",0,NA,0,"",0,"",0
"243",2940,"GSTA3",589,"MedConf","Novel",NA,5,"GSTP1, GPX3, GSTO1, CYP2A6, MGST1",0,NA,0,"",0,"",0
"244",9446,"GSTO1",360,"MedConf","Novel",NA,5,"CYP2A6, GPX3, GSTA3, MGST1, GSTP1",0,NA,0,"",0,"",0
"245",2950,"GSTP1",260,"MedConf","Novel",NA,5,"MGST1, GSTO1, CYP2A6, GPX3, GSTA3",0,NA,0,"",0,"",0
"246",51512,"GTSE1",157,"MedConf","Novel",NA,4,"BIRC5, CYP2A6, GRAMD3, REEP2",0,NA,0,"",0,"",0
"247",2983,"GUCY1B3",326,"MedConf","Novel","Renin secretion, Long-term depression, cGMP-PKG signaling pathway, Platelet activation",8,"ITPA, PDE5A, PDE1B, PDE6H, PDE6A, POLR2J, POLR2F, TWISTNB",0,NA,0,"",0,"",0
"248",2998,"GYS2",443,"HighConf","Novel","PI3K-Akt signaling pathway, Glucagon signaling pathway",1,"UBB",0,NA,0,"",0,"",0
"249",55506,"H2AFY2",487,"MedConf","Novel",NA,1,"HDAC2",0,NA,0,"",0,"",0
"250",338442,"HCAR2",381,"MedConf","Novel","cAMP signaling pathway",19,"RGS20, FPR3, NMS, BDKRB1, SSTR4, CCR8, HTR1A, PTGDR2, CXCR3, MTNR1B, DRD3, OPRM1, DRD2, C5, CXCL11, CXCR4, GNAI3, CXCL13, NMUR2",1,"CXCL11",0,"",0,"",1
"251",3059,"HCLS1",146,"MedConf","Novel",NA,1,"DNM1",0,NA,0,"",0,"",0
"252",3066,"HDAC2",46,"HighConf","Novel","Thyroid hormone signaling pathway, Notch signaling pathway",25,"MBD2, CHD4, MTA2, RELA, MAX, SP1, PHF12, SAP30BP, SMAD4, SUFU, CREB1, SUZ12, MBD3, RUNX1, SIN3B, BCL11B, AIRE, PHF21A, PHC2, H2AFY2, MIER1, RERE, ELMSAN1, RREB1, RBPJ",1,"RELA",0,"",0,"",1
"253",23072,"HECW1",442,"MedConf","Novel",NA,22,"PSMD2, PSMD6, PSMC5, PSMB4, PSMB1, UBB, PSMA4, PSMB2, PSMD3, PSMD1, PSMA6, PSMC1, PSMD12, PSMD11, PSMC4, PSMC2, PSMA5, PSMD7, PSMA7, PSMA1, PSMA3, PSMF1",0,NA,0,"",0,"",0
"254",3009,"HIST1H1B",540,"MedConf","Novel",NA,1,"CCNE1",0,NA,0,"",0,"",0
"255",3181,"HNRNPA2B1",180,"HighConf","Novel",NA,19,"HNRNPH1, PTBP1, SRSF2, YBX1, PHF5A, SRSF1, SRSF3, CCAR1, HNRNPM, PAPOLA, PCF11, SF3B1, EFTUD2, SF3B6, SRRM1, POLR2F, POLR2J, SF3B2, SNRPD3",0,NA,0,"",0,"",0
"256",3187,"HNRNPH1",181,"MedConf","Novel",NA,21,"PTBP1, SRSF2, YBX1, PHF5A, SRSF1, SRSF3, CCAR1, HNRNPM, PAPOLA, PCF11, EFTUD2, SF3B1, POLR2J, MIS12, HNRNPA2B1, EGFR, SF3B2, SRRM1, SNRPD3, SF3B6, POLR2F",0,NA,0,"",0,"",0
