EntrezID,GeneSymbol,GeneMappingID,ConfidenceCategory,Group,Pathway,Allnet.count,Ntwrk.all
1080,CFTR,416,MedConf,Novel,cAMP signaling pathway,62,"DNM1, WNT5A, TF, AGFG1, APOB, EPN1, TACR1, CHRM2, TTYH3, GABRA6, GABRB2, GABRB3, GABRA5, GABRA2, EDN1, RNF185, SNX9, GABRE, PSMC4, ACTR2, PSMA3, PSMD7, PSMC1, PSMA6, PSMD11, PSMB1, PSMD3, PSMA5, PSMB4, PSMC2, PSMD6, PSMD1, PSMD2, PSMC5, PSMD12, PSMB5, PSMA7, PSMB2, PSMB9, PSMA1, VCP, PSMA4, RPS27A, UBB, CLTC, PRKAR2B, SYT1, RAB5A, EGFR, PSMF1, UBC, SCARB2, PIK3C2A, ITSN2, CLTA, AGT, ADRB2, DERL2, CLCN2, LDLR, SNX18, AAK1"
1108,CHD4,54,MedConf,Novel,,4,"HDAC2, SIN3A, SUV39H1, EHMT2"
27243,CHMP2A,428,MedConf,Novel,,2,"GABARAPL2, RANBP2"
1129,CHRM2,450,MedConf,Novel,"PI3K-Akt signaling pathway, Regulation of actin cytoskeleton, cAMP signaling pathway, Neuroactive ligand-receptor interaction",60,"CCR8, CXCR3, CXCR4, BDKRB1, TAS2R7, NPY, SSTR4, NMUR2, MTNR1B, CXCL13, PF4, PNOC, CXCL11, HTR1A, PTGDR2, FPR3, NPBWR2, NMS, HCAR2, OPRM1, RLN3, TAS2R50, S1PR2, GNA15, SNX9, GHRL, ACTR2, RPS27A, UBB, GNA11, CLTC, GNG3, SYT1, RAB5A, EGFR, GNG10, C5, UBC, SCARB2, PIK3C2A, ITSN2, GNAI3, CLTA, AGT, DRD2, CXCL8, ADRB2, LDLR, SNX18, AAK1, CFTR, DNM1, WNT5A, GNAO1, TF, AGFG1, APOB, EPN1, CXCR5, TACR1"
1137,CHRNA4,1034,HighConf,Novel,Neuroactive ligand-receptor interaction,3,"CHRND, CHRNB4, CHRNA5"
1138,CHRNA5,641,MedConf,Novel,Neuroactive ligand-receptor interaction,3,"CHRNA4, CHRND, CHRNB4"
1143,CHRNB4,640,MedConf,Novel,Neuroactive ligand-receptor interaction,3,"CHRNA5, CHRNA4, CHRND"
1144,CHRND,639,MedConf,Novel,Neuroactive ligand-receptor interaction,3,"CHRNB4, CHRNA5, CHRNA4"
26097,CHTOP,365,HighConf,Novel,,14,"NXT1, RANBP2, THOC1, THOC7, RAE1, NUP43, SRSF1, NXF1, SRRM1, SRSF2, SRSF3, THOC2, NUP155, NUP188"
1164,CKS2,731,MedConf,Novel,,1,CFL1
1181,CLCN2,391,MedConf,Novel,,7,"CFTR, GABRA6, GABRB2, GABRB3, GABRA5, GABRA2, GABRE"
7123,CLEC3B,869,MedConf,Novel,,2,"TGFB2, PF4"
64581,CLEC7A,808,MedConf,Novel,Phagosome,1,SYK
1211,CLTA,367,MedConf,Novel,Synaptic vesicle cycle,36,"ADRB2, LDLR, SNX18, AAK1, CFTR, DNM1, WNT5A, TF, AGFG1, APOB, EPN1, TACR1, CHRM2, HLA-DQA2, SNX9, ARHGAP5, ASAP1, ASAP2, CLVS1, ACTR2, KIF4A, RPS27A, UBB, CLTC, SYT1, RAB5A, EGFR, UBC, SEC31B, SCARB2, PIK3C2A, COPB1, ITSN2, ARCN1, GOSR2, TMED3"
1213,CLTC,189,MedConf,Novel,Synaptic vesicle cycle,36,"SYT1, RAB5A, EGFR, UBC, SCARB2, PIK3C2A, ITSN2, ATP1A3, CLTA, ADRB2, LDLR, SNX18, AAK1, CFTR, DNM1, WNT5A, TF, AGFG1, APOB, EPN1, TACR1, CHRM2, HLA-DQA2, IPO5, ZDHHC17, BLOC1S1, SNX9, CLVS1, RANBP2, ACTR2, HSP90B1, KIF4A, RPS27A, PHB2, UBB, NDUFB9"
157807,CLVS1,978,MedConf,Novel,,2,"CLTC, CLTA"
113540,CMTM1,673,MedConf,Novel,,1,HNRNPM
255919,CNEP1R1,890,MedConf,Novel,,2,"PPP2CB, PPP2R5A"
55571,CNOT11,687,MedConf,Novel,,3,"EIF4A1, EIF4G1, EIF4B"
1271,CNTFR,891,MedConf,Novel,"Cytokine-cytokine receptor interaction, Jak-STAT signaling pathway",12,"EPO, IFNA14, GH2, CSF2, PRL, IL22, IFNA13, THPO, IL3, IL12A, IL19, IFNA16"
57511,COG6,412,MedConf,Novel,,6,"DYNC1I1, DYNC2LI1, DYNC1H1, DCTN4, DYNC1I2, DYNLL1"
1300,COL10A1,554,MedConf,Novel,Protein digestion and absorption,11,"COL17A1, COL20A1, COL6A1, COL4A3, P4HB, PLOD3, COL4A2, CRTAP, LEPRE1, COL23A1, COL1A2"
1308,COL17A1,555,HighConf,Novel,Protein digestion and absorption,12,"COL20A1, COL6A1, COL4A3, P4HB, PLOD3, COL4A2, CRTAP, LEPRE1, COL23A1, COL1A2, ADAM9, COL10A1"
1278,COL1A2,552,HighConf,Novel,"PI3K-Akt signaling pathway, AGE-RAGE signaling pathway in diabetic complications, Focal adhesion, Relaxin signaling pathway, Protein digestion and absorption",23,"COL10A1, COL17A1, COL20A1, COL6A1, COL4A3, FLT4, ITGA1, TLL1, MSR1, P4HB, ITGB1, SMAD4, MAX, JUN, PLOD3, COL4A2, ITGA5, ITGAV, EDN1, CRTAP, LEPRE1, SP1, COL23A1"
57642,COL20A1,556,MedConf,Novel,,7,"COL6A1, COL4A3, PLOD3, COL4A2, COL1A2, COL10A1, COL17A1"
91522,COL23A1,546,HighConf,Novel,,8,"COL1A2, COL10A1, COL17A1, COL6A1, COL4A3, ITGB1, PLOD3, COL4A2"
1284,COL4A2,359,MedConf,Novel,"PI3K-Akt signaling pathway, AGE-RAGE signaling pathway in diabetic complications, Focal adhesion, Relaxin signaling pathway, Protein digestion and absorption",17,"ITGA5, ITGAV, NCAM1, CRTAP, LEPRE1, COL23A1, COL1A2, COL10A1, COL17A1, COL20A1, COL6A1, COL4A3, ITGA1, MSR1, P4HB, ITGB1, PLOD3"
1285,COL4A3,565,MedConf,Novel,"PI3K-Akt signaling pathway, AGE-RAGE signaling pathway in diabetic complications, Focal adhesion, Relaxin signaling pathway, Protein digestion and absorption",16,"ITGA1, P4HB, ITGB1, PLOD3, COL4A2, ITGA5, ITGAV, NCAM1, CRTAP, LEPRE1, COL23A1, COL1A2, COL10A1, COL17A1, COL20A1, COL6A1"
1291,COL6A1,557,MedConf,Novel,"PI3K-Akt signaling pathway, Focal adhesion, Protein digestion and absorption",16,"COL4A3, ITGA1, P4HB, ITGB1, PLOD3, COL4A2, ITGA5, ITGAV, NCAM1, CRTAP, LEPRE1, COL23A1, COL1A2, COL10A1, COL17A1, COL20A1"
1315,COPB1,338,HighConf,Novel,,11,"CLTA, DYNC1I1, DYNC2LI1, PSMD2, DYNC1H1, SF3B2, STX18, SF3B1, DCTN4, DYNC1I2, DYNLL1"
9318,COPS2,95,MedConf,Novel,,1,LAT
10987,COPS5,96,MedConf,Novel,,9,"LAT, EIF3A, EIF3J, EIF3B, EPO, JUN, EDN1, EIF3I, CREB1"
10980,COPS6,654,MedConf,Novel,,2,"RAE1, LAT"
50813,COPS7A,660,HighConf,Novel,,2,"PSMD12, LAT"
23406,COTL1,223,HighConf,Novel,,1,CFL1
1327,COX4I1,656,MedConf,Novel,,1,DBT
1385,CREB1,83,HighConf,Novel,"PI3K-Akt signaling pathway, Thyroid hormone synthesis, TNF signaling pathway, cAMP signaling pathway, Osteoclast differentiation, Vasopressin-regulated water reabsorption, Relaxin signaling pathway, Renin secretion, Insulin secretion, Adrenergic signaling in cardiomyocytes",15,"COPS5, MAPK13, PRKAR2B, ATF3, EPO, JUN, ARNT, RET, RBPJ, EDN1, ATF6B, CEBPD, PRKD1, G6PC, CREB3"
10488,CREB3,46,MedConf,Novel,"PI3K-Akt signaling pathway, Thyroid hormone synthesis, TNF signaling pathway, cAMP signaling pathway, Vasopressin-regulated water reabsorption, Relaxin signaling pathway, Insulin secretion, Adrenergic signaling in cardiomyocytes",4,"CREB1, ATF3, ATF6B, PRKD1"
10491,CRTAP,543,MedConf,Novel,,6,"COL1A2, COL10A1, COL17A1, COL6A1, COL4A3, COL4A2"
1436,CSF1R,354,HighConf,Novel,"PI3K-Akt signaling pathway, Cytokine-cytokine receptor interaction, Rap1 signaling pathway, Osteoclast differentiation, Ras signaling pathway, Hematopoietic cell lineage",11,"ITGAV, EFNA2, FGF9, EPN1, FGF10, FGF12, FGF8, SH3GLB2, SHC2, SPI1, SH3GLB1"
1437,CSF2,461,MedConf,Novel,"Cytokine-cytokine receptor interaction, TNF signaling pathway, Hematopoietic cell lineage, Fc epsilon RI signaling pathway, T cell receptor signaling pathway, Jak-STAT signaling pathway",18,"KRAS, IL3, IL3RA, IL12RB2, IL27RA, GAB2, CNTFR, PIK3R3, IKBKB, HDAC2, PTPN6, ITGB1, RELA, STAT1, JUN, IL21R, SYK, PDPK1"
53944,CSNK1G1,729,MedConf,Novel,,5,"YWHAH, SFN, ADRBK1, YWHAG, GSK3A"
1459,CSNK2A2,174,HighConf,Novel,NF-kappa B signaling pathway,7,"TOP2A, HCFC1, NCAPD2, NOP2, EIF3J, SIN3A, BHLHE40"
1490,CTGF,907,MedConf,Novel,,1,ITGAM
1500,CTNND1,396,HighConf,Novel,Rap1 signaling pathway,13,"PIP5K1C, PLEKHA7, CABLES1, CDH18, IGF2, PTPN6, CDH5, CDC42, VCL, EGFR, RAP1A, JUP, RET"
1509,CTSD,244,MedConf,Novel,Sphingolipid signaling pathway,6,"RAB5A, SCNN1G, AGT, HLA-DQA2, LDHB, HSP90B1"
83992,CTTNBP2,670,MedConf,Novel,,1,PPP2CB
1524,CX3CR1,491,MedConf,Novel,"Cytokine-cytokine receptor interaction, Chemokine signaling pathway",10,"CXCL13, PF4, CXCL11, XCL2, CCL13, CCL7, GRK4, ADRBK1, GNAI3, CXCL8"
6373,CXCL11,497,MedConf,Novel,"Toll-like receptor signaling pathway, Cytokine-cytokine receptor interaction, Chemokine signaling pathway",33,"HTR1A, PTGDR2, FPR3, NPBWR2, NMS, HCAR2, OPRM1, RLN3, TAS2R50, S1PR2, GNG3, GNG10, C5, GNAI3, AGT, DRD2, CXCL8, MAP2K6, CXCR5, CHRM2, CCR8, CXCR3, CXCR4, BDKRB1, TAS2R7, NPY, SSTR4, NMUR2, CX3CR1, MTNR1B, CXCL13, PF4, PNOC"
10563,CXCL13,494,MedConf,Novel,"Cytokine-cytokine receptor interaction, Chemokine signaling pathway",32,"PF4, PNOC, CXCL11, HTR1A, PTGDR2, FPR3, NPBWR2, NMS, HCAR2, OPRM1, RLN3, TAS2R50, S1PR2, GNG3, GNG10, C5, GNAI3, AGT, DRD2, CXCL8, CXCR5, CHRM2, CCR8, CXCR3, CXCR4, BDKRB1, TAS2R7, NPY, SSTR4, NMUR2, CX3CR1, MTNR1B"
3576,CXCL8,380,MedConf,Novel,"NF-kappa B signaling pathway, Toll-like receptor signaling pathway, Cytokine-cytokine receptor interaction, NOD-like receptor signaling pathway, Chemokine signaling pathway, AGE-RAGE signaling pathway in diabetic complications, RIG-I-like receptor signaling pathway",50,"DNM1, CXCR5, CHRM2, CCR8, CXCR3, CXCR4, BDKRB1, TAS2R7, NPY, SSTR4, NMUR2, CX3CR1, MTNR1B, CXCL13, PF4, PNOC, CXCL11, HTR1A, PTGDR2, FPR3, NPBWR2, NMS, HCAR2, OPRM1, RLN3, TAS2R50, S1PR2, GNA15, AVPR1A, HIST1H2BJ, HIST1H2BK, PARN, EXOSC5, EXOSC4, RPS27A, UBB, RELA, ADRBK1, GNG3, RAB5A, EGFR, JUN, GNG10, C5, UBC, EHMT2, GNAI3, AGT, EHMT1, DRD2"
2833,CXCR3,475,MedConf,Novel,"Cytokine-cytokine receptor interaction, Chemokine signaling pathway",38,"CXCR4, BDKRB1, TAS2R7, NPY, SSTR4, NMUR2, MTNR1B, CXCL13, PF4, PNOC, CXCL11, HTR1A, PTGDR2, FPR3, NPBWR2, NMS, HCAR2, OPRM1, RLN3, TAS2R50, S1PR2, XCL2, CCL13, CCL7, GRK4, ADRBK1, GNG3, GNG10, C5, GNAI3, AGT, DRD2, CXCL8, DNM1, GNAO1, CXCR5, CHRM2, CCR8"
7852,CXCR4,485,HighConf,Novel,"Cytokine-cytokine receptor interaction, Chemokine signaling pathway",44,"BDKRB1, TAS2R7, NPY, SSTR4, NMUR2, MTNR1B, CXCL13, PF4, PNOC, CXCL11, HTR1A, PTGDR2, FPR3, NPBWR2, NMS, HCAR2, OPRM1, RLN3, TAS2R50, S1PR2, XCL2, CCL13, CCL7, GRK4, PXN, CDC42, STAT1, ADRBK1, GNG3, GNG10, C5, ARNT, GNAI3, AGT, DRD2, CXCL8, ADRB2, DNM1, GNAO1, CXCR5, CHRM2, CCR8, EDN1, CXCR3"
643,CXCR5,448,MedConf,Novel,"Cytokine-cytokine receptor interaction, Chemokine signaling pathway",36,"CHRM2, CCR8, CXCR3, CXCR4, BDKRB1, TAS2R7, NPY, SSTR4, NMUR2, MTNR1B, CXCL13, PF4, PNOC, CXCL11, HTR1A, PTGDR2, FPR3, NPBWR2, NMS, HCAR2, OPRM1, RLN3, TAS2R50, S1PR2, XCL2, CCL13, CCL7, GRK4, ADRBK1, GNG3, GNG10, C5, GNAI3, AGT, DRD2, CXCL8"
1540,CYLD,770,HighConf,Novel,"Osteoclast differentiation, RIG-I-like receptor signaling pathway",8,"RIPK1, IKBKB, RPS27A, UBB, MAP3K7, STAT1, TNFRSF1A, UBC"
1629,DBT,87,MedConf,Novel,"Valine, leucine and isoleucine degradation",9,"ABAT, ACADSB, ALDH3A2, PDHA1, COX4I1, IVD, SDSL, DLD, PDHX"
54876,DCAF16,920,HighConf,Novel,,1,PLRG1
80067,DCAF17,919,MedConf,Novel,,1,PLRG1
1633,DCK,917,MedConf,Novel,,2,"PDE1B, PDE3B"
51164,DCTN4,220,MedConf,Novel,Vasopressin-regulated water reabsorption,23,"DYNC1I2, TMED10, ARF5, DYNLL1, COPB1, ARCN1, GOSR2, TMED3, RILP, DYNLT3, COG6, KIF18A, DYNC1I1, DYNC2LI1, HLA-DQA2, ANK2, BET1L, DNAI2, CCDC114, DNAH2, DYNC1H1, KIF4A, EIF4G1"
10212,DDX39A,7,HighConf,Novel,,17,"THOC7, RAE1, NUP43, SRSF1, EIF4B, NXF1, SRRM1, SRSF2, SRSF3, PABPC4, THOC2, NUP155, NUP188, NXT1, SLC7A9, RANBP2, THOC1"
1654,DDX3X,72,MedConf,Novel,RIG-I-like receptor signaling pathway,7,"PUS7, RBM39, SYNCRIP, MBD3, PRPF8, WDR61, UBL7"
51071,DERA,618,MedConf,Novel,,1,G6PC
51009,DERL2,390,MedConf,Novel,,1,CFTR
84649,DGAT2,883,MedConf,Novel,,1,PPAP2A
8526,DGKE,592,MedConf,Novel,,1,CEPT1
8525,DGKZ,593,MedConf,Novel,,1,CEPT1
56616,DIABLO,719,MedConf,Novel,,2,"IKBKB, BCL2L1"
27042,DIEXF,373,HighConf,Novel,,2,"RPP25, RPP40"
1738,DLD,70,MedConf,Novel,"Valine, leucine and isoleucine degradation",8,"ATP1B3, PDHX, DBT, ACADSB, PDHA1, IVD, AGXT, SDSL"
1745,DLX1,1051,MedConf,Novel,,1,SMAD4
146754,DNAH2,887,MedConf,Novel,,5,"DYNC1H1, DCTN4, DYNLL1, DYNC1I1, DYNC2LI1"
64446,DNAI2,885,MedConf,Novel,,5,"DYNC1H1, DCTN4, DYNLL1, DYNC1I1, DYNC2LI1"
3301,DNAJA1,211,MedConf,Novel,,5,"TRA2B, PSMD11, PSMC2, PSMC5, HSPA5"
55466,DNAJA4,662,HighConf,Novel,,4,"PSMD11, PSMC2, PSMC5, HSPA5"
10049,DNAJB6,830,MedConf,Novel,,1,HSPA5
1759,DNM1,418,MedConf,Novel,Synaptic vesicle cycle,39,"WNT5A, TF, AGFG1, APOB, EPN1, TACR1, CHRM2, GABRA6, GABRA5, GABRA2, EDN1, CXCR3, HLA-DQA2, CXCR4, TLR4, SNX9, JAG1, LY96, ACTR2, RPS27A, UBB, CLTC, SYT1, RAB5A, EGFR, RPE, UBC, HCLS1, SCARB2, ITSN2, CLTA, AGT, CXCL8, ADRB2, LDLR, SNX18, AAK1, CD14, CFTR"
10059,DNM1L,704,HighConf,Novel,"TNF signaling pathway, NOD-like receptor signaling pathway",1,PGAM5
1791,DNTT,1049,MedConf,Novel,Hematopoietic cell lineage,1,MAX
116092,DNTTIP1,730,MedConf,Novel,,3,"HDAC2, EIF2S1, SIN3A"
55619,DOCK10,1050,MedConf,Novel,,1,CDC42
80005,DOCK5,734,MedConf,Novel,,1,CDC42
83475,DOHH,692,MedConf,Novel,,1,EIF4B
1813,DRD2,370,MedConf,Novel,"Rap1 signaling pathway, cAMP signaling pathway, Neuroactive ligand-receptor interaction",38,"CXCL8, GNAO1, CXCR5, CHRM2, CCR8, CXCR3, CXCR4, BDKRB1, TAS2R7, NPY, SSTR4, NMUR2, MTNR1B, CXCL13, PF4, PNOC, CXCL11, HTR1A, PTGDR2, FPR3, NPBWR2, NMS, HCAR2, OPRM1, RLN3, TAS2R50, S1PR2, GHRL, SLC6A3, PPP2R5E, PPP2CB, ADRBK1, GNG3, GNG10, C5, PPP2R5A, GNAI3, AGT"
1816,DRD5,513,MedConf,Novel,"cAMP signaling pathway, Neuroactive ligand-receptor interaction",18,"P2RY11, VIPR1, MC2R, CALCR, RLN2, GPBAR1, HRH2, GNG3, GNG10, ADRB2, INSL3, SCT, RLN3, GHRH, PTGER2, GPR15, HTR6, PTGIR"
1840,DTX1,953,HighConf,Novel,Notch signaling pathway,6,"RPS27A, UBB, NCSTN, APH1A, UBC, NOTCH4"
11221,DUSP10,903,MedConf,Novel,MAPK signaling pathway,1,MAPK13
1847,DUSP5,904,HighConf,Novel,MAPK signaling pathway,1,MAPK13
1848,DUSP6,812,HighConf,Novel,MAPK signaling pathway,1,MAPK13
1849,DUSP7,689,MedConf,Novel,MAPK signaling pathway,1,MAPK13
1778,DYNC1H1,55,MedConf,Novel,"Vasopressin-regulated water reabsorption, Phagosome",43,"TUBA4A, KIF4A, CDC5L, PLK1, DCTN4, PRKAR2B, DYNC1I2, TMED10, ARF5, DYNLL1, MAX, YWHAG, TUBA1A, PLOD3, COPB1, ARCN1, GOSR2, TMED3, RILP, DYNLT3, COG6, KIF18A, DYNC1I1, DYNC2LI1, HLA-DQA2, SAP30BP, RANBP9, YARS, HEXIM1, CEP41, RPGRIP1L, CEP152, CEP250, ANK2, BET1L, DNAI2, CCDC114, DNAH2, B9D1, CEP89, CEP83, TMEM216, ZC3H4"
1780,DYNC1I1,441,MedConf,Novel,"Vasopressin-regulated water reabsorption, Phagosome",24,"DYNC2LI1, HLA-DQA2, ANK2, BET1L, DNAI2, CCDC114, DNAH2, DYNC1H1, TUBA4A, KIF4A, DCTN4, DYNC1I2, TMED10, ARF5, DYNLL1, TUBA1A, COPB1, ARCN1, GOSR2, TMED3, RILP, DYNLT3, COG6, KIF18A"
1781,DYNC1I2,227,MedConf,Novel,"Vasopressin-regulated water reabsorption, Phagosome",35,"TMED10, ARF5, DYNLL1, YWHAG, TUBA1A, COPB1, ARCN1, GOSR2, TMED3, RILP, DYNLT3, COG6, KIF18A, DYNC1I1, DYNC2LI1, HLA-DQA2, CEP41, RPGRIP1L, CEP152, CEP250, ANK2, BET1L, B9D1, CEP89, CEP83, TMEM216, PSMA2, PSMA5, CCAR1, DYNC1H1, TUBA4A, KIF4A, PLK1, DCTN4, PRKAR2B"
51626,DYNC2LI1,442,MedConf,Novel,Vasopressin-regulated water reabsorption,25,"HLA-DQA2, ANK2, BET1L, TCTEX1D1, WDR34, DNAI2, CCDC114, DNAH2, DYNC1H1, KIF4A, DCTN4, DYNC1I2, TMED10, ARF5, DYNLL1, COPB1, ARCN1, GOSR2, TMED3, RILP, DYNLT3, COG6, KIF18A, IFT122, DYNC1I1"
8655,DYNLL1,258,MedConf,Novel,Vasopressin-regulated water reabsorption,43,"YWHAG, TUBA1A, COPB1, ARCN1, GOSR2, TMED3, RILP, DYNLT3, COG6, KIF18A, IFT122, DYNC1I1, DYNC2LI1, HLA-DQA2, ATG13, AMOTL2, PPFIBP1, CEP41, RPGRIP1L, CEP152, CEP250, ANK2, BET1L, TCTEX1D1, WDR34, DNAI2, CCDC114, DNAH2, B9D1, CEP89, CEP83, TMEM216, DYNC1H1, TUBA4A, KIF4A, PLK1, DCTN4, PRKAR2B, DYNC1I2, CFL1, TMED10, ARF5, TRAF3IP3"
6990,DYNLT3,411,MedConf,Novel,,6,"DYNC1I1, DYNC2LI1, DYNC1H1, DCTN4, DYNC1I2, DYNLL1"
8291,DYSF,578,MedConf,Novel,,1,CAV3
1871,E2F3,631,MedConf,Novel,,5,"SPI1, CCND2, CCND3, MAX, CCNE1"
85403,EAF1,705,HighConf,Novel,,1,THOC7
55837,EAPP,122,MedConf,Novel,,1,CDC5L
10148,EBI3,963,MedConf,Novel,,4,"STAT1, IL12A, IL12RB2, IL27RA"
1893,ECM1,493,MedConf,Novel,,2,"PF4, TGFB2"
1896,EDA,646,MedConf,Novel,Cytokine-cytokine receptor interaction,1,EDAR
10913,EDAR,1053,MedConf,Novel,Cytokine-cytokine receptor interaction,1,EDA
1906,EDN1,474,MedConf,Novel,"TNF signaling pathway, AGE-RAGE signaling pathway in diabetic complications, Relaxin signaling pathway",37,"CXCR4, BDKRB1, NMUR2, NMS, P2RY11, MLNR, GNRH2, GNA15, PROK1, AVPR1A, TACR3, TRH, LTB4R, GPR4, UTS2B, KISS1, COL1A2, XCL2, PIK3R3, CREB1, COPS5, GNA11, PRKAR2B, ADRBK1, GNG3, EGFR, JUN, GNG10, ARNT, GNAI3, AGT, ADRB2, CFTR, DNM1, GNAO1, KALRN, TACR1"
9521,EEF1E1,680,MedConf,Novel,,1,ATP6V1B2
29904,EEF2K,901,MedConf,Novel,,1,MAPK13
1943,EFNA2,419,MedConf,Novel,"PI3K-Akt signaling pathway, Rap1 signaling pathway, Ras signaling pathway",9,"FLT4, EPHA6, EPHA10, NGFR, EGFR, FGFR3, PDGFRB, PDGFRA, CSF1R"
9343,EFTUD2,131,MedConf,Novel,Spliceosome,38,"HNRNPH1, BCAS2, SF3B6, SRRM1, SRSF2, IK, PRPF38A, SRSF3, POLR2J, POLR2F, CD2BP2, SNRPD3, PHF5A, SNRPC, TRA2B, LSM4, PPIH, GPKOW, PCF11, RANBP2, PRPF8, PRPF31, YBX1, CCAR1, HNRNPA2B1, PAPOLA, XAB2, HNRNPM, RANGAP1, PTBP1, SNW1, SF3B2, SF3B1, SRSF1, SFPQ, CDC5L, PLRG1, LSM6"
1956,EGFR,266,MedConf,Novel,"PI3K-Akt signaling pathway, Regulation of actin cytoskeleton, Cytokine-cytokine receptor interaction, MAPK signaling pathway, Rap1 signaling pathway, Focal adhesion, Relaxin signaling pathway, Ras signaling pathway, GnRH signaling pathway",60,"PDGFRB, UBC, SH3GLB1, SCARB2, PIK3C2A, ITSN2, PPP2R5A, GNAI3, PDGFRA, CLTA, CXCL8, ADRB2, LDLR, SNX18, AAK1, CTNND1, CFTR, DNM1, EFNA2, WNT5A, FGF9, TF, AGFG1, APOB, EPN1, TACR1, CHRM2, FGF10, KRAS, EDN1, FGF12, FGF8, ITGA1, CAV3, GAB2, PTK6, TSG101, EPS8, SH3GLB2, SNX9, SHC2, NRG4, TFF3, LRIG1, ZFYVE28, PPP2R5E, ACTR2, PPP2CB, PIK3R3, RPS27A, PXN, UBB, ITGB1, CLTC, CDC42, STAT1, ABI1, SYT1, PTK2B, RAB5A"
1958,EGR1,623,HighConf,Novel,AGE-RAGE signaling pathway in diabetic complications,6,"IRF6, GBP2, IRF9, OASL, ISG15, JUN"
1959,EGR2,711,HighConf,Novel,,1,JUN
79813,EHMT1,369,HighConf,Novel,Lysine degradation,9,"CXCL8, HIST1H2BJ, HIST1H2BK, RPS27A, UBB, RELA, PLOD3, UBC, EHMT2"
10919,EHMT2,316,HighConf,Novel,Lysine degradation,13,"EHMT1, CXCL8, HIST1H2BJ, HIST1H2BK, MTA2, CHD4, HDAC2, RPS27A, UBB, RELA, PLOD3, MBD3, UBC"
10209,EIF1,289,HighConf,RNA transport,RNA transport,10,"EIF4G2, EIF4A1, EIF3I, EIF2S3, EIF4G1, EIF3A, EIF3J, EIF3B, EIF2S1, EIF2S2"
5610,EIF2AK2,76,MedConf,Novel,,14,"EIF2S3, MAP3K7, ISG15, EIF2S1, EIF2S2, NFKBIB, STAT1, TOLLIP, TIRAP, CD14, OTUD5, TLR4, MYD88, LY96"
8891,EIF2B3,760,MedConf,RNA transport,RNA transport,3,"EIF2S3, EIF2S1, EIF2S2"
1965,EIF2S1,166,HighConf,RNA transport,RNA transport,33,"EIF2S2, EIF4H, MAX, EIF1, EIF4G2, RPL37, DNTTIP1, EIF2B3, RPL36AL, EIF4A1, YBX1, RPL23A, RPS2, EIF3I, EIF2AK2, RPS8, RPL19, EIF2S3, RPL26L1, RPS27A, RPL27, RPL4, RPLP2, RPL3, RPL24, RPL31, RPL3L, RPL32, EIF4G1, EIF4B, EIF3A, EIF3J, EIF3B"
8894,EIF2S2,167,HighConf,RNA transport,RNA transport,33,"EIF4H, EIF1, EIF4G2, RPL37, EIF2B3, RPL36AL, RD3, EIF4A1, RPL23A, RPS2, EIF3I, EIF2AK2, RPS8, RPL19, EIF2S3, RPL26L1, RPS27A, RPL27, RPL4, RPLP2, RPL3, RPL24, RPL31, RPL3L, RPL32, CDC5L, EIF4G1, EIF4B, EIF3A, EIF3J, EIF3B, C9orf72, EIF2S1"
1968,EIF2S3,79,MedConf,RNA transport,RNA transport,30,"RPL26L1, RPS27A, RPL27, RPL4, RPLP2, RPL3, RPL24, RPL31, RPL3L, RPL32, EIF4G1, EIF4B, EIF3A, EIF3J, EIF3B, EIF2S1, EIF2S2, EIF4H, EIF1, EIF4G2, RPL37, EIF2B3, RPL36AL, EIF4A1, RPL23A, RPS2, EIF3I, EIF2AK2, RPS8, RPL19"
8661,EIF3A,142,HighConf,RNA transport,RNA transport,30,"EIF3J, EIF3B, EIF2S1, EIF2S2, EIF4H, EIF1, EIF4G2, RPL37, RPL36AL, EIF4A1, RPL23A, RPS2, EIF3I, RPS8, RPL19, EIF2S3, PTBP1, RPL26L1, COPS5, RPS27A, RPL27, RPL4, RPLP2, RPL3, RPL24, RPL31, RPL3L, RPL32, EIF4G1, EIF4B"
8662,EIF3B,163,MedConf,RNA transport,RNA transport,30,"EIF2S1, EIF2S2, EIF4H, ATL3, EIF1, RPL37, RPL36AL, EIF4A1, RPL23A, RPS2, EIF3I, RPS8, RPL19, EIF2S3, RPL26L1, COPS5, RPS27A, RPL27, RPL4, RPLP2, RPL3, RPL24, RPL31, RPL3L, RPL32, EIF4G1, EIF4B, EIF3A, MSH2, EIF3J"
8668,EIF3I,73,MedConf,RNA transport,RNA transport,36,"RPS8, RPL19, EIF2S3, RPL26L1, COPS5, RPS27A, RPL27, RPL4, RPLP2, RPL3, RPL24, RPL31, RPL3L, RPL32, EIF4G1, EIF4B, EIF3A, EIF3J, EIF3B, SRRM1, EIF2S1, EIF2S2, EIF4H, TRA2B, EIF1, PAAF1, RPL37, RPL36AL, EIF4A1, PSMC4, PSMD7, YBX1, RPL23A, WIPI2, RPS2, SLC3A2"
8669,EIF3J,144,MedConf,RNA transport,RNA transport,29,"EIF3B, EIF2S1, EIF2S2, CSNK2A2, EIF4H, EIF1, RPL37, RPL36AL, EIF4A1, RPL23A, RPS2, EIF3I, RPS8, RPL19, EIF2S3, RPL26L1, COPS5, RPS27A, RPL27, RPL4, RPLP2, RPL3, RPL24, RPL31, RPL3L, RPL32, EIF4G1, EIF4B, EIF3A"
