EntrezID,GeneSymbol,InputCategory,TRIAGEhits,Pathway,InteractingGenes,NetworkGenePathways
1915,EEF1A1,MedConf,Yes,RNA transport,"RPS15A, RPL9, RPS18, RPS8, FBL, RPL18A, RPS23, RPL4, RPLP0, RPL7, RPL10, RPL27A, RPS10, RPS27, RPL7A, RPS4X, RPL10A, RPS6, NOP56, RPS20, RPL18, RPL17, RPL32, SSB, RPL37, ABCC2, GORASP2, ABTB1, RAB2A, RPL39L, RPL6, RANBP2","Ribosome (23), Ribosome biogenesis in eukaryotes (2), EGFR tyrosine kinase inhibitor resistance (1), HIF-1 signaling pathway (1), mTOR signaling pathway (1), PI3K-Akt signaling pathway (1), RNA transport (1)"
1950,EGF,HighConf,Yes,"EGFR tyrosine kinase inhibitor resistance, PI3K-Akt signaling pathway, Focal adhesion, Ras signaling pathway, Regulation of actin cytoskeleton, MAPK signaling pathway, HIF-1 signaling pathway, FoxO signaling pathway, Rap1 signaling pathway, ErbB signaling pathway, Phospholipase D signaling pathway","DVL2, CHRM2, VEGFD, FLT4, ADAM10, EDNRA, SERPINF2, NRG2, ZFYVE28, GRB2, PPP2R2A, UBE2D1, MTOR, CTTN, CDC42, JAK1, HIP1R, ARPC1A, HGS, ARPC5, EGFR, CD4, FLT1, PDGFRA, CFD, GAPVD1, AP2M1, EPS8, SH3GL3","PI3K-Akt signaling pathway (10), Focal adhesion (7), Ras signaling pathway (7), EGFR tyrosine kinase inhibitor resistance (6), Rap1 signaling pathway (6), Regulation of actin cytoskeleton (6), ErbB signaling pathway (4), MAPK signaling pathway (4), Phospholipase D signaling pathway (4), HIF-1 signaling pathway (3), mTOR signaling pathway (3), Relaxin signaling pathway (3), T cell receptor signaling pathway (3), FoxO signaling pathway (2), Autophagy - animal (1), Notch signaling pathway (1)"
1956,EGFR,HighConf,Yes,"EGFR tyrosine kinase inhibitor resistance, PI3K-Akt signaling pathway, Focal adhesion, Ras signaling pathway, Regulation of actin cytoskeleton, MAPK signaling pathway, HIF-1 signaling pathway, FoxO signaling pathway, Relaxin signaling pathway, Rap1 signaling pathway, ErbB signaling pathway, Phospholipase D signaling pathway","CD4, PDGFRA, GAPVD1, AP2M1, EPS8, SH3GL3, FGF2, EGF, LPAR1, DVL2, CHRM2, VEGFD, FGF9, EDNRA, FGF19, SHC4, FGF14, CAV2, NRG2, ZFYVE28, GRB2, PPP2R2A, UBE2D1, MTOR, CTTN, CDC42, JAK1, HIP1R, ARPC1A, HGS, ARPC5","PI3K-Akt signaling pathway (13), Ras signaling pathway (10), Regulation of actin cytoskeleton (10), Rap1 signaling pathway (9), EGFR tyrosine kinase inhibitor resistance (8), MAPK signaling pathway (8), Focal adhesion (7), Phospholipase D signaling pathway (6), ErbB signaling pathway (5), mTOR signaling pathway (3), Relaxin signaling pathway (3), T cell receptor signaling pathway (3), FoxO signaling pathway (2), HIF-1 signaling pathway (2), Autophagy - animal (1), Notch signaling pathway (1)"
112399,EGLN3,MedConf,Yes,HIF-1 signaling pathway,,
1959,EGR2,MedConf,Yes,,"EP300, NFATC3, POLR2J","FoxO signaling pathway (1), HIF-1 signaling pathway (1), MAPK signaling pathway (1), Notch signaling pathway (1), Pyrimidine metabolism (1), RNA polymerase (1), T cell receptor signaling pathway (1)"
79813,EHMT1,MedConf,Yes,Lysine degradation,"UBE2D1, RELA, PLOD1, PLOD3, ANAPC11","Lysine degradation (2), HIF-1 signaling pathway (1), MAPK signaling pathway (1), PI3K-Akt signaling pathway (1), Ras signaling pathway (1), Relaxin signaling pathway (1), T cell receptor signaling pathway (1)"
1964,EIF1AX,MedConf,Yes,RNA transport,"RPS6, RPS20, RPL18, RPL17, RPL32, EIF3G, EIF3H, EIF4E, RPL37, FLII, ERC2, RPL39L, RPL6, RPS15A, RPL9, RPS18, EIF3I, RPS8, RPL18A, RPS23, RPL4, RPLP0, RPL7, RPL10, RPL27A, RPS10, RPS27, RPL7A, RPS4X, RPL10A","Ribosome (23), RNA transport (4), EGFR tyrosine kinase inhibitor resistance (2), HIF-1 signaling pathway (2), mTOR signaling pathway (2), PI3K-Akt signaling pathway (2)"
9451,EIF2AK3,MedConf,Yes,Autophagy - animal,,
1967,EIF2B1,MedConf,Yes,RNA transport,"LYPLA2, ARF1",Phospholipase D signaling pathway (1)
8666,EIF3G,MedConf,Yes,RNA transport,"EIF3H, EIF4E, RPL37, RPL39L, RPL6, RPS15A, RPL9, RPS18, EIF3I, RPS8, RPL18A, RPS23, RPL4, RPLP0, RPL7, RPL10, RPL27A, RPS10, RPS27, RPL7A, RPS4X, RPL10A, EIF1AX, RPS6, RPS20, RPL18, RPL17, RPL32, PAIP1","Ribosome (23), RNA transport (5), EGFR tyrosine kinase inhibitor resistance (2), HIF-1 signaling pathway (2), mTOR signaling pathway (2), PI3K-Akt signaling pathway (2)"
8667,EIF3H,HighConf,Yes,RNA transport,"EIF4E, ARPC5, CSNK2A2, RPL37, NUMA1, RPL39L, RPL6, RPS15A, RPL9, RPS18, EIF3I, RPS8, RPL18A, RPS23, RPL4, RPLP0, RPL7, RPL10, RPL27A, RPS10, RPS27, RPL7A, RPS4X, RPL10A, EIF1AX, RPS6, RPS20, RPL18, RPL17, RPL32, EIF3G","Ribosome (23), RNA transport (4), EGFR tyrosine kinase inhibitor resistance (2), HIF-1 signaling pathway (2), mTOR signaling pathway (2), PI3K-Akt signaling pathway (2), Regulation of actin cytoskeleton (1), Ribosome biogenesis in eukaryotes (1)"
8668,EIF3I,MedConf,Yes,RNA transport,"RPS8, RPL18A, RPS23, RPL4, RPLP0, RPL7, RPL10, RPL27A, RPS10, RPS27, RPL7A, RPS4X, RPL10A, EIF1AX, RPS6, RPS20, RPL18, RPL17, RPL32, EIF3G, EIF3H, EIF4E, RPL37, NUMA1, TMED2, RPL39L, RPL6, RPS15A, RPL9, RPS18","Ribosome (23), RNA transport (4), EGFR tyrosine kinase inhibitor resistance (2), HIF-1 signaling pathway (2), mTOR signaling pathway (2), PI3K-Akt signaling pathway (2)"
1977,EIF4E,MedConf,Yes,"RNA transport, EGFR tyrosine kinase inhibitor resistance, PI3K-Akt signaling pathway, mTOR signaling pathway, HIF-1 signaling pathway","NCBP2, NUP155, NUP85, NUP160, NUP88, NUP62, NUP54, RPS6KB1, RRAGB, RPL37, EIF4EBP2, RPL39L, RPL6, RANBP2, RPS15A, RPL9, RPS18, EIF3I, RPS8, RPL18A, RPS23, RPL4, RPLP0, RPL7, RPL10, RPL27A, RPS10, RPS27, RPL7A, RPS4X, RPL10A, EIF1AX, RPS6, RPS20, RPL18, RPL17, RPL32, NUP107, NUP133, NUP153, PAIP1, EIF3G, MTOR, EIF3H","Ribosome (23), RNA transport (17), mTOR signaling pathway (4), Autophagy - animal (3), EGFR tyrosine kinase inhibitor resistance (3), HIF-1 signaling pathway (3), PI3K-Akt signaling pathway (3), ErbB signaling pathway (2), Phospholipase D signaling pathway (1), Spliceosome (1)"
1979,EIF4EBP2,MedConf,Yes,RNA transport,"MTOR, EIF4E","EGFR tyrosine kinase inhibitor resistance (2), HIF-1 signaling pathway (2), mTOR signaling pathway (2), PI3K-Akt signaling pathway (2), Autophagy - animal (1), ErbB signaling pathway (1), Phospholipase D signaling pathway (1), RNA transport (1)"
1994,ELAVL1,MedConf,Yes,,"POLR2J, NCBP2, CHERP, SLU7, PRPF3, RBM22, SF3A2, HNRNPU, SNRPA1, SF3B3, PRPF40A, LSM3, LSM2, XPO1, SNRPB, SF3A1","Spliceosome (14), RNA transport (2), Pyrimidine metabolism (1), Ribosome biogenesis in eukaryotes (1), RNA polymerase (1)"
64100,ELSPBP1,MedConf,Yes,,MEF2C,MAPK signaling pathway (1)
5167,ENPP1,MedConf,Yes,Pyrimidine metabolism,"GYS1, COL4A4","PI3K-Akt signaling pathway (2), Focal adhesion (1), Relaxin signaling pathway (1)"
956,ENTPD3,MedConf,Yes,Pyrimidine metabolism,"POLR3A, TWISTNB, POLR2J, POLR3F, ZNRD1, POLR3D, CMPK1, PDE2A, GMPR, AK7","Pyrimidine metabolism (7), RNA polymerase (6)"
2033,EP300,MedConf,Yes,"HIF-1 signaling pathway, FoxO signaling pathway, Notch signaling pathway","HDAC7, CSF2, MAML1, CRTC2, MEF2C, CITED1, HDAC10, BRPF1, LPL, AJUBA, HOXB1, GATA3, HDAC1, GCK, USP7, UBE2D1, TWISTNB, KAT2A, RPA2, RELA, POLR2J, AKT1, ZNRD1, SPEN, MED14, MED6, MED4, MED27, MED28, MED7, CREB5, MMP1, DNAJB1, EGR2, ERCC3, TFDP2, NCOR2","Notch signaling pathway (4), PI3K-Akt signaling pathway (4), Relaxin signaling pathway (4), MAPK signaling pathway (3), Pyrimidine metabolism (3), RNA polymerase (3), T cell receptor signaling pathway (3), FoxO signaling pathway (2), HIF-1 signaling pathway (2), Ras signaling pathway (2), Autophagy - animal (1), EGFR tyrosine kinase inhibitor resistance (1), ErbB signaling pathway (1), Focal adhesion (1), mTOR signaling pathway (1), Phospholipase D signaling pathway (1), Rap1 signaling pathway (1)"
7957,EPM2A,MedConf,Yes,,GYS1,PI3K-Akt signaling pathway (1)
2059,EPS8,HighConf,Yes,,"EGF, CDC42, EGFR","Focal adhesion (3), MAPK signaling pathway (3), Rap1 signaling pathway (3), Ras signaling pathway (3), Regulation of actin cytoskeleton (3), EGFR tyrosine kinase inhibitor resistance (2), ErbB signaling pathway (2), FoxO signaling pathway (2), HIF-1 signaling pathway (2), Phospholipase D signaling pathway (2), PI3K-Akt signaling pathway (2), Relaxin signaling pathway (1), T cell receptor signaling pathway (1)"
26059,ERC2,MedConf,Yes,,EIF1AX,RNA transport (1)
2071,ERCC3,HighConf,Yes,,"EP300, USP7, TWISTNB, POLR2J, NCBP2, TGFBR2, ZNRD1","FoxO signaling pathway (3), Pyrimidine metabolism (3), RNA polymerase (3), HIF-1 signaling pathway (1), MAPK signaling pathway (1), Notch signaling pathway (1), Relaxin signaling pathway (1), RNA transport (1), Spliceosome (1)"
2107,ETF1,HighConf,Yes,,"RPL18A, RPS23, RPL4, RPLP0, RPL7, RPL10, RPL27A, RPS10, RPS27, RPL7A, RPS4X, RPL10A, RPS6, RPS20, RPL18, RPL17, RPL32, PPP2R2A, NCBP2, RPL37, RPL6, RPS15A, RPL9, RPS18, RPS8","Ribosome (23), PI3K-Akt signaling pathway (2), EGFR tyrosine kinase inhibitor resistance (1), HIF-1 signaling pathway (1), mTOR signaling pathway (1), RNA transport (1), Spliceosome (1)"
23474,ETHE1,HighConf,Yes,,IDH1,Citrate cycle (TCA cycle) (1)
51010,EXOSC3,HighConf,Yes,,"HEATR1, IMP4, RPL37, RPL6, RPL9, FBL, RPL18A, RPL4, RPLP0, RPL7, RPL10, RPL27A, RPL7A, RPL10A, RPS6, NOP56, RPL18, RPL17, NOP58, RPL32, UTP14A","Ribosome (15), Ribosome biogenesis in eukaryotes (6), EGFR tyrosine kinase inhibitor resistance (1), HIF-1 signaling pathway (1), mTOR signaling pathway (1), PI3K-Akt signaling pathway (1)"
56915,EXOSC5,HighConf,Yes,,"RPL9, FBL, RPL18A, RPL4, RPLP0, RPL7, RPL10, RPL27A, RPL7A, RPL10A, RPS6, NOP56, RPL18, RPL17, NOP58, RPL32, UTP14A, HEATR1, IMP4, RPL37, RPL6","Ribosome (15), Ribosome biogenesis in eukaryotes (6), EGFR tyrosine kinase inhibitor resistance (1), HIF-1 signaling pathway (1), mTOR signaling pathway (1), PI3K-Akt signaling pathway (1)"
5393,EXOSC9,MedConf,Yes,,"RPL9, FBL, RPL18A, RPL4, RPLP0, RPL7, RPL10, RPL27A, RPL7A, RPL10A, RPS6, NOP56, RPL18, RPL17, NOP58, RPL32, UTP14A, HEATR1, IMP4, RPL37, RPL6","Ribosome (15), Ribosome biogenesis in eukaryotes (6), EGFR tyrosine kinase inhibitor resistance (1), HIF-1 signaling pathway (1), mTOR signaling pathway (1), PI3K-Akt signaling pathway (1)"
2091,FBL,MedConf,Yes,Ribosome biogenesis in eukaryotes,"RPL18A, RPS23, RPL4, RPL7, RPS10, RPS27, RPS4X, RPS6, NOP56, RPS20, RPL18, RPL17, NOP58, UTP14A, RSL1D1, EXOSC3, MPHOSPH6, HEATR1, IMP4, RSL24D1, DDX49, RPL6, EEF1A1, RPS15A, EXOSC9, EXOSC5, RPL9, PRPF3, RPS18, RPS8","Ribosome (17), Ribosome biogenesis in eukaryotes (5), EGFR tyrosine kinase inhibitor resistance (1), HIF-1 signaling pathway (1), mTOR signaling pathway (1), PI3K-Akt signaling pathway (1), RNA transport (1), Spliceosome (1)"
54850,FBXL12,MedConf,Yes,,ATG7,Autophagy - animal (1)
23014,FBXO21,HighConf,Yes,,ATG7,Autophagy - animal (1)
23291,FBXW11,HighConf,Yes,,"RELA, ATG7","Autophagy - animal (1), HIF-1 signaling pathway (1), MAPK signaling pathway (1), PI3K-Akt signaling pathway (1), Ras signaling pathway (1), Relaxin signaling pathway (1), T cell receptor signaling pathway (1)"
2205,FCER1A,MedConf,Yes,Phospholipase D signaling pathway,"GRB2, LCP2, SPHK1","Phospholipase D signaling pathway (2), T cell receptor signaling pathway (2), EGFR tyrosine kinase inhibitor resistance (1), ErbB signaling pathway (1), Focal adhesion (1), FoxO signaling pathway (1), MAPK signaling pathway (1), mTOR signaling pathway (1), PI3K-Akt signaling pathway (1), Rap1 signaling pathway (1), Ras signaling pathway (1), Relaxin signaling pathway (1)"
2259,FGF14,MedConf,Yes,"PI3K-Akt signaling pathway, Ras signaling pathway, Regulation of actin cytoskeleton, MAPK signaling pathway, Rap1 signaling pathway","EGFR, FLT1, PDGFRA, FLT4","Focal adhesion (4), PI3K-Akt signaling pathway (4), Rap1 signaling pathway (4), Ras signaling pathway (4), EGFR tyrosine kinase inhibitor resistance (2), HIF-1 signaling pathway (2), MAPK signaling pathway (2), Phospholipase D signaling pathway (2), Regulation of actin cytoskeleton (2), ErbB signaling pathway (1), FoxO signaling pathway (1), Relaxin signaling pathway (1)"
9965,FGF19,MedConf,Yes,"PI3K-Akt signaling pathway, Ras signaling pathway, Regulation of actin cytoskeleton, MAPK signaling pathway, Rap1 signaling pathway","EGFR, FLT1, PDGFRA, FGF2, FGF9, FLT4","PI3K-Akt signaling pathway (6), Rap1 signaling pathway (6), Ras signaling pathway (6), Focal adhesion (4), MAPK signaling pathway (4), Regulation of actin cytoskeleton (4), EGFR tyrosine kinase inhibitor resistance (3), HIF-1 signaling pathway (2), Phospholipase D signaling pathway (2), ErbB signaling pathway (1), FoxO signaling pathway (1), Relaxin signaling pathway (1)"
2247,FGF2,MedConf,Yes,"EGFR tyrosine kinase inhibitor resistance, PI3K-Akt signaling pathway, Ras signaling pathway, Regulation of actin cytoskeleton, MAPK signaling pathway, Rap1 signaling pathway","FGF9, FLT4, FGF19, POLR2J, NCBP2, EGFR, FLT1, PDGFRA, MYO18A","PI3K-Akt signaling pathway (6), Rap1 signaling pathway (6), Ras signaling pathway (6), Focal adhesion (4), MAPK signaling pathway (4), Regulation of actin cytoskeleton (4), EGFR tyrosine kinase inhibitor resistance (2), HIF-1 signaling pathway (2), Phospholipase D signaling pathway (2), ErbB signaling pathway (1), FoxO signaling pathway (1), Pyrimidine metabolism (1), Relaxin signaling pathway (1), RNA polymerase (1), RNA transport (1), Spliceosome (1)"
2254,FGF9,MedConf,Yes,"PI3K-Akt signaling pathway, Ras signaling pathway, Regulation of actin cytoskeleton, MAPK signaling pathway, Rap1 signaling pathway","FLT4, FGF19, EGFR, FLT1, PDGFRA, MYO18A, FGF2","PI3K-Akt signaling pathway (6), Rap1 signaling pathway (6), Ras signaling pathway (6), Focal adhesion (4), MAPK signaling pathway (4), Regulation of actin cytoskeleton (4), EGFR tyrosine kinase inhibitor resistance (3), HIF-1 signaling pathway (2), Phospholipase D signaling pathway (2), ErbB signaling pathway (1), FoxO signaling pathway (1), Relaxin signaling pathway (1)"
2314,FLII,HighConf,Yes,,EIF1AX,RNA transport (1)
2318,FLNC,MedConf,Yes,"Focal adhesion, MAPK signaling pathway","ITGA4, NUP133","Focal adhesion (1), PI3K-Akt signaling pathway (1), Regulation of actin cytoskeleton (1), RNA transport (1)"
2321,FLT1,MedConf,Yes,"PI3K-Akt signaling pathway, Focal adhesion, Ras signaling pathway, HIF-1 signaling pathway, Rap1 signaling pathway","SH3GL3, FGF2, EGF, VEGFD, FGF9, FLT4, FGF19, SHC4, FGF14, GRB2, ACTA1","Ras signaling pathway (9), PI3K-Akt signaling pathway (8), Rap1 signaling pathway (7), MAPK signaling pathway (6), Focal adhesion (5), Regulation of actin cytoskeleton (5), EGFR tyrosine kinase inhibitor resistance (4), ErbB signaling pathway (3), Phospholipase D signaling pathway (3), Relaxin signaling pathway (3), FoxO signaling pathway (2), HIF-1 signaling pathway (1), mTOR signaling pathway (1), T cell receptor signaling pathway (1)"
2324,FLT4,MedConf,Yes,"PI3K-Akt signaling pathway, Focal adhesion, Ras signaling pathway, Rap1 signaling pathway","FGF19, SHC4, FGF14, GRB2, ACTA1, FLT1, FGF2, EGF, ITGA4, VEGFD, FGF9","PI3K-Akt signaling pathway (9), Ras signaling pathway (9), Rap1 signaling pathway (7), Focal adhesion (6), MAPK signaling pathway (6), Regulation of actin cytoskeleton (6), EGFR tyrosine kinase inhibitor resistance (4), ErbB signaling pathway (3), Phospholipase D signaling pathway (3), Relaxin signaling pathway (3), FoxO signaling pathway (2), HIF-1 signaling pathway (2), mTOR signaling pathway (1), T cell receptor signaling pathway (1)"
8323,FZD6,MedConf,Yes,mTOR signaling pathway,"WNT10A, GNG2, DVL2, WNT1, WNT11","mTOR signaling pathway (4), Notch signaling pathway (1), PI3K-Akt signaling pathway (1), Ras signaling pathway (1), Relaxin signaling pathway (1)"
11345,GABARAPL2,HighConf,Yes,"FoxO signaling pathway, Autophagy - animal","GABRP, GABRA2, MAP1LC3A, ATG7, ATG12","Autophagy - animal (2), FoxO signaling pathway (1)"
2550,GABBR1,MedConf,Yes,,"GNG2, LPAR1, CHRM2, RXFP3","PI3K-Akt signaling pathway (3), Relaxin signaling pathway (2), Phospholipase D signaling pathway (1), Rap1 signaling pathway (1), Ras signaling pathway (1), Regulation of actin cytoskeleton (1)"
2555,GABRA2,MedConf,Yes,,GABARAPL2,"Autophagy - animal (1), FoxO signaling pathway (1)"
2568,GABRP,MedConf,Yes,,GABARAPL2,"Autophagy - animal (1), FoxO signaling pathway (1)"
26130,GAPVD1,HighConf,Yes,,"EGF, DVL2, CHRM2, ARPC1A, ARPC5, EGFR, CD4","Regulation of actin cytoskeleton (5), PI3K-Akt signaling pathway (3), EGFR tyrosine kinase inhibitor resistance (2), ErbB signaling pathway (2), Focal adhesion (2), FoxO signaling pathway (2), HIF-1 signaling pathway (2), MAPK signaling pathway (2), Phospholipase D signaling pathway (2), Rap1 signaling pathway (2), Ras signaling pathway (2), mTOR signaling pathway (1), Notch signaling pathway (1), Relaxin signaling pathway (1), T cell receptor signaling pathway (1)"
2625,GATA3,MedConf,Yes,,"EP300, MAML1","Notch signaling pathway (2), FoxO signaling pathway (1), HIF-1 signaling pathway (1)"
8729,GBF1,MedConf,Yes,,ARF1,Phospholipase D signaling pathway (1)
2645,GCK,HighConf,Yes,,"NUP107, NUP133, NUP153, NUP155, NUP85, NUP160, NUP88, NUP62, EP300, NUP54, RANBP2","RNA transport (10), FoxO signaling pathway (1), HIF-1 signaling pathway (1), Notch signaling pathway (1)"
8487,GEMIN2,HighConf,Yes,RNA transport,"RANBP2, NUP107, NUP133, NUP153, CLNS1A, SNRPB, NCBP2, NUP155, NUP85, NUP160, NUP88, NUP62, NUP54","RNA transport (12), Spliceosome (2)"
2690,GHR,MedConf,Yes,PI3K-Akt signaling pathway,"CSF2, IFNL1, IL17D, JAK1","EGFR tyrosine kinase inhibitor resistance (1), PI3K-Akt signaling pathway (1), T cell receptor signaling pathway (1)"
2733,GLE1,MedConf,Yes,,"RANBP2, NUP107, NUP153",RNA transport (3)
2766,GMPR,MedConf,Yes,,ENTPD3,Pyrimidine metabolism (1)
54331,GNG2,MedConf,Yes,"PI3K-Akt signaling pathway, Ras signaling pathway, Relaxin signaling pathway","C5AR1, LPAR1, WNT11, CHRM2, CXCR4, MTNR1A, HTR1F, RXFP3, FZD6, EDNRA, TSHR, NPBWR1, AGTR2, GABBR1, OPRM1, IAPP, TSHB, TAAR8, CRH, TRH, TAC1, XCL1, KCNJ4, OPN1SW, CCT3, ARHGEF12, CDC42, AKT1, KCNJ3, HRH2, C3","mTOR signaling pathway (3), PI3K-Akt signaling pathway (3), Rap1 signaling pathway (3), Regulation of actin cytoskeleton (3), Focal adhesion (2), MAPK signaling pathway (2), Phospholipase D signaling pathway (2), Ras signaling pathway (2), Relaxin signaling pathway (2), T cell receptor signaling pathway (2), Autophagy - animal (1), EGFR tyrosine kinase inhibitor resistance (1), ErbB signaling pathway (1), FoxO signaling pathway (1), HIF-1 signaling pathway (1)"
26003,GORASP2,MedConf,Yes,,EEF1A1,RNA transport (1)
9527,GOSR1,MedConf,Yes,,MAN2A1,N-Glycan biosynthesis (1)
9570,GOSR2,HighConf,Yes,,ARF1,Phospholipase D signaling pathway (1)
8733,GPAA1,MedConf,Yes,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,PIGK,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis (1)
51184,GPN3,MedConf,Yes,,"POLR3D, POLR3A","Pyrimidine metabolism (2), RNA polymerase (2)"
2874,GPS2,MedConf,Yes,,NCOR2,Notch signaling pathway (1)
2885,GRB2,MedConf,Yes,"EGFR tyrosine kinase inhibitor resistance, PI3K-Akt signaling pathway, Focal adhesion, Ras signaling pathway, mTOR signaling pathway, MAPK signaling pathway, T cell receptor signaling pathway, FoxO signaling pathway, Relaxin signaling pathway, ErbB signaling pathway, Phospholipase D signaling pathway","MTOR, MAP1LC3A, COPS6, AKT1, JAK1, HGS, EGFR, PTEN, FLT1, PDGFRA, RPS6KB1, EGF, LCP2, CSF2, VEGFD, FLT4, COPS4, COPS8, COPS7B, FCER1A, SHC4, SH2B3, SSH1, ZFYVE28","PI3K-Akt signaling pathway (11), EGFR tyrosine kinase inhibitor resistance (9), Focal adhesion (9), Rap1 signaling pathway (8), Ras signaling pathway (8), Phospholipase D signaling pathway (7), ErbB signaling pathway (6), HIF-1 signaling pathway (6), Autophagy - animal (4), FoxO signaling pathway (4), MAPK signaling pathway (4), mTOR signaling pathway (4), Regulation of actin cytoskeleton (4), Relaxin signaling pathway (4), T cell receptor signaling pathway (3)"
2997,GYS1,MedConf,Yes,PI3K-Akt signaling pathway,"OGT, ENPP1, PPP1R3F, NHLRC1, EPM2A",Pyrimidine metabolism (1)
3030,HADHA,MedConf,Yes,"Lysine degradation, Propanoate metabolism","PLOD3, ACAT2, MECR, HIBCH","Lysine degradation (2), Propanoate metabolism (2), Pyruvate metabolism (1)"
3065,HDAC1,MedConf,Yes,Notch signaling pathway,"POLR3A, NUP153, XPO1, BTRC, KAT2A, RELA, SUV39H1, NUP62, TAF6L, PHF12, TFDP2, NCOR2, EP300, HDAC7, MAML1, BCL9, HDAC10, BRPF1, BAHD1, TGIF2, RANBP2, RANGAP1","RNA transport (5), Notch signaling pathway (4), HIF-1 signaling pathway (2), FoxO signaling pathway (1), Lysine degradation (1), MAPK signaling pathway (1), PI3K-Akt signaling pathway (1), Pyrimidine metabolism (1), Ras signaling pathway (1), Relaxin signaling pathway (1), Ribosome biogenesis in eukaryotes (1), RNA polymerase (1), T cell receptor signaling pathway (1)"
83933,HDAC10,MedConf,Yes,,"HDAC1, KAT2A, NCOR2, EP300, MAML1","Notch signaling pathway (5), FoxO signaling pathway (1), HIF-1 signaling pathway (1)"
51564,HDAC7,MedConf,Yes,,"MAML1, HDAC1, KAT2A, NCOR2, EP300","Notch signaling pathway (5), FoxO signaling pathway (1), HIF-1 signaling pathway (1)"
55127,HEATR1,HighConf,Yes,Ribosome biogenesis in eukaryotes,"IMP4, DDX49, RPS15A, EXOSC9, EXOSC5, RPS18, RPS8, FBL, RPS23, RPS10, RPS27, RPS4X, RPS6, NOP56, RPS20, NOP58, UTP14A, EXOSC3, MPHOSPH6","Ribosome (9), Ribosome biogenesis in eukaryotes (5), EGFR tyrosine kinase inhibitor resistance (1), HIF-1 signaling pathway (1), mTOR signaling pathway (1), PI3K-Akt signaling pathway (1)"
25938,HEATR5A,MedConf,Yes,,NUP62,RNA transport (1)
55008,HERC6,MedConf,Yes,,ATG7,Autophagy - animal (1)
9146,HGS,HighConf,Yes,,"EGFR, EGF, GRB2","EGFR tyrosine kinase inhibitor resistance (3), ErbB signaling pathway (3), Focal adhesion (3), FoxO signaling pathway (3), MAPK signaling pathway (3), Phospholipase D signaling pathway (3), PI3K-Akt signaling pathway (3), Ras signaling pathway (3), HIF-1 signaling pathway (2), Rap1 signaling pathway (2), Regulation of actin cytoskeleton (2), Relaxin signaling pathway (2), mTOR signaling pathway (1), T cell receptor signaling pathway (1)"
26275,HIBCH,HighConf,Yes,Propanoate metabolism,HADHA,"Lysine degradation (1), Propanoate metabolism (1)"
9026,HIP1R,HighConf,Yes,,"ARPC1A, ARPC5, EGFR, CD4, EGF, DVL2, CHRM2, ARF1","Regulation of actin cytoskeleton (5), Phospholipase D signaling pathway (3), PI3K-Akt signaling pathway (3), EGFR tyrosine kinase inhibitor resistance (2), ErbB signaling pathway (2), Focal adhesion (2), FoxO signaling pathway (2), HIF-1 signaling pathway (2), MAPK signaling pathway (2), Rap1 signaling pathway (2), Ras signaling pathway (2), mTOR signaling pathway (1), Notch signaling pathway (1), Relaxin signaling pathway (1), T cell receptor signaling pathway (1)"
3183,HNRNPC,MedConf,Yes,Spliceosome,,
3185,HNRNPF,HighConf,Yes,,"SLU7, RANBP2, PRPF3, RBM22, SF3A2, HNRNPU, SNRPA1, SF3B3, PRPF40A, LSM3, LSM2, SNRPB, USP7, SF3A1, POLR2J, NCBP2, CHERP","Spliceosome (14), RNA transport (2), FoxO signaling pathway (1), Pyrimidine metabolism (1), RNA polymerase (1)"
3192,HNRNPU,MedConf,Yes,Spliceosome,"RPL18A, RPLP0, RPL18, SNRPA1, NOP58, UTP14A, TRA2A, SF3B3, PRPF40A, LSM3, LSM2, TRIM55, SNRPB, BTRC, SF3A1, SUGP1, ELAVL1, POLR2J, NCBP2, RSL1D1, CHERP, HNRNPF, PABPN1, SLU7, S100A9, PGRMC1, RAB2A, LAPTM4A, IGF2BP1, PDHA2, PPWD1, PRPF3, RBM22, SF3A2","Spliceosome (14), Ribosome (3), Ribosome biogenesis in eukaryotes (2), Citrate cycle (TCA cycle) (1), HIF-1 signaling pathway (1), Pyrimidine metabolism (1), Pyruvate metabolism (1), RNA polymerase (1), RNA transport (1)"
3211,HOXB1,MedConf,Yes,,"POLR2J, EP300","FoxO signaling pathway (1), HIF-1 signaling pathway (1), Notch signaling pathway (1), Pyrimidine metabolism (1), RNA polymerase (1)"
3274,HRH2,MedConf,Yes,,"GNG2, SF3A2, TRA2A","Spliceosome (2), PI3K-Akt signaling pathway (1), Ras signaling pathway (1), Relaxin signaling pathway (1)"
3308,HSPA4,MedConf,Yes,,"NUP107, NUP133, NUP153, NUP155, NUP85, NUP160, NUP88, NUP62, NUP54, RANBP2",RNA transport (10)
27336,HTATSF1,HighConf,Yes,,SF3A2,Spliceosome (1)
3355,HTR1F,MedConf,Yes,,"RXFP3, GNG2, LPAR1, CHRM2","PI3K-Akt signaling pathway (3), Relaxin signaling pathway (2), Phospholipase D signaling pathway (1), Rap1 signaling pathway (1), Ras signaling pathway (1), Regulation of actin cytoskeleton (1)"
10075,HUWE1,HighConf,Yes,,"ATG7, RANGAP1","Autophagy - animal (1), RNA transport (1)"
