"","EntrezID","GeneSymbol","ConfidenceCategory","TRIAGEhit","Pathway","InteractingGenes","NetworkGenePathways"
"12004",5535,"PPP3R2","MedConf","Yes","MAPK signaling pathway, Wnt signaling pathway, Natural killer cell mediated cytotoxicity, Cellular senescence, Osteoclast differentiation, T cell receptor signaling pathway, Glucagon signaling pathway",NA,NA
"12007",151987,"PPP4R2","MedConf","Yes",NA,"CNEP1R1, PPP2CA","AMPK signaling pathway (1), Tight junction (1), PI3K-Akt signaling pathway (1), Hippo signaling pathway (1)"
"12106",53632,"PRKAG3","MedConf","Yes","Non-alcoholic fatty liver disease (NAFLD), Adipocytokine signaling pathway, Tight junction, Glucagon signaling pathway, AMPK signaling pathway",NA,NA
"12301",5704,"PSMC4","MedConf","Yes",NA,"UBA52, CDK1, EIF4E, ANAPC7, DVL2, PSME4","Cell cycle (2), Hippo signaling pathway (1), Wnt signaling pathway (1), RNA transport (1), PI3K-Akt signaling pathway (1), Cellular senescence (1), p53 signaling pathway (1)"
"12321",23198,"PSME4","MedConf","Yes",NA,"PSMC4, UBA52, CDK1, ANAPC7, DVL2","Cell cycle (2), Hippo signaling pathway (1), Wnt signaling pathway (1), Cellular senescence (1), p53 signaling pathway (1)"
"12469",260434,"PYDC1","MedConf","Yes","NOD-like receptor signaling pathway","MNAT1",NA
"12511",5872,"RAB13","MedConf","Yes","Tight junction","RAB8A","AMPK signaling pathway (1), Tight junction (1), Endocytosis (1)"
"12568",4218,"RAB8A","MedConf","Yes","Endocytosis, Tight junction, AMPK signaling pathway","RAB13, CDK1","Cellular senescence (1), Cell cycle (1), p53 signaling pathway (1), Tight junction (1)"
"12573",9135,"RABEP1","MedConf","Yes","Endocytosis",NA,NA
"12686",5924,"RASGRF2","MedConf","Yes","MAPK signaling pathway",NA,NA
"12905",56963,"RGMA","HighConf","Yes",NA,"CER1, CHRD","Wnt signaling pathway (1)"
"13190",6138,"RPL15","MedConf","Yes",NA,"RPL3, EIF4A3, EIF4E, RPL21, PPP2CA, UBA52","PI3K-Akt signaling pathway (2), RNA transport (2), AMPK signaling pathway (1), Tight junction (1), Hippo signaling pathway (1)"
"13196",6144,"RPL21","MedConf","Yes",NA,"RPL15, RPL3, EIF4A3, EIF4E, UBA52, PPP2CA","PI3K-Akt signaling pathway (2), RNA transport (2), AMPK signaling pathway (1), Tight junction (1), Hippo signaling pathway (1)"
"13208",6122,"RPL3","HighConf","Yes",NA,"EIF4A3, EIF4E, RPL21, PPP2CA, UBA52, RPL15","PI3K-Akt signaling pathway (2), RNA transport (2), AMPK signaling pathway (1), Tight junction (1), Hippo signaling pathway (1)"
"13427",1903,"S1PR3","MedConf","Yes",NA,"CNR1, NMS, HTR1F, CXCR4, CXCR2, SAA1","Endocytosis (2)"
"13430",6288,"SAA1","MedConf","Yes",NA,"CNR1, NMS, HTR1F, S1PR3, CHRM5, NFKBIA, CXCR4, CXCR2","Endocytosis (2), Toll-like receptor signaling pathway (1), T cell receptor signaling pathway (1), Osteoclast differentiation (1), RIG-I-like receptor signaling pathway (1), Adipocytokine signaling pathway (1), IL-17 signaling pathway (1), NOD-like receptor signaling pathway (1), TNF signaling pathway (1), Apoptosis (1), Regulation of actin cytoskeleton (1)"
"13529",7356,"SCGB1A1","HighConf","Yes",NA,"FN1","Focal adhesion (1), ECM-receptor interaction (1), PI3K-Akt signaling pathway (1), Regulation of actin cytoskeleton (1)"
"13780",6425,"SFRP5","MedConf","Yes","Wnt signaling pathway","WNT1, FZD5","Hippo signaling pathway (2), Wnt signaling pathway (2)"
"13966",7884,"SLBP","MedConf","Yes",NA,"NUP50, EIF4E, NUP205, NUP153","RNA transport (4), PI3K-Akt signaling pathway (1)"
"13975",4891,"SLC11A2","MedConf","Yes","Ferroptosis",NA,NA
"14090",83447,"SLC25A31","MedConf","Yes","Necroptosis, Cellular senescence",NA,NA
"14365",7871,"SLMAP","MedConf","Yes",NA,"STK24, PPP2CA","AMPK signaling pathway (1), Tight junction (1), PI3K-Akt signaling pathway (1), Hippo signaling pathway (1)"
"14391",6598,"SMARCB1","MedConf","Yes",NA,"CREBBP, ATF2, ACTB, ARID1A","Glucagon signaling pathway (2), Platelet activation (1), Focal adhesion (1), Tight junction (1), Regulation of actin cytoskeleton (1), Hippo signaling pathway (1), Phagosome (1), Apoptosis (1), PI3K-Akt signaling pathway (1), MAPK signaling pathway (1), TNF signaling pathway (1), Cell cycle (1), Wnt signaling pathway (1)"
"14758",6696,"SPP1","MedConf","Yes","PI3K-Akt signaling pathway, ECM-receptor interaction, Toll-like receptor signaling pathway, Focal adhesion","ITGA2, ITGA5","Focal adhesion (2), ECM-receptor interaction (2), PI3K-Akt signaling pathway (2), Regulation of actin cytoskeleton (2), Phagosome (2), Platelet activation (1)"
"14781",10253,"SPRY2","HighConf","Yes",NA,"PPP2CA, UBA52","AMPK signaling pathway (1), Tight junction (1), PI3K-Akt signaling pathway (1), Hippo signaling pathway (1)"
"14818",6722,"SRF","MedConf","Yes","MAPK signaling pathway","CREBBP","Glucagon signaling pathway (1), Cell cycle (1), Wnt signaling pathway (1)"
"14828",6723,"SRM","HighConf","Yes","Glutathione metabolism, Cysteine and methionine metabolism",NA,NA
"14875",54961,"SSH3","MedConf","Yes","Regulation of actin cytoskeleton",NA,NA
"14986",8428,"STK24","MedConf","Yes",NA,"SLMAP, PPP2CA, TCP1","AMPK signaling pathway (1), Tight junction (1), PI3K-Akt signaling pathway (1), Hippo signaling pathway (1)"
"15035",23673,"STX12","MedConf","Yes","Phagosome",NA,NA
"15088",6613,"SUMO2","MedConf","Yes","RNA transport","ACTB, PIAS1","Platelet activation (1), Focal adhesion (1), Tight junction (1), Regulation of actin cytoskeleton (1), Hippo signaling pathway (1), Phagosome (1), Apoptosis (1)"
"15426",6950,"TCP1","MedConf","Yes",NA,"PPP2CA, ACTB, STK24, TUBA1C","Tight junction (3), Phagosome (2), Apoptosis (2), Hippo signaling pathway (2), Platelet activation (1), Focal adhesion (1), Regulation of actin cytoskeleton (1), AMPK signaling pathway (1), PI3K-Akt signaling pathway (1)"
"16101",7143,"TNR","MedConf","Yes","PI3K-Akt signaling pathway, ECM-receptor interaction, Focal adhesion",NA,NA
"16150",7159,"TP53BP2","HighConf","Yes","Hippo signaling pathway",NA,NA
"16209",8717,"TRADD","MedConf","Yes","Apoptosis, TNF signaling pathway, IL-17 signaling pathway, Adipocytokine signaling pathway, Necroptosis, RIG-I-like receptor signaling pathway","CASP8, BID, CASP3, MAP3K3, FAS, FADD","Apoptosis (9), Platinum drug resistance (5), Necroptosis (4), TNF signaling pathway (4), Apoptosis - multiple species (4), p53 signaling pathway (4), IL-17 signaling pathway (3), Natural killer cell mediated cytotoxicity (3), MAPK signaling pathway (3), Toll-like receptor signaling pathway (2), RIG-I-like receptor signaling pathway (2), NOD-like receptor signaling pathway (2), Non-alcoholic fatty liver disease (NAFLD) (4)"
"16391",51393,"TRPV2","HighConf","Yes","NOD-like receptor signaling pathway",NA,NA
"16411",7251,"TSG101","HighConf","Yes","Endocytosis","CHMP4C, CHMP4B, UBA52","Necroptosis (2), Endocytosis (2)"
"16519",7272,"TTK","MedConf","Yes","Cell cycle",NA,NA
"16542",84790,"TUBA1C","MedConf","Yes","Apoptosis, Phagosome, Tight junction","DYNC1LI2, TCP1, ACTB","Phagosome (2), Platelet activation (1), Focal adhesion (1), Tight junction (1), Regulation of actin cytoskeleton (1), Hippo signaling pathway (1), Apoptosis (1)"
"16633",7311,"UBA52","MedConf","Yes",NA,"PPP2CA, RPL21, RPL15, ORC3, CDK1, CHMP4B, CHMP4C, RPL3, EIF4A3, EIF4E, TSG101, ANAPC7, DVL2, SPRY2, PSME4, NFKBIA, PSMC4","Cell cycle (3), Endocytosis (3), Hippo signaling pathway (2), RNA transport (2), PI3K-Akt signaling pathway (2), Necroptosis (2), Toll-like receptor signaling pathway (1), T cell receptor signaling pathway (1), Osteoclast differentiation (1), RIG-I-like receptor signaling pathway (1), Adipocytokine signaling pathway (1), IL-17 signaling pathway (1), NOD-like receptor signaling pathway (1), TNF signaling pathway (1), Apoptosis (1), Wnt signaling pathway (1), Cellular senescence (1), p53 signaling pathway (1), AMPK signaling pathway (1), Tight junction (1)"
"16850",10600,"USP16","MedConf","Yes",NA,"CDK1","Cellular senescence (1), Cell cycle (1), p53 signaling pathway (1)"
"17072",7450,"VWF","HighConf","Yes","PI3K-Akt signaling pathway, ECM-receptor interaction, Focal adhesion, Platelet activation","ITGA5, ITGA2, FN1","Focal adhesion (3), ECM-receptor interaction (3), PI3K-Akt signaling pathway (3), Regulation of actin cytoskeleton (3), Phagosome (2), Platelet activation (1)"
"17191",7471,"WNT1","MedConf","Yes","Wnt signaling pathway, Hippo signaling pathway","FZD5, DVL2, CER1, SFRP5, MED30, CREBBP","Wnt signaling pathway (5), Hippo signaling pathway (2), Glucagon signaling pathway (1), Cell cycle (1)"
