"","EntrezID","GeneSymbol","GeneMappingID","ConfidenceCategory","Group","Pathway","Allnet.count","Ntwrk.all","NtwrkCount.MAPK signaling pathway","Ntwrk.MAPK signaling pathway","NtwrkCount.Ras signaling pathway","Ntwrk.Ras signaling pathway","NtwrkCount.Chemokine signaling pathway","Ntwrk.Chemokine signaling pathway","Total_Path_Hits.net.count"
"2605",79981,"FRMD1",6235,"MedConf","Novel","Hippo signaling pathway",2,"WWC1, NF2",0,NA,0,NA,0,NA,0
"2606",122786,"FRMD6",6234,"MedConf","Novel","Hippo signaling pathway",2,"NF2, WWC1",0,NA,0,NA,0,NA,0
"2607",285527,"FRYL",6790,"MedConf","Novel",NA,2,"HOMER3, UBC",0,NA,0,NA,0,NA,0
"2608",100861412,"FSBP",7939,"MedConf","Novel",NA,1,"RAD54B",0,NA,0,NA,0,NA,0
"2609",6624,"FSCN1",4221,"MedConf","Novel",NA,4,"CNN2, ZYX, UBC, ACTA2",0,NA,0,NA,0,NA,0
"2610",2488,"FSHB",1395,"MedConf","Novel","cAMP signaling pathway, GnRH signaling pathway",8,"INHBE, INHBC, INHA, INHBA, INHBB, GNGT1, FSHR, GNAS",0,NA,0,NA,1,"GNGT1",1
"2611",2492,"FSHR",3737,"MedConf","Novel","cAMP signaling pathway",69,"GLP2R, PTGER2, PTH2, MC3R, CRHR2, IAPP, ADM2, GCGR, HTR6, PTH, NPS, HTR7, VIPR2, ADRB3, PTH2R, ADORA2B, TAAR1, LHCGR, CALCB, PTGER4, ADCYAP1, GPBAR1, ADCY5, ADCY4, ADCY1, ADCY6, GIP, RXFP1, GLP1R, FSHB, CRH, CALCA, ADM, GCG, ADCY2, PTGDR, ADORA2A, GIPR, ADCY3, ADCY7, ADCY9, ADRB1, VIP, RXFP2, GHRH, MC2R, POMC, AVP, GNAS, PTHLH, VIPR1, MC5R, MC4R, ADCY8, ADRB2, MC1R, PTGIR, GNGT1, APPL1, TSHR, DRD5, YWHAQ, GNG2, GHRHR, NPSR1, SCTR, CALCR, SCT, HRH2",0,NA,1,"HTR7",11,"GNGT1, GNG2, ADCY9, ADCY8, ADCY7, ADCY6, ADCY5, ADCY4, ADCY3, ADCY2, ADCY1",12
"2612",10468,"FST",3681,"MedConf","Novel","TGF-beta signaling pathway",12,"INHBE, INHBC, RGMA, RGMB, BAMBI, BMPR2, BMPR1B, INHBA, BMP2, INHBB, BMP7, BMP4",0,NA,0,NA,0,NA,0
"2613",11167,"FSTL1",2210,"MedConf","Novel",NA,6,"CHRDL1, CER1, GREM2, CD14, NOG, BMP2",1,"CD14",0,NA,0,NA,1
"2614",10272,"FSTL3",8170,"MedConf","Novel",NA,1,"INHBA",0,NA,0,NA,0,NA,0
"2615",10841,"FTCD",888,"MedConf","Novel","Metabolic pathways",31,"MTHFD2L, AMT, NAT8L, ACY3, ALDH4A1, ASPA, IL4I1, AMDHD1, ALDH1L2, ALDH1L1, MTFMT, GAD1, ADSSL1, DHFR, GLUL, GLUD2, GOT2, SHMT1, MTHFD1L, GLUD1, GLS, ASNS, GOT1, ATIC, SHMT2, CAD, ADSS, MTR, GAD2, ASS1, MTHFD2",0,NA,0,NA,0,NA,0
"2616",2495,"FTH1",4196,"MedConf","Novel","Necroptosis",21,"AP1S2, SH3D19, AP1M2, FECH, PUM1, FTL, AP1S3, CLINT1, DNAJC6, AP1B1, AP1S1, AP1M1, AP1G1, ANAPC11, WDR24, EIF1AD, ARRB1, UBC, RPL19, MAX, HSPA8",2,"MAX, HSPA8",0,NA,1,"ARRB1",3
"2617",2512,"FTL",2545,"MedConf","Novel","Necroptosis",16,"AP1S2, SH3D19, AP1M2, FECH, PUM1, ARRB1, CLINT1, UBC, HSPA8, AP1G1, DNAJC6, AP1S1, AP1B1, AP1M1, FTH1, AP1S3",1,"HSPA8",0,NA,1,"ARRB1",2
"2618",94033,"FTMT",6857,"MedConf","Novel",NA,1,"FECH",0,NA,0,NA,0,NA,0
"2619",117246,"FTSJ3",4420,"HighConf","Novel",NA,21,"NFIA, MRTO4, RPF2, DDX54, GNL3L, NIP7, GTPBP4, NOP58, NSUN6, PES1, HP1BP3, DDX18, DDX10, UTP14A, NOP2, GNL3, EBNA1BP2, FBL, NOP56, UBC, RRS1",0,NA,0,NA,0,NA,0
"2620",8880,"FUBP1",4292,"MedConf","Novel",NA,5,"AIMP2, PCBP1, PKM, SMN1, UBC",0,NA,0,NA,0,NA,0
"2621",2517,"FUCA1",7181,"MedConf","Novel",NA,3,"MARK2, USP21, USP16",0,NA,0,NA,0,NA,0
"2622",197258,"FUK",6353,"MedConf","Novel","Metabolic pathways",6,"KHK, HK3, PHPT1, SORD, HK2, HKDC1",0,NA,0,NA,0,NA,0
"2623",5045,"FURIN",2092,"MedConf","Novel",NA,39,"NODAL, COL23A1, THBS4, THBS2, PROS1, F7, MMP11, THBS3, F9, MMP16, ATP2A3, MMP14, HIF1A, GAS6, COL25A1, TMED2, PDGFRB, THBS1, PDGFRA, FBN1, ATP2A1, F2, PACS1, PCSK5, ATP2A2, PROC, F10, SPP1, NGF, NOTCH1, SEL1L, ARNT, TIMP2, TGFB1, PDGFA, GPC3, BACE1, RAB6A, PDGFB",1,"TGFB1",5,"PDGFRB, PDGFRA, PDGFB, PDGFA, NGF",0,NA,6
"2624",2521,"FUS",4469,"MedConf","Novel",NA,97,"NFX1, HNRNPL, NUDT21, CPSF7, UPF3B, DHX38, NONO, HNRNPF, SRSF10, CLP1, PAPOLA, SRSF11, HNRNPM, EEF1A1, SNRNP40, POLR2C, CCAR1, U2AF2, RBM5, SRSF3, SUGP1, SRSF1, DDX23, PHF5A, SRSF5, SRSF9, YBX1, U2AF1, PCF11, PCBP1, ALYREF, CDC40, SNRPD1, CPSF3, GTF2F2, PRPF6, SNRPF, POLR2L, SNRPG, POLR2F, HNRNPA0, SNRPA1, SNRNP200, POLR2K, SRRM1, EFTUD2, SF3B2, PCBP2, CSTF2, NCBP2, CSTF3, GTF2F1, SRSF6, SRSF7, SAP30BP, NCBP1, UBC, POLR2D, SRSF2, HNRNPA1, POLR2G, HNRNPA2B1, PRPF8, HNRNPR, SF3A1, MAGOH, HNRNPUL1, HNRNPK, SF3A3, SF3B1, CD2BP2, SF3B3, SNRNP70, POLR2B, CSTF1, SNRPB2, SNRPB, SRSF4, SF3B5, SF3A2, CPSF2, SNRPD3, HNRNPD, DNAJC8, TXNL4A, DHX9, RBMX, PRPF4, HNRNPU, SNRPA, PRMT1, SNRPE, POLR2J, HNRNPH1, HNRNPA3, POLR2I, PTBP1",0,NA,0,NA,0,NA,0
"2625",2523,"FUT1",195,"MedConf","Novel","Metabolic pathways",18,"FUT9, FUT6, B4GALT4, FUT4, ST3GAL6, B3GNT3, B3GNT2, B3GNT4, GCNT2, ST3GAL4, ST3GAL3, B3GALT2, B4GALT1, B3GALT5, ST3GAL2, B4GALT2, FUT3, B4GALT3",0,NA,0,NA,0,NA,0
"2626",2524,"FUT2",206,"MedConf","Novel","Metabolic pathways",18,"FUT9, FUT6, B4GALT4, FUT4, ST3GAL6, B3GNT3, B3GNT2, B3GNT4, B3GALT5, FUT3, GCNT2, ST3GAL4, ST3GAL3, B4GALT3, ST3GAL2, B4GALT1, B4GALT2, B3GALT2",0,NA,0,NA,0,NA,0
"2627",2525,"FUT3",205,"MedConf","Novel","Metabolic pathways",18,"FUT9, B4GALT4, FUT4, ST3GAL6, ST8SIA1, B3GNT3, B3GNT2, B3GNT4, FUT1, B3GALT5, GCNT2, ST3GAL4, ST3GAL3, B4GALT2, B3GALT2, B4GALT1, FUT2, B4GALT3",0,NA,0,NA,0,NA,0
"2628",2526,"FUT4",36,"MedConf","Novel","Metabolic pathways",15,"FUT9, FUT6, B4GALT4, GCNT2, B3GNT2, FUT2, ST8SIA1, B4GALT3, B4GALT1, FUT3, FUT1, B4GALT2, B3GNT4, ST3GAL6, B3GNT3",0,NA,0,NA,0,NA,0
"2629",2528,"FUT6",34,"MedConf","Novel","Metabolic pathways",14,"FUT9, GCNT2, B4GALT2, B3GNT4, B3GNT2, FUT4, ST3GAL6, FUT2, B4GALT3, B4GALT4, ST8SIA1, FUT1, B4GALT1, B3GNT3",0,NA,0,NA,0,NA,0
"2630",2529,"FUT7",6261,"MedConf","Novel","Metabolic pathways",2,"ST3GAL6, ST8SIA1",0,NA,0,NA,0,NA,0
"2631",2530,"FUT8",6239,"MedConf","Novel","Metabolic pathways, N-Glycan biosynthesis",6,"MGAT4B, B4GALT1, MGAT2, B4GALT3, B4GALT2, MGAT3",0,NA,0,NA,0,NA,0
"2632",10690,"FUT9",33,"MedConf","Novel","Metabolic pathways",14,"GCNT2, ST3GAL6, B3GNT2, FUT6, B3GNT4, B4GALT2, FUT4, FUT3, FUT1, FUT2, B4GALT1, B3GNT3, B4GALT4, B4GALT3",0,NA,0,NA,0,NA,0
"2633",2395,"FXN",3484,"MedConf","Novel","Porphyrin and chlorophyll metabolism",11,"SCLY, FECH, PMPCB, SDHB, SLC25A37, SLC25A28, ISCU, NFS1, ARNT, LYRM4, EPAS1",0,NA,0,NA,0,NA,0
"2634",8087,"FXR1",3466,"MedConf","Novel","RNA transport",3,"FXR2, TDRD3, UBC",0,NA,0,NA,0,NA,0
"2635",9513,"FXR2",7326,"MedConf","Novel","RNA transport",5,"UBC, TDRD3, FXR1, OTUD4, TBK1",0,NA,1,"TBK1",0,NA,1
"2636",5348,"FXYD1",112,"MedConf","Novel","cAMP signaling pathway",11,"FXYD3, FXYD6, FXYD7, ATP1A2, ATP1A4, ATP1B3, FXYD2, ATP1A1, ATP1B2, ATP1A3, ATP1B1",0,NA,0,NA,0,NA,0
"2637",486,"FXYD2",478,"MedConf","Novel","cGMP-PKG signaling pathway, cAMP signaling pathway, Adrenergic signaling in cardiomyocytes, Thyroid hormone signaling pathway, Insulin secretion, Cardiac muscle contraction, Thyroid hormone synthesis, Endocrine and other factor-regulated calcium reabsorption, Aldosterone-regulated sodium reabsorption",35,"FXYD3, FXYD6, FXYD1, ABCA2, ABCB8, ABCD4, FXYD7, ABCA7, ATP1A4, MAPK1, ATP1A2, ATP1B3, PRKACG, MAPK3, ABCB6, FOS, ATP1A3, NFE2L2, PRKACA, ABCF2, CRYZ, ATP1A1, PRKG1, HMOX1, ATP1B2, GSTA2, JUN, PLN, CREB1, ATP1B1, AKR7A2, PRKACB, PRKX, PRKG2, ATP12A",2,"JUN, FOS",0,NA,5,"PRKACG, PRKACB, PRKACA, MAPK3, MAPK1",7
"2638",5349,"FXYD3",110,"MedConf","Novel",NA,11,"FXYD7, ATP1B3, ATP1A1, FXYD6, ATP1A3, ATP1B2, ATP1A4, FXYD1, ATP1B1, ATP1A2, FXYD2",0,NA,0,NA,0,NA,0
"2639",53826,"FXYD6",111,"MedConf","Novel",NA,11,"FXYD3, FXYD7, FXYD2, ATP1B2, FXYD1, ATP1A2, ATP1A1, ATP1B3, ATP1A4, ATP1B1, ATP1A3",0,NA,0,NA,0,NA,0
"2640",53822,"FXYD7",6296,"MedConf","Novel",NA,11,"ATP1A4, ATP1B1, FXYD2, ATP1A1, ATP1A2, ATP1B3, FXYD1, ATP1B2, ATP1A3, FXYD6, FXYD3",0,NA,0,NA,0,NA,0
"2641",79443,"FYCO1",2729,"MedConf","Novel",NA,3,"SEC24B, MAP1LC3B, MAP1LC3A",0,NA,0,NA,0,NA,0
"2642",2534,"FYN",6143,"MedConf","Novel","Focal adhesion, Phospholipase D signaling pathway, Osteoclast differentiation, Natural killer cell mediated cytotoxicity, Platelet activation, Sphingolipid signaling pathway, Cholinergic synapse, T cell receptor signaling pathway, Adherens junction, Fc epsilon RI signaling pathway",234,"FCGR3A, SPTBN5, PLXNA4, SEMA3A, TDGF1, NCAM1, CAV3, ABLIM2, UNC5B, TREM2, MS4A2, NGEF, S1PR1, HLA-A, GPC1, FCER1G, ANGPT2, EPHA6, CD3G, PIK3R5, EPHA1, SPTBN2, EFNB1, TRAT1, GRIN2A, CD8A, EPHA7, CD36, PTPRA, PLXNA2, ITGA2B, SH2D1A, CASR, TRIO, CD80, RELN, FES, ITGA1, ARHGAP32, ARHGEF2, SPTBN1, DOCK1, ADAM15, RND1, PRNP, CD8B, TYROBP, TEK, EGF, CBLC, SHC3, VAV3, SHC4, ARHGAP35, CAV2, DOK1, EFNA2, PLD2, TNK2, TOM1L1, GRB7, SPTB, CD79A, CBLB, DPYSL3, DPYSL4, DPYSL5, CRMP1, DPYSL2, BMX, SDC3, CD86, CTLA4, RAPGEF1, BLK, FGR, NTN1, SHC2, SLA, PIK3R3, CTNND1, ITGB5, FAS, PLXNA1, PDGFB, ELMO1, FCGR2A, PIP5K1C, VLDLR, LRP8, NRAS, RRAS, TUBA3C, ARHGEF7, YES1, CD3D, PIK3CG, CAPN2, KDR, SOS1, SH3BP2, MAPK8IP1, MAP3K11, MAPK8IP3, PAK2, ABL1, LCP2, CD3E, STAT5B, ENO1, PTK2B, GIT2, TLN1, PTK2, VCL, IL2RB, KHDRBS1, MED28, PDPK1, MAPK8, RASA1, PRKCA, PDGFRB, CD28, PIK3CB, PIK3CD, KIT, INPP5D, CDK5, CD79B, B2M, CSK, PAG1, CD247, AKT1, RAC1, CDC42, ITGAV, CDK5R1, CD5, PTPN13, GZMA, GRAP, CD2AP, IL2, SPTAN1, MAPK11, STAT1, RAF1, GAB2, SNCA, ARRB2, PRKCD, KRAS, STAT3, ACTN1, EPHA5, EPHA2, EPHA4, EPHA3, PXN, CTNNA1, CDH1, PAK1, CAV1, PIK3CA, STAT5A, MAPK1, EPHB1, EPHB2, NPHS1, BCAR1, CTTN, MAPK14, DCC, UNC5C, SLK, JAK3, SHC1, IL2RG, EFNA4, EFNA1, EFNA5, JAK2, FASLG, TRAF2, JAK1, PTPN11, LYN, EGFR, GRAP2, NCK2, SYK, PLCG1, VAV2, ZAP70, ITK, LAT, VAV1, NCK1, SH3GL1, GSK3B, CRK, GRB2, CRKL, MAPT, LCK, HLA-DRB1, TRAF6, ITGB1, FARP2, ABLIM3, FCER1A, DAPP1, CD244, NPHS2, SLAMF1, NMT1, SKAP1, TRPV6, SKAP2, PTPRE, MAP2, BCL3, EFS, MAP2K7, WASL, CTNNB1, HSP90AB1, RHOA, UBC, HRAS, CBL, HSP90AA1",10,"TRAF6, TRAF2, MAPT, MAPK8IP3, MAPK8IP1, MAPK14, MAPK11, MAP3K11, MAP2K7, FAS",27,"ZAP70, TEK, RRAS, RASA1, PTPN11, PRKCA, PLD2, PLCG1, PDGFRB, PDGFB, PAK2, MAPK8, LAT, KIT, KDR, GRIN2A, GAB2, FASLG, EPHA2, EGFR, EGF, EFNA5, EFNA4, EFNA2, EFNA1, ANGPT2, ABL1",42,"WASL, VAV3, VAV2, VAV1, STAT5B, STAT3, STAT1, SOS1, SHC4, SHC3, SHC2, SHC1, RHOA, RAF1, RAC1, PXN, PTK2B, PTK2, PRKCD, PIK3R3, PIK3CD, PIK3CB, PIK3CA, PAK1, NRAS, MAPK1, LYN, KRAS, JAK3, JAK2, ITK, HRAS, GSK3B, GRB2, FGR, ELMO1, CRKL, CRK, CDC42, BCAR1, ARRB2, AKT1",79
"2643",84248,"FYTTD1",7788,"MedConf","Novel",NA,2,"MAGOH, NXF1",0,NA,0,NA,0,NA,0
"2644",8321,"FZD1",2037,"MedConf","Novel","mTOR signaling pathway, Signaling pathways regulating pluripotency of stem cells, Wnt signaling pathway, Hippo signaling pathway, Melanogenesis",41,"WNT5B, WNT10A, WNT9B, WNT2, WNT4, SFRP2, WNT10B, WNT7A, WNT9A, WNT6, WNT2B, WNT16, WNT11, FZD2, KREMEN2, WNT8A, WNT8B, WNT7B, WNT5A, CSNK1G2, SFRP4, SFRP5, WIF1, GNAQ, WNT1, DVL1, DVL2, DKK1, AXIN1, FZD7, WNT3A, GSK3B, LRP5, BAMBI, LRP6, DVL3, RAC1, SOST, GNAO1, WNT3, SFRP1",0,NA,0,NA,2,"RAC1, GSK3B",2
"2645",11211,"FZD10",1283,"MedConf","Novel","mTOR signaling pathway, Signaling pathways regulating pluripotency of stem cells, Wnt signaling pathway, Hippo signaling pathway, Melanogenesis",31,"WNT5B, WNT10A, WNT9B, WNT2, WNT4, SFRP2, WNT10B, WNT7A, WNT9A, WNT6, WNT2B, WNT16, WNT11, SFRP4, SFRP5, WNT8A, DVL1, SFRP1, DVL3, WNT8B, WNT7B, WNT5A, GNAQ, LRP5, WNT3, DVL2, WNT1, WNT3A, BAMBI, LRP6, GNAO1",0,NA,0,NA,0,NA,0
"2646",2535,"FZD2",1279,"MedConf","Novel","mTOR signaling pathway, Signaling pathways regulating pluripotency of stem cells, Wnt signaling pathway, Hippo signaling pathway, Melanogenesis",59,"WNT5B, WNT10A, WNT9B, WNT2, WNT4, SFRP2, WNT10B, WNT7A, WNT9A, WNT6, WNT2B, WNT16, PDE6A, PDE6B, WNT11, SFRP4, SFRP5, GNAQ, WNT3, SOST, AXIN1, KREMEN2, DVL1, YES1, GSK3B, PDE6G, ROR2, GNAO1, WNT7B, RAC1, WNT5A, CSNK1G2, BAMBI, AP2A1, GNAT2, WNT8A, FZD6, CLTC, DVL3, FZD4, MAPK9, ARRB2, AP2S1, LRP5, FZD5, WNT3A, DKK1, GNG2, MAPK10, WNT8B, DVL2, AP2A2, SFRP1, LRP6, MAPK8, WNT1, FZD3, FZD1, AP2M1",0,NA,3,"MAPK9, MAPK8, MAPK10",4,"RAC1, GSK3B, GNG2, ARRB2",7
"2647",7976,"FZD3",1280,"MedConf","Novel","mTOR signaling pathway, Signaling pathways regulating pluripotency of stem cells, Wnt signaling pathway, Hippo signaling pathway, Melanogenesis",40,"WNT5B, WNT10A, WNT9B, WNT2, WNT4, SFRP2, WNT10B, WNT7A, WNT9A, WNT6, WNT2B, WNT16, PDE6A, PDE6B, WNT11, FZD2, SFRP4, SFRP5, GNAQ, FZD6, GNAT2, WNT3, FZD4, SFRP1, GNG2, GNAO1, FZD5, WNT7B, DVL3, WNT8B, PDE6G, LRP6, DVL2, BAMBI, WNT5A, VANGL2, DVL1, WNT3A, WNT1, WNT8A",0,NA,0,NA,1,"GNG2",1
"2648",8322,"FZD4",1441,"MedConf","Novel","mTOR signaling pathway, Signaling pathways regulating pluripotency of stem cells, Wnt signaling pathway, Hippo signaling pathway, Melanogenesis",56,"WNT5B, WNT10A, WNT9B, WNT2, WNT4, SFRP2, WNT10B, WNT7A, WNT9A, WNT6, WNT2B, WNT16, PDE6A, PDE6B, WNT11, FZD2, FZD3, FZD6, WNT8A, WNT8B, WNT7B, SFRP4, SFRP5, NDP, DVL3, LRP6, CLTC, FZD7, GNAT2, DVL2, FZD5, RPS27A, WNT1, AP2A1, WNT3A, ZNRF3, WNT3, LRP5, AP2A2, UBC, AP2S1, AP2M1, GNG2, UBB, ARRB2, ROR2, WNT5A, FZD8, SFRP1, DVL1, BAMBI, GNAO1, GNAQ, UBA52, PDE6G, USP8",0,NA,0,NA,2,"GNG2, ARRB2",2
"2649",7855,"FZD5",3125,"MedConf","Novel","mTOR signaling pathway, Signaling pathways regulating pluripotency of stem cells, Wnt signaling pathway, Hippo signaling pathway, Melanogenesis",59,"WNT5B, WNT10A, WNT9B, WNT2, WNT4, SFRP2, WNT10B, WNT7A, WNT9A, WNT6, WNT2B, WNT16, PDE6A, PDE6B, WNT11, FZD2, FZD3, FZD6, WNT8A, WNT8B, WNT7B, FZD4, ROR2, WNT5A, PDE6G, PI4K2A, GNAT2, PARD6A, WNT3, BAMBI, AP2A1, AP2M1, AP2A2, DVL2, GSK3A, DVL3, SFRP1, LRP6, SFRP4, SFRP5, CTHRC1, CSNK1G1, GNAQ, AP2S1, APC, GNG2, AXIN1, CAV1, FZD7, FZD8, GSK3B, DVL1, PPP2R5A, CLTC, SMURF1, WNT1, GNAO1, WNT3A, CTNNB1",0,NA,0,NA,3,"GSK3B, GSK3A, GNG2",3
"2650",8323,"FZD6",1282,"MedConf","Novel","mTOR signaling pathway, Signaling pathways regulating pluripotency of stem cells, Wnt signaling pathway, Hippo signaling pathway, Melanogenesis",41,"WNT5B, WNT10A, WNT9B, WNT2, WNT4, SFRP2, WNT10B, WNT7A, WNT9A, WNT6, WNT2B, WNT16, PDE6A, PDE6B, WNT11, FZD2, FZD3, SFRP4, SFRP5, CTHRC1, WNT8B, FZD4, WNT5A, DVL3, BAMBI, WNT8A, WNT3, FZD5, ROR2, GNAQ, PDE6G, WNT3A, DVL2, GNAO1, WNT7B, GNAT2, LRP6, GNG2, DVL1, WNT1, SFRP1",0,NA,0,NA,1,"GNG2",1
"2651",8324,"FZD7",4192,"MedConf","Novel","mTOR signaling pathway, Signaling pathways regulating pluripotency of stem cells, Wnt signaling pathway, Hippo signaling pathway, Melanogenesis",37,"WNT5B, WNT10A, WNT9B, WNT2, WNT4, SFRP2, WNT10B, WNT7A, WNT9A, WNT6, WNT2B, WNT16, WNT11, WNT8A, WNT8B, WNT7B, FZD4, ROR2, WNT5A, SDC4, FZD1, WNT3, BAMBI, DVL2, DVL3, SFRP1, LRP6, FZD5, WNT3A, FZD8, WNT1, GNAQ, GNAO1, SFRP4, SFRP5, RAC1, DVL1",0,NA,0,NA,1,"RAC1",1
"2652",8325,"FZD8",3127,"MedConf","Novel","mTOR signaling pathway, Signaling pathways regulating pluripotency of stem cells, Wnt signaling pathway, Hippo signaling pathway, Melanogenesis",35,"WNT5B, WNT10A, WNT9B, WNT2, WNT4, SFRP2, WNT10B, WNT7A, WNT9A, WNT6, WNT2B, WNT16, WNT11, WNT8A, WNT8B, WNT7B, FZD4, WNT5A, WNT3, IGFBP4, BAMBI, DVL2, DVL3, SFRP1, LRP6, FZD5, WNT3A, SFRP4, SFRP5, DVL1, DKK1, GNAO1, GNAQ, FZD7, WNT1",0,NA,0,NA,0,NA,0
"2653",51343,"FZR1",5319,"MedConf","Novel","Ubiquitin mediated proteolysis, Cell cycle, Progesterone-mediated oocyte maturation",110,"TK1, IL6, ANAPC5, PSMF1, CLSPN, EHMT1, FOXM1, ANAPC13, ANAPC1, ANAPC7, ANAPC10, BUB1, CCNH, BRSK2, MAD1L1, AURKB, BUB1B, AURKA, ANAPC11, FBXO5, CDC25A, ANAPC2, CDC26, CDC16, ANAPC4, PTTG1, UBE2E1, UBE2S, CDC27, CCNA1, PLK1, UBE2D2, UBE2D1, CDC6, MCM8, MCM4, CDKN1B, SKP2, RB1, PSMB11, PSMD6, PSMD2, CEBPB, ORC4, PSMB7, PSMC1, MCM7, BTRC, SKP1, PSMA1, ORC2, CCNB2, ORC6, CDC14B, CDK2, PSMC4, PSME4, PSMD9, NFKB1, ORC5, ORC3, ORC1, PSMA3, RPS27A, PSMD14, PSMA4, PSMB5, PSMD1, PSMA6, UBC, PSMA7, PSMB10, PSMB4, PSMD13, PSMD4, MAD2L1, PSME2, PSMA5, PSMB2, PSMA8, PSMD7, PSMD5, PSMD11, UBB, PSMB6, UBA52, PSMD3, PSMC5, UBE2C, PSME3, PSMC2, PSMD10, PSMD12, CDT1, CDC23, PSME1, TP53, PSMB1, CUL1, RELA, MCM5, CDK1, MCM6, CDKN1A, CDC20, MCM2, MNAT1, CCNB1, CDC14A, CCNA2",1,"TP53",0,NA,2,"RELA, NFKB1",3
"2654",50486,"G0S2",6421,"MedConf","Novel",NA,13,"TBL1X, NCOA1, PPARA, NCOA2, TGS1, CREBBP, MED1, SMARCD3, TBL1XR1, CHD9, NCOA6, CARM1, HELZ2",0,NA,0,NA,0,NA,0
"2655",10146,"G3BP1",5668,"MedConf","Novel",NA,15,"NUP188, FLNB, HAT1, PDPK1, PDK1, NOL6, EIF4G1, CLNS1A, DHX8, RIOK2, ATXN2L, USP10, SCT, ULK1, UBC",1,"FLNB",0,NA,0,NA,1
"2656",9908,"G3BP2",4641,"MedConf","Novel",NA,13,"NUP214, GNL2, FARS2, RPF2, DDX10, ASCC3, ATXN2L, RPL22L1, RPL3L, UBC, USP10, DHX8, NUP62",0,NA,0,NA,0,NA,0
"2657",2538,"G6PC",6362,"MedConf","Novel","Metabolic pathways, PI3K-Akt signaling pathway, Insulin signaling pathway, FoxO signaling pathway, AMPK signaling pathway, Insulin resistance, Glucagon signaling pathway, Adipocytokine signaling pathway, Glycolysis / Gluconeogenesis",23,"LCT, GLB1, AKR1B1, TALDO1, PGM1, DERA, ALDOB, CEBPA, ALDOC, GALM, FOXO1, AKR1B10, PGM2, HNF1A, TKT, G6PD, CEBPD, GPI, CREB1, TKTL2, ALDOA, CEBPB, FOXA3",0,NA,0,NA,0,NA,0
"2658",92579,"G6PC3",6361,"MedConf","Novel","Metabolic pathways, PI3K-Akt signaling pathway, Insulin signaling pathway, FoxO signaling pathway, AMPK signaling pathway, Insulin resistance, Glucagon signaling pathway, Adipocytokine signaling pathway, Glycolysis / Gluconeogenesis",16,"ALDOC, GPI, DERA, LCT, TKT, PGM1, GLB1, ALDOA, PGM2, TALDO1, TKTL2, AKR1B1, GALM, AKR1B10, ALDOB, G6PD",0,NA,0,NA,0,NA,0
"2659",2539,"G6PD",1813,"MedConf","Novel","Metabolic pathways, Carbon metabolism",31,"H6PD, LDHAL6A, LDHC, LDHAL6B, HK3, HKDC1, RPE, PGM2, HK2, ALDOB, LDHB, PGM1, PGLS, G6PC3, G6PC, ADPGK, GAPDHS, ALDOA, ALDOC, PDHA1, GCK, PGAM2, GAPDH, PDHA2, PDHB, GPI, UBC, BPGM, PKM, ENO3, PGAM1",0,NA,0,NA,0,NA,0
"2660",2548,"GAA",156,"MedConf","Novel","Metabolic pathways",7,"SI, HK3, HK2, AGL, HKDC1, YY1, HES1",0,NA,0,NA,0,NA,0
"2661",2549,"GAB1",3638,"MedConf","Ras signaling pathway","Ras signaling pathway, Phospholipase D signaling pathway, Neurotrophin signaling pathway, ErbB signaling pathway, EGFR tyrosine kinase inhibitor resistance",74,"LPAR3, GDNF, LPAR1, PIK3R5, ROCK2, IL6, HGF, PAK4, LMO4, GFRA1, KITLG, EGF, SHC3, SHC4, NOS3, RAPGEF1, ROCK1, PTPRJ, SHC2, PIK3R3, IL6R, CDC37, PDGFB, PIK3CG, KDR, EPOR, SOS1, PIK3CB, HSP90AA1, RET, NCK2, PLCG1, EGFR, PIK3CD, ARPC5, MAPK1, GNAI3, RAC1, CSK, ACTR2, GAB2, ARPC1B, JAK2, CRKL, MAPK8, PIK3CA, A2M, PAG1, GRB2, SHC1, MAPK3, PXN, ARPC2, PDGFRB, INPP5D, MET, SDC2, EPO, CRK, LPAR2, NCK1, GRAP2, ARPC3, WASL, MST1R, PRKACA, HRAS, AKT1, ACTR3, MAP2K1, GNAI1, JAK1, KIT, PTPN11",0,NA,14,"PTPN11, PLCG1, PDGFRB, PDGFB, PAK4, MET, MAPK8, KITLG, KIT, KDR, HGF, GAB2, EGFR, EGF",26,"WASL, SOS1, SHC4, SHC3, SHC2, SHC1, ROCK2, ROCK1, RAC1, PXN, PRKACA, PIK3R3, PIK3CD, PIK3CB, PIK3CA, MAPK3, MAPK1, MAP2K1, JAK2, HRAS, GRB2, GNAI3, GNAI1, CRKL, CRK, AKT1",40
