"GeneSymbol","KEGGpresence","EntrezID","Replicate1","Zscore","ConfidenceCategory","KEGG.1","KEGG.class.iteration1","Network.1","Network.class.iteration1","KEGG.2","KEGG.class.iteration2","Network.2","Network.class.iteration2","KEGG.3","KEGG.class.iteration3","Network.3","Network.class.iteration3","Pathway"
"DNAJC6","Present",9829,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DNAJC7","Absent",7266,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DNAJC8","Absent",22826,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DNAJC9","Absent",23234,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DNAL4","Present",10126,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DNALI1","Present",7802,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DNASE1","Absent",1773,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DNASE1L1","Absent",1774,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DNASE1L2","Absent",1775,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DNASE1L3","Absent",1776,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DNASE2","Present",1777,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DNASE2B","Present",58511,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DND1","Absent",373863,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DNER","Absent",92737,1,1,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"DNM1","Present",1759,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DNM1L","Present",10059,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DNM2","Present",1785,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DNM3","Present",26052,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DNMBP","Absent",23268,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DNMT1","Present",1786,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DNMT3A","Present",1788,1,1,"HighConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"DNMT3B","Present",1789,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DNMT3L","Present",29947,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DNPEP","Absent",23549,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DNPH1","Absent",10591,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DNTT","Present",1791,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DNTTIP1","Absent",116092,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DNTTIP2","Absent",30836,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DOC2A","Absent",8448,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DOC2B","Absent",8447,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DOCK11","Absent",139818,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DOCK2","Present",1794,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DOCK3","Absent",1795,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DOCK6","Absent",57572,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DOCK7","Absent",85440,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DOCK8","Absent",81704,0.5,0.5,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"DOHH","Absent",83475,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DOK1","Absent",1796,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DOK2","Absent",9046,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DOK3","Absent",79930,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DOK4","Absent",55715,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DOK5","Absent",55816,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DOK7","Absent",285489,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DOLK","Present",22845,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DOLPP1","Present",57171,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DONSON","Absent",29980,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DOT1L","Present",84444,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DPAGT1","Present",1798,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DPCD","Absent",25911,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DPEP1","Absent",1800,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DPEP2","Absent",64174,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DPEP3","Absent",64180,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DPF1","Absent",8193,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DPF2","Absent",5977,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DPF3","Absent",8110,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DPH1","Absent",1801,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DPH2","Absent",1802,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DPH3","Absent",285381,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DPH5","Absent",51611,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DPH6","Absent",89978,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DPH7","Absent",92715,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DPM1","Present",8813,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DPM2","Present",8818,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DPP10","Absent",57628,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DPP3","Absent",10072,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DPP4","Present",1803,0.5,0.5,"MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"DPP6","Absent",1804,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DPP7","Absent",29952,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DPP8","Absent",54878,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DPP9","Absent",91039,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DPPA3","Absent",359787,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DPPA4","Absent",55211,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DPT","Absent",1805,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DPY19L1","Absent",23333,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DPY19L3","Absent",147991,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DPY30","Absent",84661,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DPYD","Present",1806,0,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"DPYS","Present",1807,0,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"DPYSL2","Present",1808,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DPYSL3","Absent",1809,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DPYSL4","Absent",10570,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DPYSL5","Present",56896,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DQX1","Absent",165545,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DR1","Absent",1810,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DRAM1","Absent",55332,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DRAM2","Absent",128338,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DRAP1","Absent",10589,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DRD2","Present",1813,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DRD3","Present",1814,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DRD4","Present",1815,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DRD5","Present",1816,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DRG1","Absent",4733,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DRG2","Absent",1819,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DRGX","Absent",644168,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DROSHA","Present",29102,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"DRP2","Absent",1821,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DSC1","Absent",1823,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DSC2","Present",1824,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DSC3","Absent",1825,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DSCAM","Absent",1826,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DSCAML1","Absent",57453,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DSCC1","Absent",79075,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DSCR3","Absent",10311,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DSE","Present",29940,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DSG1","Present",1828,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DSG2","Present",1829,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DSG3","Absent",1830,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DSG4","Absent",147409,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DSN1","Absent",79980,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DST","Absent",667,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DSTN","Absent",11034,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DSTYK","Absent",25778,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DTD1","Absent",92675,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DTD2","Absent",112487,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DTL","Absent",51514,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DTNA","Absent",1837,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DTNB","Absent",1838,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DTNBP1","Absent",84062,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DTWD1","Absent",56986,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DTX1","Present",1840,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DTX2","Present",113878,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DTX3","Present",196403,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DTX4","Present",23220,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DTYMK","Present",1841,0,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"DUOX2","Absent",50506,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DUOXA1","Absent",90527,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DUOXA2","Absent",405753,0.5,0.5,"MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"DUS1L","Absent",64118,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DUS3L","Absent",56931,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DUS4L","Absent",11062,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DUSP1","Present",1843,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DUSP10","Present",11221,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DUSP11","Absent",8446,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DUSP12","Absent",11266,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DUSP13","Absent",51207,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DUSP14","Present",11072,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DUSP15","Absent",128853,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DUSP16","Present",80824,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DUSP18","Absent",150290,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DUSP19","Absent",142679,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DUSP2","Present",1844,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DUSP21","Absent",63904,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DUSP22","Present",56940,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DUSP23","Absent",54935,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DUSP26","Absent",78986,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DUSP28","Absent",285193,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DUSP3","Present",1845,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DUSP4","Present",1846,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DUSP6","Present",1848,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DUSP7","Present",1849,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DUSP8","Present",1850,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DUSP9","Present",1852,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DUT","Present",1854,0,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"DVL1","Present",1855,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DVL2","Present",1856,0.5,0.5,"MedConf","No","MedConf","Yes","HighConf","No","MedConf","Yes","HighConf","No","MedConf","Yes","HighConf",NA
"DVL3","Present",1857,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DXO","Absent",1797,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DYM","Absent",54808,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DYNC1H1","Present",1778,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DYNC1I1","Present",1780,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DYNC1I2","Present",1781,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DYNC1LI1","Present",51143,0.5,0.5,"MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"DYNC1LI2","Present",1783,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DYNC2LI1","Present",51626,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DYNLL1","Present",8655,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DYNLL2","Present",140735,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DYNLRB1","Absent",83658,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DYNLRB2","Absent",83657,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DYNLT1","Absent",6993,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DYNLT3","Absent",6990,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DYRK1A","Absent",1859,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DYRK1B","Absent",9149,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DYRK2","Absent",8445,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DYRK3","Absent",8444,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DYRK4","Absent",8798,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DYSF","Absent",8291,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DYX1C1","Absent",161582,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DZANK1","Absent",55184,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DZIP1","Absent",22873,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DZIP1L","Absent",199221,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"E2F1","Present",1869,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"E2F2","Present",1870,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"E2F3","Present",1871,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"E2F4","Present",1874,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"E2F5","Present",1875,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"E2F6","Absent",1876,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"E2F7","Absent",144455,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"E4F1","Absent",1877,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EAF1","Absent",85403,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EAF2","Absent",55840,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EAPP","Absent",55837,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EARS2","Present",124454,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"EBAG9","Absent",9166,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EBF1","Absent",1879,0.5,0.5,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"EBF2","Absent",64641,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EBF3","Absent",253738,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EBF4","Absent",57593,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EBI3","Absent",10148,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EBNA1BP2","Absent",10969,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EBP","Present",10682,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"EBPL","Absent",84650,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ECD","Absent",11319,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ECE1","Absent",1889,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ECE2","Absent",9718,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ECEL1","Absent",9427,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ECH1","Present",1891,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ECHDC1","Absent",55862,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ECHDC2","Absent",55268,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ECHDC3","Absent",79746,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ECHS1","Present",1892,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ECI1","Present",1632,0.5,0.5,"MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"ECI2","Present",10455,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ECM1","Absent",1893,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ECSIT","Present",51295,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ECT2","Absent",1894,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EDA","Present",1896,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"EDA2R","Present",60401,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"EDAR","Present",10913,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"EDARADD","Absent",128178,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EDC3","Present",80153,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"EDC4","Present",23644,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"EDDM3B","Absent",64184,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EDEM1","Present",9695,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"EDEM2","Present",55741,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"EDF1","Absent",8721,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EDIL3","Absent",10085,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EDN1","Present",1906,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"EDN2","Absent",1907,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EDN3","Absent",1908,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EDNRA","Present",1909,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"EDNRB","Present",1910,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"EDRF1","Absent",26098,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EED","Absent",8726,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EEF1A1","Present",1915,0,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"EEF1A2","Present",1917,0,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"EEF1B2","Absent",1933,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EEF1D","Absent",1936,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EEF1E1","Absent",9521,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EEF1G","Absent",1937,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EEF2","Absent",1938,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"EEF2K","Absent",29904,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"EEFSEC","Absent",60678,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EEPD1","Absent",80820,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EFCAB1","Absent",79645,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EFCAB12","Absent",90288,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EFCAB14","Absent",9813,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EFCAB2","Absent",84288,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EFCAB5","Absent",374786,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EFCAB6","Absent",64800,1,1,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
