EntrezID,GeneSymbol,ConfidenceCategory,TRIAGEhit,Pathway,InteractingGenes,NetworkGenePathways
12387,Ctnnb1,MedConf,Yes,"Focal adhesion, Adherens junction, Thyroid hormone signaling pathway, Leukocyte transendothelial migration, Rap1 signaling pathway, Wnt signaling pathway, Hippo signaling pathway, Melanogenesis","Ctnna1, Ctnnd1, Rela, Abl1, Cdh5, Prkaca, Numb, Crebbp, Ep300, Csnk2a1, Cacybp, Lrp6, Ppp2ca, Gsk3b, Mef2c, Smarca4, Tle1, Rac1, Ccnd1, Cdc42, Ppp2cb, Ywhaz, Skp1a, Ppp2r5e, Akt1, Ppp2r1a, Fyn, Psmb6, Psmb8, Psmb7, Psma7, Psma1, Psmb10, Psma4, Psma5, Psmb3, Psma2, Ppp1ca, Iqgap1, Mapk9, Csnk1e, Spag9, Psmd4, Rapgef2, Tcf7l1, Carm1, Rbx1, Dyrk1a, Ctbp1, Apc, Psmb4, Ppp2r5c, Psmc6, Fbxw11, Psmc3, Psmc1, Xpo1, Tjp1, Tcf3, Csnk2b, Vav3, Psmb1, Psmd7, Ptpn1, Csnk1a1, Tbl1x, Psmd3, Ruvbl1, Psmd2, Pak2, Prkacb, Mef2a, Psmd11, Cdc73, Ppp2r5a, Csnk2a2, Psme1, Mapk12, Tcf4, Pecam1, Hmgb2, Acp1, Bcl9l, Nlk, Cdh13, Scrib, Magi3, Ptprb, Coro1c, Sox7, Bnip2, Hdac1, Tcf7l2","Wnt signaling pathway (25), Proteasome (21), Adherens junction (18), Hippo signaling pathway (14), Oocyte meiosis (14), Dopaminergic synapse (13), Tight junction (12), MAPK signaling pathway (12), Sphingolipid signaling pathway (12), PI3K-Akt signaling pathway (12), Adrenergic signaling in cardiomyocytes (11), cAMP signaling pathway (10), Focal adhesion (10), Cell cycle (9), T cell receptor signaling pathway (9), Ras signaling pathway (9), Thyroid hormone signaling pathway (8), FoxO signaling pathway (8), Leukocyte transendothelial migration (8), Neurotrophin signaling pathway (8), AMPK signaling pathway (8), Chemokine signaling pathway (8), Longevity regulating pathway (8), Melanogenesis (7), Rap1 signaling pathway (7), AGE-RAGE signaling pathway in diabetic complications (7), Endocrine resistance (7), mRNA surveillance pathway (7), Insulin signaling pathway (7), Hedgehog signaling pathway (7), Regulation of actin cytoskeleton (7), TGF-beta signaling pathway (7), Fc epsilon RI signaling pathway (6), Prolactin signaling pathway (6), Osteoclast differentiation (6), Relaxin signaling pathway (6), Cellular senescence (6), Platelet activation (6), Apelin signaling pathway (6), Autophagy - animal (6), Axon guidance (6), Insulin resistance (6), Notch signaling pathway (5), Toll-like receptor signaling pathway (5), GnRH signaling pathway (5), Mitophagy - animal (5), Glucagon signaling pathway (5), Oxytocin signaling pathway (5), Long-term potentiation (5), ErbB signaling pathway (5), B cell receptor signaling pathway (5), HIF-1 signaling pathway (5), Longevity regulating pathway - multiple species (4), VEGF signaling pathway (4), TNF signaling pathway (4), Retrograde endocannabinoid signaling (4), cGMP-PKG signaling pathway (4), Fc gamma R-mediated phagocytosis (4), Circadian rhythm (4), Th17 cell differentiation (3), NOD-like receptor signaling pathway (3), Vascular smooth muscle contraction (3), Estrogen signaling pathway (3), Ubiquitin mediated proteolysis (3), Protein processing in endoplasmic reticulum (3), Apoptosis (3), Long-term depression (3), mTOR signaling pathway (3), Thyroid hormone synthesis (2), Endocrine and other factor-regulated calcium reabsorption (2), Vasopressin-regulated water reabsorption (2), Phospholipase D signaling pathway (2), EGFR tyrosine kinase inhibitor resistance (2), Antigen processing and presentation (1), RNA transport (1), Necroptosis (1), Endocytosis (1), Phagosome (1), Non-alcoholic fatty liver disease (NAFLD) (6)"
12388,Ctnnd1,MedConf,Yes,"Adherens junction, Leukocyte transendothelial migration, Rap1 signaling pathway","Cdh5, Gsk3b, Rac1, Cdc42, Ywhaz, Rhoa, Akt1, Fyn, Ywhae, Vav3, Pak2, Rac2, Cdh13, Coro1c, Ctnnb1, Cttn, Ctnna1","Focal adhesion (10), Leukocyte transendothelial migration (8), Adherens junction (7), Axon guidance (7), Chemokine signaling pathway (7), T cell receptor signaling pathway (7), Rap1 signaling pathway (6), Ras signaling pathway (6), Regulation of actin cytoskeleton (6), Neurotrophin signaling pathway (6), Hippo signaling pathway (5), Wnt signaling pathway (5), Fc epsilon RI signaling pathway (5), cAMP signaling pathway (5), MAPK signaling pathway (5), B cell receptor signaling pathway (5), Fc gamma R-mediated phagocytosis (5), Sphingolipid signaling pathway (5), PI3K-Akt signaling pathway (5), Tight junction (4), VEGF signaling pathway (4), Thyroid hormone signaling pathway (3), ErbB signaling pathway (3), Cell cycle (3), Phospholipase D signaling pathway (3), Osteoclast differentiation (3), Platelet activation (3), mTOR signaling pathway (3), AGE-RAGE signaling pathway in diabetic complications (3), Melanogenesis (2), Oocyte meiosis (2), Toll-like receptor signaling pathway (2), EGFR tyrosine kinase inhibitor resistance (2), Insulin signaling pathway (2), Prolactin signaling pathway (2), Insulin resistance (2), Dopaminergic synapse (2), cGMP-PKG signaling pathway (2), Longevity regulating pathway (2), Endocytosis (2), Adrenergic signaling in cardiomyocytes (1), Glucagon signaling pathway (1), Longevity regulating pathway - multiple species (1), Apelin signaling pathway (1), TNF signaling pathway (1), HIF-1 signaling pathway (1), Apoptosis (1), Estrogen signaling pathway (1), AMPK signaling pathway (1), Relaxin signaling pathway (1), Endocrine resistance (1), FoxO signaling pathway (1), Cellular senescence (1), Autophagy - animal (1), Vascular smooth muscle contraction (1), Oxytocin signaling pathway (1), TGF-beta signaling pathway (1), NOD-like receptor signaling pathway (1), GnRH signaling pathway (1), Phagosome (1), Hedgehog signaling pathway (1), Non-alcoholic fatty liver disease (NAFLD) (4)"
19025,Ctsa,MedConf,Yes,Lysosome,,
13030,Ctsb,MedConf,Yes,"Autophagy - animal, Lysosome, NOD-like receptor signaling pathway, Apoptosis, Antigen processing and presentation","Ctsl, Ctss, Birc3, Cd74","Antigen processing and presentation (3), Apoptosis (3), Phagosome (2), Lysosome (2), Necroptosis (1), TNF signaling pathway (1), Ubiquitin mediated proteolysis (1), NOD-like receptor signaling pathway (1), Focal adhesion (1), Autophagy - animal (1)"
13032,Ctsc,MedConf,Yes,"Lysosome, Apoptosis","Mcfd2, F8, Gosr2, Rab1b, Cd59a, Sec13, Sec24b, Tmed2, Stx5a, Lman1, Csnk1d, Birc3, Trappc5, Sec24a, Tmed10, Ctsz","Protein processing in endoplasmic reticulum (4), Apoptosis (2), Complement and coagulation cascades (2), Lysosome (1), Necroptosis (1), TNF signaling pathway (1), Ubiquitin mediated proteolysis (1), NOD-like receptor signaling pathway (1), Focal adhesion (1), Hippo signaling pathway (1), Circadian rhythm (1), Hedgehog signaling pathway (1), mTOR signaling pathway (1), RNA transport (1)"
13033,Ctsd,MedConf,Yes,"Sphingolipid signaling pathway, Autophagy - animal, Lysosome, Apoptosis","Birc3, Cd74","Antigen processing and presentation (1), Necroptosis (1), TNF signaling pathway (1), Ubiquitin mediated proteolysis (1), Apoptosis (1), NOD-like receptor signaling pathway (1), Focal adhesion (1)"
13039,Ctsl,MedConf,Yes,"Autophagy - animal, Lysosome, Apoptosis, Phagosome, Antigen processing and presentation","Ctss, Birc3, Cd74, Ctsb","Antigen processing and presentation (3), Apoptosis (3), NOD-like receptor signaling pathway (2), Lysosome (2), Autophagy - animal (1), Necroptosis (1), TNF signaling pathway (1), Ubiquitin mediated proteolysis (1), Focal adhesion (1), Phagosome (1)"
13040,Ctss,MedConf,Yes,"Lysosome, Apoptosis, Phagosome, Antigen processing and presentation","Birc3, Cd74, Ctsb, Ctsl, Il10rb","Antigen processing and presentation (3), Apoptosis (3), Lysosome (2), Autophagy - animal (2), NOD-like receptor signaling pathway (2), Phagosome (1), Necroptosis (1), TNF signaling pathway (1), Ubiquitin mediated proteolysis (1), Focal adhesion (1)"
64138,Ctsz,MedConf,Yes,"Lysosome, Apoptosis","Ctsc, Mcfd2, F8, M6pr, Gosr2, Rab1b, Cd59a, Sec13, Gns, Sec24b, Hspa8, Arrb1, Ap1b1, Arf1, Dnm2, Tmed2, Cltc, Stx5a, Lman1, Csnk1d, Clta, Birc3, Trappc5, Sec24a, Tmed10","Lysosome (6), Endocytosis (6), Protein processing in endoplasmic reticulum (5), Endocrine and other factor-regulated calcium reabsorption (3), Synaptic vesicle cycle (3), Apoptosis (2), Hedgehog signaling pathway (2), Phospholipase D signaling pathway (2), MAPK signaling pathway (2), Complement and coagulation cascades (2), Necroptosis (1), TNF signaling pathway (1), Ubiquitin mediated proteolysis (1), NOD-like receptor signaling pathway (1), Focal adhesion (1), Hippo signaling pathway (1), Circadian rhythm (1), Fc gamma R-mediated phagocytosis (1), Chemokine signaling pathway (1), Relaxin signaling pathway (1), Antigen processing and presentation (1), Longevity regulating pathway - multiple species (1), Estrogen signaling pathway (1), Spliceosome (1), mTOR signaling pathway (1), RNA transport (1), Phagosome (1)"
13043,Cttn,MedConf,Yes,Tight junction,"Ctnnd1, Wdr1, Vcam1, Hspa8, Arrb1, Rps27a, Rac1, Arrb2, Cdc42, Ap2s1, Eps15, Ap2a2, Dnm2, Cbl, Lyn, Grb2, Ptpn12, Fscn1, Hnrnpk, Actb, Snx9, Bin1, Cltc, Ap2m1, Epn1, Tjp1, Itsn1, Vamp3, Wasl, Actr2, Clta, Wipf1, Arpc2, Arpc3, Apob, Trf, Pak2, Scarb2, M6pr, Arpc1a, Picalm, Tgoln1, Lcp1, Tpm4, Hs1bp3, Fcho2, Hip1, Fnbp1, Afap1l1, Mapk1, Actr3, Arpc5","Endocytosis (20), Fc gamma R-mediated phagocytosis (11), Regulation of actin cytoskeleton (10), Chemokine signaling pathway (8), MAPK signaling pathway (8), Tight junction (7), Adherens junction (7), Focal adhesion (6), Endocrine and other factor-regulated calcium reabsorption (6), Synaptic vesicle cycle (6), Ras signaling pathway (5), T cell receptor signaling pathway (5), Rap1 signaling pathway (5), Leukocyte transendothelial migration (5), Fc epsilon RI signaling pathway (4), ErbB signaling pathway (4), Axon guidance (4), Neurotrophin signaling pathway (4), AGE-RAGE signaling pathway in diabetic complications (4), B cell receptor signaling pathway (4), Relaxin signaling pathway (4), Phagosome (4), Lysosome (4), VEGF signaling pathway (3), Phospholipase D signaling pathway (3), Insulin signaling pathway (3), GnRH signaling pathway (3), Osteoclast differentiation (3), Estrogen signaling pathway (3), PI3K-Akt signaling pathway (3), Platelet activation (3), Toll-like receptor signaling pathway (2), EGFR tyrosine kinase inhibitor resistance (2), Adrenergic signaling in cardiomyocytes (2), Oxytocin signaling pathway (2), cAMP signaling pathway (2), Long-term depression (2), Prolactin signaling pathway (2), mTOR signaling pathway (2), TNF signaling pathway (2), HIF-1 signaling pathway (2), Apoptosis (2), Endocrine resistance (2), FoxO signaling pathway (2), Thyroid hormone signaling pathway (2), Sphingolipid signaling pathway (2), Spliceosome (2), Hedgehog signaling pathway (2), Vascular smooth muscle contraction (1), Melanogenesis (1), Th17 cell differentiation (1), Apelin signaling pathway (1), TGF-beta signaling pathway (1), Long-term potentiation (1), NOD-like receptor signaling pathway (1), cGMP-PKG signaling pathway (1), Oocyte meiosis (1), Retrograde endocannabinoid signaling (1), Cellular senescence (1), Autophagy - animal (1), Cardiac muscle contraction (1), Ferroptosis (1), Hippo signaling pathway (1), Ubiquitin mediated proteolysis (1), Dopaminergic synapse (1), Wnt signaling pathway (1), Ribosome (1), Antigen processing and presentation (1), Longevity regulating pathway - multiple species (1), Protein processing in endoplasmic reticulum (1), Non-alcoholic fatty liver disease (NAFLD) (2)"
26554,Cul3,MedConf,Yes,"Hedgehog signaling pathway, Ubiquitin mediated proteolysis","Sqstm1, Psmb6, Psmb8, Psmb7, Psma7, Psma1, Psmb10, Psma4, Psma5, Psmb3, Psma2, Psmd4, Spop, Rbx1, Nfe2l2, Psmb4, Psmc6, Psmc3, Psmc1, Spred1, Psmb1, Psmd7, Psmd3, Psmd2, Psmd11, Psme1, Ptma","Proteasome (21), Protein processing in endoplasmic reticulum (2), Antigen processing and presentation (1), Cell cycle (1), Circadian rhythm (1), HIF-1 signaling pathway (1), Ubiquitin mediated proteolysis (1), TGF-beta signaling pathway (1), Wnt signaling pathway (1), Oocyte meiosis (1), Hedgehog signaling pathway (1), Osteoclast differentiation (1), Necroptosis (1), Cellular senescence (1), Mitophagy - animal (1)"
66070,Cwc15,MedConf,Yes,Spliceosome,"Prpf8, Snrpd3, Dhx16, Rbm22, Sf3b2, Smndc1, Sf3a3, Rbm5, Hnrnpul1, Hnrnpf, Sart1, Snrnp70, Dnajc8, Puf60, Snrnp200, Sf3b5, Sf1, Bud31, Syf2, Snrnp27, Tra2b, Hspa8, Srsf3, Hnrnpc, Hnrnpd, Hnrnpk, Pcbp1, Snrpd2, Snrpe, Srsf2, Prpf40a, Hnrnpa0, Ncbp1, Hnrnpa2b1, Prpf19, Snrpb, Pcbp2, Ptbp1, Magoh, Upf3b, Dhx15, Hnrnpl, Wbp11, Srrm2, Srsf1, Hnrnph1, Fus, Hnrnpu, Wbp4, Rbm17, Pabpn1, Cpsf2, Cpsf4, Srsf5, Fip1l1, Srsf11, Srsf6, Prpf6","Spliceosome (37), mRNA surveillance pathway (7), RNA transport (3), Ferroptosis (2), Ubiquitin mediated proteolysis (1), Antigen processing and presentation (1), Longevity regulating pathway - multiple species (1), MAPK signaling pathway (1), Estrogen signaling pathway (1), Protein processing in endoplasmic reticulum (1), Endocytosis (1)"
15945,Cxcl10,MedConf,Yes,"Chemokine signaling pathway, TNF signaling pathway, Toll-like receptor signaling pathway","Cnr2, Cxcl9, App, Gnb1, S1pr1, Hc, Gnai2, Cxcl16, Ccl6, Kng1, C3, Ccl5","Chemokine signaling pathway (6), Complement and coagulation cascades (3), Toll-like receptor signaling pathway (2), Apelin signaling pathway (2), Dopaminergic synapse (2), Relaxin signaling pathway (2), Retrograde endocannabinoid signaling (2), Sphingolipid signaling pathway (2), TNF signaling pathway (1), NOD-like receptor signaling pathway (1), Phagosome (1), Adrenergic signaling in cardiomyocytes (1), Melanogenesis (1), Oxytocin signaling pathway (1), cAMP signaling pathway (1), Long-term depression (1), Axon guidance (1), Estrogen signaling pathway (1), cGMP-PKG signaling pathway (1), Rap1 signaling pathway (1), Leukocyte transendothelial migration (1), Platelet activation (1), FoxO signaling pathway (1), Ras signaling pathway (1), PI3K-Akt signaling pathway (1)"
66102,Cxcl16,MedConf,Yes,Chemokine signaling pathway,"Ccl6, Kng1, C3, Ccl5, Cxcl10, Cnr2, Cxcl9, App, Gnb1, S1pr1, Hc, Gnai2","Chemokine signaling pathway (6), Complement and coagulation cascades (3), Toll-like receptor signaling pathway (3), Apelin signaling pathway (2), Dopaminergic synapse (2), Relaxin signaling pathway (2), Retrograde endocannabinoid signaling (2), Sphingolipid signaling pathway (2), TNF signaling pathway (2), Adrenergic signaling in cardiomyocytes (1), Melanogenesis (1), Oxytocin signaling pathway (1), cAMP signaling pathway (1), Long-term depression (1), Axon guidance (1), Estrogen signaling pathway (1), cGMP-PKG signaling pathway (1), Rap1 signaling pathway (1), Leukocyte transendothelial migration (1), Platelet activation (1), FoxO signaling pathway (1), Ras signaling pathway (1), PI3K-Akt signaling pathway (1), NOD-like receptor signaling pathway (1), Phagosome (1)"
17329,Cxcl9,MedConf,Yes,"Chemokine signaling pathway, Toll-like receptor signaling pathway","App, Gnb1, Stat1, S1pr1, Hc, Gnai2, Cxcl16, Ccl6, Kng1, C3, Ccl5, Cxcl10, Cnr2","Chemokine signaling pathway (7), Toll-like receptor signaling pathway (3), Complement and coagulation cascades (3), TNF signaling pathway (2), NOD-like receptor signaling pathway (2), Apelin signaling pathway (2), Dopaminergic synapse (2), Relaxin signaling pathway (2), Retrograde endocannabinoid signaling (2), Sphingolipid signaling pathway (2), Phagosome (1), Adrenergic signaling in cardiomyocytes (1), Melanogenesis (1), Oxytocin signaling pathway (1), cAMP signaling pathway (1), Long-term depression (1), Axon guidance (1), Estrogen signaling pathway (1), cGMP-PKG signaling pathway (1), Rap1 signaling pathway (1), Leukocyte transendothelial migration (1), Platelet activation (1), FoxO signaling pathway (1), Th17 cell differentiation (1), Prolactin signaling pathway (1), Osteoclast differentiation (1), Necroptosis (1), AGE-RAGE signaling pathway in diabetic complications (1), Thyroid hormone signaling pathway (1), Ras signaling pathway (1), PI3K-Akt signaling pathway (1)"
109754,Cyb5r3,MedConf,Yes,,Acsl1,"Fatty acid degradation (1), Ferroptosis (1), PPAR signaling pathway (1), Fatty acid metabolism (1)"
13057,Cyba,MedConf,Yes,"Leukocyte transendothelial migration, NOD-like receptor signaling pathway, Phagosome, Osteoclast differentiation","Vav3, Rac2, Mapk12, Rfk, Vcam1, Rac1","Leukocyte transendothelial migration (5), Fc epsilon RI signaling pathway (4), VEGF signaling pathway (3), cAMP signaling pathway (3), Chemokine signaling pathway (3), MAPK signaling pathway (3), AGE-RAGE signaling pathway in diabetic complications (3), B cell receptor signaling pathway (3), Rap1 signaling pathway (3), Fc gamma R-mediated phagocytosis (3), Focal adhesion (3), Regulation of actin cytoskeleton (3), Sphingolipid signaling pathway (3), Toll-like receptor signaling pathway (2), Ras signaling pathway (2), Osteoclast differentiation (2), Axon guidance (2), Neurotrophin signaling pathway (2), Wnt signaling pathway (2), Adherens junction (2), TNF signaling pathway (2), T cell receptor signaling pathway (2), Phagosome (1), PI3K-Akt signaling pathway (1), Tight junction (1), Adrenergic signaling in cardiomyocytes (1), Th17 cell differentiation (1), Prolactin signaling pathway (1), GnRH signaling pathway (1), Dopaminergic synapse (1), NOD-like receptor signaling pathway (1), Relaxin signaling pathway (1), Endocrine resistance (1), Oocyte meiosis (1), FoxO signaling pathway (1), Retrograde endocannabinoid signaling (1), Cellular senescence (1), Platelet activation (1), Non-alcoholic fatty liver disease (NAFLD) (1)"
20430,Cyfip1,MedConf,Yes,"Regulation of actin cytoskeleton, RNA transport","Bcar1, Actb, Crk, Ncbp1, Ptk2, Dock1, Wasf2, Wasl, Abi1, Actr2, Vav3, Wipf1, Arpc2, Arpc3, Eif4e2, Nck1, Myo10, Nckap1, Rac2, Arpc1a, Nckipsd, Fxr1, Arpc1b, Eif4e3, Mapk1, Actr3, Arpc5, Abl1, Pxn, Rac1, App, Cdc42, Mapk3, Fmr1, Grb2","Regulation of actin cytoskeleton (20), Fc gamma R-mediated phagocytosis (15), Focal adhesion (13), Chemokine signaling pathway (12), Axon guidance (8), Rap1 signaling pathway (8), Adherens junction (8), Leukocyte transendothelial migration (8), Endocytosis (8), ErbB signaling pathway (7), Ras signaling pathway (7), Neurotrophin signaling pathway (7), MAPK signaling pathway (7), VEGF signaling pathway (7), Fc epsilon RI signaling pathway (6), T cell receptor signaling pathway (6), B cell receptor signaling pathway (6), PI3K-Akt signaling pathway (6), Tight junction (6), Insulin signaling pathway (5), cAMP signaling pathway (5), EGFR tyrosine kinase inhibitor resistance (4), GnRH signaling pathway (4), Osteoclast differentiation (4), mTOR signaling pathway (4), Endocrine resistance (4), RNA transport (4), AGE-RAGE signaling pathway in diabetic complications (4), Sphingolipid signaling pathway (4), Phospholipase D signaling pathway (3), Prolactin signaling pathway (3), Estrogen signaling pathway (3), Relaxin signaling pathway (3), FoxO signaling pathway (3), Toll-like receptor signaling pathway (3), Oxytocin signaling pathway (3), HIF-1 signaling pathway (3), Apoptosis (3), Thyroid hormone signaling pathway (3), Platelet activation (3), Vascular smooth muscle contraction (2), Adrenergic signaling in cardiomyocytes (2), Melanogenesis (2), Th17 cell differentiation (2), Long-term depression (2), Apelin signaling pathway (2), TNF signaling pathway (2), TGF-beta signaling pathway (2), Long-term potentiation (2), NOD-like receptor signaling pathway (2), cGMP-PKG signaling pathway (2), Oocyte meiosis (2), Retrograde endocannabinoid signaling (2), Cellular senescence (2), Autophagy - animal (2), Phagosome (2), Wnt signaling pathway (2), Cell cycle (1), Longevity regulating pathway (1), mRNA surveillance pathway (1), Spliceosome (1), Hippo signaling pathway (1), Non-alcoholic fatty liver disease (NAFLD) (2)"
232174,Cyp26b1,MedConf,Yes,,Aox3,"leucine and isoleucine degradation (1), Valine (1)"
13087,Cyp2a5,MedConf,Yes,,"Cyp2e1, Aox3","leucine and isoleucine degradation (1), Valine (1), Non-alcoholic fatty liver disease (NAFLD) (1)"
76279,Cyp2d26,MedConf,Yes,,Cyp2e1,Non-alcoholic fatty liver disease (NAFLD) (1)
13105,Cyp2d9,MedConf,Yes,,Cyp2e1,Non-alcoholic fatty liver disease (NAFLD) (1)
13106,Cyp2e1,MedConf,Yes,Non-alcoholic fatty liver disease (NAFLD),"Adh1, Adh5, Ugt2b5, Ugt1a1, Cyp2a5, Cyp2d26, Cyp2d9, Cyp4b1, Cyp2f2, Gstm1, Mgst1, Gsta3, Gstk1, Ptgs1, Hsd11b1, Cyp3a11","Fatty acid degradation (2), Platelet activation (1), Carbon metabolism (1)"
13107,Cyp2f2,MedConf,Yes,,Cyp2e1,Non-alcoholic fatty liver disease (NAFLD) (1)
13112,Cyp3a11,MedConf,Yes,,"Cyp2e1, Aox3, Hsd17b12, Acsl1","Fatty acid metabolism (2), Fatty acid degradation (1), Ferroptosis (1), PPAR signaling pathway (1), Biosynthesis of unsaturated fatty acids (1), leucine and isoleucine degradation (1), Valine (1), Non-alcoholic fatty liver disease (NAFLD) (1)"
13120,Cyp4b1,MedConf,Yes,,Cyp2e1,Non-alcoholic fatty liver disease (NAFLD) (1)
19158,Cyth2,MedConf,Yes,"Endocytosis, Phospholipase D signaling pathway","Cyth3, Arf1, Atp6v0a2, Grasp","Phospholipase D signaling pathway (2), Endocytosis (2), Collecting duct acid secretion (1), Synaptic vesicle cycle (1), Phagosome (1), Lysosome (1), Oxidative phosphorylation (1)"
19159,Cyth3,MedConf,Yes,"Endocytosis, Phospholipase D signaling pathway","Arf1, Grasp, Cyth2","Phospholipase D signaling pathway (2), Endocytosis (2)"
208846,Daam1,MedConf,Yes,Wnt signaling pathway,"Pfn1, Rhoa","Rap1 signaling pathway (2), Regulation of actin cytoskeleton (2), Vascular smooth muscle contraction (1), Phospholipase D signaling pathway (1), Oxytocin signaling pathway (1), cAMP signaling pathway (1), Ras signaling pathway (1), T cell receptor signaling pathway (1), mTOR signaling pathway (1), Axon guidance (1), TGF-beta signaling pathway (1), Chemokine signaling pathway (1), NOD-like receptor signaling pathway (1), Neurotrophin signaling pathway (1), cGMP-PKG signaling pathway (1), Wnt signaling pathway (1), Leukocyte transendothelial migration (1), Platelet activation (1), Tight junction (1), Adherens junction (1), Focal adhesion (1), Sphingolipid signaling pathway (1), Endocytosis (1)"
13132,Dab2,MedConf,Yes,Endocytosis,"Sh3kbp1, Grb2, Ppp1ca, Cltc, Kdr, Flt4, Myo6, Clta, Synj1, Nostrin, Pank1, Necap2, Aftph, Tsc22d3, App, Itgb1, Ap2s1, Eps15","Endocytosis (5), Focal adhesion (5), PI3K-Akt signaling pathway (4), Endocrine and other factor-regulated calcium reabsorption (3), Synaptic vesicle cycle (3), Rap1 signaling pathway (3), Ras signaling pathway (3), Platelet activation (2), Regulation of actin cytoskeleton (2), Lysosome (2), EGFR tyrosine kinase inhibitor resistance (2), Insulin signaling pathway (2), Axon guidance (1), Phagosome (1), Leukocyte transendothelial migration (1), Tight junction (1), VEGF signaling pathway (1), Vascular smooth muscle contraction (1), Adrenergic signaling in cardiomyocytes (1), Oxytocin signaling pathway (1), cAMP signaling pathway (1), Insulin resistance (1), Hippo signaling pathway (1), Long-term potentiation (1), Dopaminergic synapse (1), mRNA surveillance pathway (1), cGMP-PKG signaling pathway (1), Oocyte meiosis (1), Cellular senescence (1), Fc epsilon RI signaling pathway (1), Phospholipase D signaling pathway (1), ErbB signaling pathway (1), Prolactin signaling pathway (1), GnRH signaling pathway (1), Osteoclast differentiation (1), T cell receptor signaling pathway (1), mTOR signaling pathway (1), Chemokine signaling pathway (1), Neurotrophin signaling pathway (1), MAPK signaling pathway (1), Estrogen signaling pathway (1), B cell receptor signaling pathway (1), Relaxin signaling pathway (1), Endocrine resistance (1), FoxO signaling pathway (1)"
69601,Dab2ip,MedConf,Yes,"Apoptosis, TNF signaling pathway","Rasal2, Kras, Rasa1, Spred1","Ras signaling pathway (3), Axon guidance (2), MAPK signaling pathway (2), Longevity regulating pathway (2), Fc epsilon RI signaling pathway (1), EGFR tyrosine kinase inhibitor resistance (1), VEGF signaling pathway (1), Phospholipase D signaling pathway (1), Melanogenesis (1), Oxytocin signaling pathway (1), ErbB signaling pathway (1), Longevity regulating pathway - multiple species (1), Long-term depression (1), Insulin signaling pathway (1), Prolactin signaling pathway (1), GnRH signaling pathway (1), T cell receptor signaling pathway (1), mTOR signaling pathway (1), Apelin signaling pathway (1), Apoptosis (1), Long-term potentiation (1), Chemokine signaling pathway (1), Neurotrophin signaling pathway (1), Estrogen signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), B cell receptor signaling pathway (1), Relaxin signaling pathway (1), PI3K-Akt signaling pathway (1), Endocrine resistance (1), Rap1 signaling pathway (1), FoxO signaling pathway (1), Cellular senescence (1), Mitophagy - animal (1), Thyroid hormone signaling pathway (1), Regulation of actin cytoskeleton (1), Autophagy - animal (1), Sphingolipid signaling pathway (1)"
13135,Dad1,MedConf,Yes,Protein processing in endoplasmic reticulum,"Rpn2, Stt3b, Ddost, Rpn1, Magt1, Stt3a",Protein processing in endoplasmic reticulum (5)
13138,Dag1,MedConf,Yes,,Lamb2,"PI3K-Akt signaling pathway (1), Focal adhesion (1)"
13143,Dapk2,MedConf,Yes,Autophagy - animal,"Mapk1, Mapk3, Dapk3","Autophagy - animal (3), Fc epsilon RI signaling pathway (2), Toll-like receptor signaling pathway (2), EGFR tyrosine kinase inhibitor resistance (2), Vascular smooth muscle contraction (2), VEGF signaling pathway (2), Adrenergic signaling in cardiomyocytes (2), Phospholipase D signaling pathway (2), Melanogenesis (2), Oxytocin signaling pathway (2), ErbB signaling pathway (2), cAMP signaling pathway (2), Th17 cell differentiation (2), Long-term depression (2), Insulin signaling pathway (2), Prolactin signaling pathway (2), GnRH signaling pathway (2), Ras signaling pathway (2), Osteoclast differentiation (2), T cell receptor signaling pathway (2), mTOR signaling pathway (2), Axon guidance (2), Apelin signaling pathway (2), TNF signaling pathway (2), HIF-1 signaling pathway (2), TGF-beta signaling pathway (2), Apoptosis (2), Long-term potentiation (2), Chemokine signaling pathway (2), NOD-like receptor signaling pathway (2), Neurotrophin signaling pathway (2), MAPK signaling pathway (2), Estrogen signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (2), B cell receptor signaling pathway (2), Relaxin signaling pathway (2), cGMP-PKG signaling pathway (2), PI3K-Akt signaling pathway (2), Endocrine resistance (2), Oocyte meiosis (2), Rap1 signaling pathway (2), FoxO signaling pathway (2), Retrograde endocannabinoid signaling (2), Cellular senescence (2), Thyroid hormone signaling pathway (2), Platelet activation (2), Fc gamma R-mediated phagocytosis (2), Adherens junction (2), Focal adhesion (2), Regulation of actin cytoskeleton (2), Sphingolipid signaling pathway (2)"
